Date,Year,Quarter,Nationality,Region,Sex,Appeals lodged
2017-01-01,2017,1,Rwanda,Africa Sub-Saharan,Female,2
2017-01-01,2017,1,Rwanda,Africa Sub-Saharan,Male,4
2017-01-01,2017,1,Saudi Arabia,Middle East,Female,1
2017-01-01,2017,1,Saudi Arabia,Middle East,Male,2
2017-01-01,2017,1,Senegal,Africa Sub-Saharan,Female,3
2017-01-01,2017,1,Senegal,Africa Sub-Saharan,Male,3
2017-01-01,2017,1,Seychelles,Africa Sub-Saharan,Male,1
2017-01-01,2017,1,Sierra Leone,Africa Sub-Saharan,Female,3
2017-01-01,2017,1,Sierra Leone,Africa Sub-Saharan,Male,1
2017-01-01,2017,1,Somalia,Africa Sub-Saharan,Female,13
2017-01-01,2017,1,Somalia,Africa Sub-Saharan,Male,22
2017-01-01,2017,1,South Africa,Africa Sub-Saharan,Female,3
2017-01-01,2017,1,Sri Lanka,Asia South,Female,24
2017-01-01,2017,1,Sri Lanka,Asia South,Male,94
2017-01-01,2017,1,Stateless,Other,Female,1
2017-01-01,2017,1,Stateless,Other,Male,6
2017-01-01,2017,1,Sudan,Africa North,Female,5
2017-01-01,2017,1,Sudan,Africa North,Male,11
2017-01-01,2017,1,Sudan (South),Africa Sub-Saharan,Male,1
2017-01-01,2017,1,Syria,Middle East,Female,2
2017-01-01,2017,1,Syria,Middle East,Male,22
2017-01-01,2017,1,Tanzania,Africa Sub-Saharan,Female,1
2017-01-01,2017,1,Tanzania,Africa Sub-Saharan,Male,1
2017-01-01,2017,1,Thailand,Asia South East,Female,1
2017-01-01,2017,1,Thailand,Asia South East,Male,1
2017-01-01,2017,1,Trinidad and Tobago,America Central and South,Female,2
2017-01-01,2017,1,Trinidad and Tobago,America Central and South,Male,1
2017-01-01,2017,1,Tunisia,Africa North,Male,3
2017-01-01,2017,1,Turkey,Europe Other,Female,7
2017-01-01,2017,1,Turkey,Europe Other,Male,29
2017-01-01,2017,1,Uganda,Africa Sub-Saharan,Female,12
2017-01-01,2017,1,Uganda,Africa Sub-Saharan,Male,3
2017-01-01,2017,1,Ukraine,Europe Other,Female,4
2017-01-01,2017,1,Ukraine,Europe Other,Male,6
2017-01-01,2017,1,Venezuela,America Central and South,Female,3
2017-01-01,2017,1,Venezuela,America Central and South,Male,3
2017-01-01,2017,1,Vietnam,Asia South East,Female,28
2017-01-01,2017,1,Vietnam,Asia South East,Male,26
2017-01-01,2017,1,Yemen,Middle East,Female,2
2017-01-01,2017,1,Yemen,Middle East,Male,4
2017-01-01,2017,1,Zambia,Africa Sub-Saharan,Female,2
2017-01-01,2017,1,Zambia,Africa Sub-Saharan,Male,1
2017-01-01,2017,1,Zimbabwe,Africa Sub-Saharan,Female,23
2017-01-01,2017,1,Zimbabwe,Africa Sub-Saharan,Male,21
2017-04-01,2017,2,Afghanistan,Asia Central,Female,16
2017-04-01,2017,2,Afghanistan,Asia Central,Male,170
2017-04-01,2017,2,Albania,Europe Other,Female,43
2017-04-01,2017,2,Albania,Europe Other,Male,36
2017-04-01,2017,2,Algeria,Africa North,Female,3
2017-04-01,2017,2,Algeria,Africa North,Male,11
2017-04-01,2017,2,Angola,Africa Sub-Saharan,Female,2
2017-04-01,2017,2,Angola,Africa Sub-Saharan,Male,1
2017-04-01,2017,2,Armenia,Europe Other,Female,1
2017-04-01,2017,2,Armenia,Europe Other,Male,4
2017-04-01,2017,2,Azerbaijan,Europe Other,Female,1
2017-04-01,2017,2,Azerbaijan,Europe Other,Male,4
2017-04-01,2017,2,Bangladesh,Asia South,Female,21
2017-04-01,2017,2,Bangladesh,Asia South,Male,213
2017-04-01,2017,2,Belarus,Europe Other,Female,1
2017-04-01,2017,2,Belarus,Europe Other,Male,1
2017-04-01,2017,2,Belize,America Central and South,Male,1
2017-04-01,2017,2,Benin,Africa Sub-Saharan,Male,1
2017-04-01,2017,2,Botswana,Africa Sub-Saharan,Female,1
2017-04-01,2017,2,Botswana,Africa Sub-Saharan,Male,1
2017-04-01,2017,2,Burkina,Africa Sub-Saharan,Male,2
2017-04-01,2017,2,Burma,Asia South East,Male,4
2017-04-01,2017,2,Burundi,Africa Sub-Saharan,Male,1
2017-04-01,2017,2,Cambodia,Asia South East,Female,1
2017-04-01,2017,2,Cameroon,Africa Sub-Saharan,Female,15
2017-04-01,2017,2,Cameroon,Africa Sub-Saharan,Male,7
2017-04-01,2017,2,Chad,Africa Sub-Saharan,Male,1
2017-04-01,2017,2,China,Asia East,Female,25
2017-04-01,2017,2,China,Asia East,Male,26
2017-04-01,2017,2,Colombia,America Central and South,Female,1
2017-04-01,2017,2,Congo,Africa Sub-Saharan,Female,4
2017-04-01,2017,2,Congo,Africa Sub-Saharan,Male,1
2017-04-01,2017,2,Congo (Democratic Republic),Africa Sub-Saharan,Female,19
2017-04-01,2017,2,Congo (Democratic Republic),Africa Sub-Saharan,Male,7
2017-04-01,2017,2,Cuba,America Central and South,Male,1
2017-04-01,2017,2,Djibouti,Africa Sub-Saharan,Female,1
2017-04-01,2017,2,Djibouti,Africa Sub-Saharan,Male,1
2017-04-01,2017,2,Egypt,Africa North,Female,1
2017-04-01,2017,2,Egypt,Africa North,Male,42
2017-04-01,2017,2,El Salvador,America Central and South,Male,2
2017-04-01,2017,2,Eritrea,Africa Sub-Saharan,Female,18
2017-04-01,2017,2,Eritrea,Africa Sub-Saharan,Male,18
2017-04-01,2017,2,Ethiopia,Africa Sub-Saharan,Female,15
2017-04-01,2017,2,Ethiopia,Africa Sub-Saharan,Male,19
2017-04-01,2017,2,"Gambia, The",Africa Sub-Saharan,Female,10
2017-04-01,2017,2,"Gambia, The",Africa Sub-Saharan,Male,5
2017-04-01,2017,2,Georgia,Europe Other,Female,2
2017-04-01,2017,2,Georgia,Europe Other,Male,5
2017-04-01,2017,2,Ghana,Africa Sub-Saharan,Female,10
2017-04-01,2017,2,Ghana,Africa Sub-Saharan,Male,15
2017-04-01,2017,2,Grenada,America Central and South,Female,1
2017-04-01,2017,2,Grenada,America Central and South,Male,1
2017-04-01,2017,2,Guatemala,America Central and South,Male,2
2017-04-01,2017,2,Guinea,Africa Sub-Saharan,Female,2
2017-04-01,2017,2,Guinea,Africa Sub-Saharan,Male,1
2017-04-01,2017,2,Honduras,America Central and South,Female,1
2017-04-01,2017,2,India,Asia South,Female,23
2017-04-01,2017,2,India,Asia South,Male,12
2017-04-01,2017,2,Indonesia,Asia South East,Female,1
2017-04-01,2017,2,Iran,Middle East,Female,56
2017-04-01,2017,2,Iran,Middle East,Male,250
2017-04-01,2017,2,Iraq,Middle East,Female,87
2017-04-01,2017,2,Iraq,Middle East,Male,160
2017-04-01,2017,2,Israel,Middle East,Female,1
2017-04-01,2017,2,Ivory Coast,Africa Sub-Saharan,Female,1
2017-04-01,2017,2,Ivory Coast,Africa Sub-Saharan,Male,4
2017-04-01,2017,2,Jamaica,America Central and South,Female,7
2017-04-01,2017,2,Jamaica,America Central and South,Male,11
2017-04-01,2017,2,Jordan,Middle East,Male,5
2017-04-01,2017,2,Kenya,Africa Sub-Saharan,Female,6
2017-04-01,2017,2,Kenya,Africa Sub-Saharan,Male,5
2017-04-01,2017,2,Kosovo,Europe Other,Male,1
2017-04-01,2017,2,Kuwait,Middle East,Female,5
2017-04-01,2017,2,Kuwait,Middle East,Male,2
2017-04-01,2017,2,Lebanon,Middle East,Female,1
2017-04-01,2017,2,Lebanon,Middle East,Male,7
2017-04-01,2017,2,Libya,Africa North,Female,7
2017-04-01,2017,2,Libya,Africa North,Male,25
2017-04-01,2017,2,Malawi,Africa Sub-Saharan,Female,5
2017-04-01,2017,2,Malaysia,Asia South East,Female,3
2017-04-01,2017,2,Mali,Africa Sub-Saharan,Male,1
2017-04-01,2017,2,Mauritius,Africa Sub-Saharan,Female,2
2017-04-01,2017,2,Mexico,America Central and South,Male,2
2017-04-01,2017,2,Mongolia,Asia East,Female,1
2017-04-01,2017,2,Morocco,Africa North,Female,4
2017-04-01,2017,2,Morocco,Africa North,Male,4
2017-04-01,2017,2,Namibia,Africa Sub-Saharan,Female,5
2017-04-01,2017,2,Namibia,Africa Sub-Saharan,Male,1
2017-04-01,2017,2,Nepal,Asia South,Female,5
2017-04-01,2017,2,Nepal,Asia South,Male,12
2017-04-01,2017,2,Nigeria,Africa Sub-Saharan,Female,69
2017-04-01,2017,2,Nigeria,Africa Sub-Saharan,Male,44
2017-04-01,2017,2,Occupied Palestinian Territories,Middle East,Male,6
2017-04-01,2017,2,Pakistan,Asia South,Female,64
2017-04-01,2017,2,Pakistan,Asia South,Male,212
2017-04-01,2017,2,Philippines,Asia South East,Female,12
2017-04-01,2017,2,Philippines,Asia South East,Male,3
2017-04-01,2017,2,Refugee,Other,Male,14
2017-04-01,2017,2,Russia,Europe Other,Female,3
2017-04-01,2017,2,Russia,Europe Other,Male,10
2017-04-01,2017,2,Rwanda,Africa Sub-Saharan,Female,1
2017-04-01,2017,2,Rwanda,Africa Sub-Saharan,Male,3
2017-04-01,2017,2,Saudi Arabia,Middle East,Female,2
2017-04-01,2017,2,Saudi Arabia,Middle East,Male,4
2017-04-01,2017,2,Senegal,Africa Sub-Saharan,Female,2
2017-04-01,2017,2,Senegal,Africa Sub-Saharan,Male,4
2017-04-01,2017,2,Sierra Leone,Africa Sub-Saharan,Female,1
2017-04-01,2017,2,Sierra Leone,Africa Sub-Saharan,Male,3
2017-04-01,2017,2,Singapore,Asia South East,Female,1
2017-04-01,2017,2,Somalia,Africa Sub-Saharan,Female,7
2017-04-01,2017,2,Somalia,Africa Sub-Saharan,Male,17
2017-04-01,2017,2,South Africa,Africa Sub-Saharan,Female,3
2017-04-01,2017,2,South Africa,Africa Sub-Saharan,Male,1
2017-04-01,2017,2,Sri Lanka,Asia South,Female,24
2017-04-01,2017,2,Sri Lanka,Asia South,Male,116
2017-04-01,2017,2,St. Lucia,America Central and South,Male,2
2017-04-01,2017,2,Stateless,Other,Female,1
2017-04-01,2017,2,Stateless,Other,Male,8
2017-04-01,2017,2,Sudan,Africa North,Female,4
2017-04-01,2017,2,Sudan,Africa North,Male,18
2017-04-01,2017,2,Syria,Middle East,Female,5
2017-04-01,2017,2,Syria,Middle East,Male,26
2017-04-01,2017,2,Tanzania,Africa Sub-Saharan,Female,3
2017-04-01,2017,2,Tanzania,Africa Sub-Saharan,Male,3
2017-04-01,2017,2,Thailand,Asia South East,Female,2
2017-04-01,2017,2,Togo,Africa Sub-Saharan,Male,1
2017-04-01,2017,2,Trinidad and Tobago,America Central and South,Female,1
2017-04-01,2017,2,Tunisia,Africa North,Female,1
2017-04-01,2017,2,Tunisia,Africa North,Male,2
2017-04-01,2017,2,Turkey,Europe Other,Female,14
2017-04-01,2017,2,Turkey,Europe Other,Male,28
2017-04-01,2017,2,Uganda,Africa Sub-Saharan,Female,4
2017-04-01,2017,2,Uganda,Africa Sub-Saharan,Male,6
2017-04-01,2017,2,Ukraine,Europe Other,Female,4
2017-04-01,2017,2,Ukraine,Europe Other,Male,10
2017-04-01,2017,2,Venezuela,America Central and South,Female,1
2017-04-01,2017,2,Venezuela,America Central and South,Male,1
2017-04-01,2017,2,Vietnam,Asia South East,Female,16
2017-04-01,2017,2,Vietnam,Asia South East,Male,43
2017-04-01,2017,2,Yemen,Middle East,Male,2
2017-04-01,2017,2,Zambia,Africa Sub-Saharan,Male,2
2017-04-01,2017,2,Zimbabwe,Africa Sub-Saharan,Female,25
2017-04-01,2017,2,Zimbabwe,Africa Sub-Saharan,Male,21
2017-07-01,2017,3,Afghanistan,Asia Central,Female,20
2017-07-01,2017,3,Afghanistan,Asia Central,Male,156
2017-07-01,2017,3,Albania,Europe Other,Female,36
2017-07-01,2017,3,Albania,Europe Other,Male,40
2017-07-01,2017,3,Algeria,Africa North,Female,7
2017-07-01,2017,3,Algeria,Africa North,Male,15
2017-07-01,2017,3,Angola,Africa Sub-Saharan,Female,4
2017-07-01,2017,3,Angola,Africa Sub-Saharan,Male,4
2017-07-01,2017,3,Armenia,Europe Other,Male,1
2017-07-01,2017,3,Azerbaijan,Europe Other,Male,3
2017-07-01,2017,3,Bahrain,Middle East,Male,1
2017-07-01,2017,3,Bangladesh,Asia South,Female,18
2017-07-01,2017,3,Bangladesh,Asia South,Male,233
2017-07-01,2017,3,Belarus,Europe Other,Female,1
2017-07-01,2017,3,Belarus,Europe Other,Male,2
2017-07-01,2017,3,Bolivia,America Central and South,Male,1
2017-07-01,2017,3,Botswana,Africa Sub-Saharan,Female,1
2017-07-01,2017,3,Botswana,Africa Sub-Saharan,Male,1
2017-07-01,2017,3,Brazil,America Central and South,Male,2
2017-07-01,2017,3,British overseas citizens,Other,Male,1
2017-07-01,2017,3,Burma,Asia South East,Female,1
2017-07-01,2017,3,Burma,Asia South East,Male,5
2017-07-01,2017,3,Burundi,Africa Sub-Saharan,Female,1
2017-07-01,2017,3,Cameroon,Africa Sub-Saharan,Female,14
2017-07-01,2017,3,Cameroon,Africa Sub-Saharan,Male,21
2017-07-01,2017,3,Chad,Africa Sub-Saharan,Male,2
2017-07-01,2017,3,China,Asia East,Female,37
2017-07-01,2017,3,China,Asia East,Male,18
2017-07-01,2017,3,Comoros,Africa Sub-Saharan,Female,1
2017-07-01,2017,3,Congo,Africa Sub-Saharan,Female,3
2017-07-01,2017,3,Congo,Africa Sub-Saharan,Male,1
2017-07-01,2017,3,Congo (Democratic Republic),Africa Sub-Saharan,Female,20
2017-07-01,2017,3,Congo (Democratic Republic),Africa Sub-Saharan,Male,12
2017-07-01,2017,3,Cuba,America Central and South,Male,1
2017-07-01,2017,3,Dominican Republic,America Central and South,Male,1
2017-07-01,2017,3,Egypt,Africa North,Female,9
2017-07-01,2017,3,Egypt,Africa North,Male,49
2017-07-01,2017,3,El Salvador,America Central and South,Female,1
2017-07-01,2017,3,El Salvador,America Central and South,Male,6
2017-07-01,2017,3,Eritrea,Africa Sub-Saharan,Female,6
2017-07-01,2017,3,Eritrea,Africa Sub-Saharan,Male,11
2017-07-01,2017,3,Ethiopia,Africa Sub-Saharan,Female,9
2017-07-01,2017,3,Ethiopia,Africa Sub-Saharan,Male,19
2017-07-01,2017,3,"Gambia, The",Africa Sub-Saharan,Female,9
2017-07-01,2017,3,"Gambia, The",Africa Sub-Saharan,Male,8
2017-07-01,2017,3,Georgia,Europe Other,Male,7
2017-07-01,2017,3,Ghana,Africa Sub-Saharan,Female,13
2017-07-01,2017,3,Ghana,Africa Sub-Saharan,Male,6
2017-07-01,2017,3,Grenada,America Central and South,Female,1
2017-07-01,2017,3,Guinea,Africa Sub-Saharan,Male,1
2017-07-01,2017,3,India,Asia South,Female,34
2017-07-01,2017,3,India,Asia South,Male,19
2017-07-01,2017,3,Indonesia,Asia South East,Female,1
2017-07-01,2017,3,Iran,Middle East,Female,64
2017-07-01,2017,3,Iran,Middle East,Male,226
2017-07-01,2017,3,Iraq,Middle East,Female,80
2017-07-01,2017,3,Iraq,Middle East,Male,241
2017-07-01,2017,3,Israel,Middle East,Female,2
2017-07-01,2017,3,Israel,Middle East,Male,3
2017-07-01,2017,3,Ivory Coast,Africa Sub-Saharan,Female,3
2017-07-01,2017,3,Ivory Coast,Africa Sub-Saharan,Male,7
2017-07-01,2017,3,Jamaica,America Central and South,Female,10
2017-07-01,2017,3,Jamaica,America Central and South,Male,14
2017-07-01,2017,3,Jordan,Middle East,Male,3
2017-07-01,2017,3,Kazakhstan,Asia Central,Female,1
2017-07-01,2017,3,Kenya,Africa Sub-Saharan,Female,7
2017-07-01,2017,3,Kenya,Africa Sub-Saharan,Male,7
2017-07-01,2017,3,Korea (North),Asia East,Male,2
2017-07-01,2017,3,Kosovo,Europe Other,Female,1
2017-07-01,2017,3,Kosovo,Europe Other,Male,3
2017-07-01,2017,3,Kuwait,Middle East,Male,3
2017-07-01,2017,3,Kyrgyzstan,Asia Central,Female,1
2017-07-01,2017,3,Lebanon,Middle East,Female,3
2017-07-01,2017,3,Lebanon,Middle East,Male,6
2017-07-01,2017,3,Liberia,Africa Sub-Saharan,Female,1
2017-07-01,2017,3,Libya,Africa North,Female,3
2017-07-01,2017,3,Libya,Africa North,Male,11
2017-07-01,2017,3,Malawi,Africa Sub-Saharan,Female,5
2017-07-01,2017,3,Malawi,Africa Sub-Saharan,Male,2
2017-07-01,2017,3,Malaysia,Asia South East,Female,9
2017-07-01,2017,3,Malaysia,Asia South East,Male,3
2017-07-01,2017,3,Maldives,Asia South,Male,1
2017-07-01,2017,3,Mauritius,Africa Sub-Saharan,Female,1
2017-07-01,2017,3,Mauritius,Africa Sub-Saharan,Male,4
2017-07-01,2017,3,Mexico,America Central and South,Female,1
2017-07-01,2017,3,Mongolia,Asia East,Female,1
2017-07-01,2017,3,Morocco,Africa North,Female,5
2017-07-01,2017,3,Morocco,Africa North,Male,8
2017-07-01,2017,3,Namibia,Africa Sub-Saharan,Female,3
2017-07-01,2017,3,Namibia,Africa Sub-Saharan,Male,1
2017-07-01,2017,3,Nepal,Asia South,Female,8
2017-07-01,2017,3,Nepal,Asia South,Male,13
2017-07-01,2017,3,Nigeria,Africa Sub-Saharan,Female,67
2017-07-01,2017,3,Nigeria,Africa Sub-Saharan,Male,59
2017-07-01,2017,3,Occupied Palestinian Territories,Middle East,Female,1
2017-07-01,2017,3,Occupied Palestinian Territories,Middle East,Male,4
2017-07-01,2017,3,Oman,Middle East,Female,1
2017-07-01,2017,3,Other and unknown,Other,Male,1
2017-07-01,2017,3,Pakistan,Asia South,Female,67
2017-07-01,2017,3,Pakistan,Asia South,Male,259
2017-07-01,2017,3,Philippines,Asia South East,Female,7
2017-07-01,2017,3,Refugee,Other,Female,3
2017-07-01,2017,3,Refugee,Other,Male,11
2017-07-01,2017,3,Russia,Europe Other,Female,1
2017-07-01,2017,3,Russia,Europe Other,Male,8
2017-07-01,2017,3,Rwanda,Africa Sub-Saharan,Female,1
2017-07-01,2017,3,Rwanda,Africa Sub-Saharan,Male,4
2017-07-01,2017,3,Saudi Arabia,Middle East,Female,2
2017-07-01,2017,3,Saudi Arabia,Middle East,Male,2
2017-07-01,2017,3,Sierra Leone,Africa Sub-Saharan,Female,3
2017-07-01,2017,3,Sierra Leone,Africa Sub-Saharan,Male,4
2017-07-01,2017,3,Somalia,Africa Sub-Saharan,Female,11
2017-07-01,2017,3,Somalia,Africa Sub-Saharan,Male,29
2017-07-01,2017,3,South Africa,Africa Sub-Saharan,Female,3
2017-07-01,2017,3,Sri Lanka,Asia South,Female,36
2017-07-01,2017,3,Sri Lanka,Asia South,Male,111
2017-07-01,2017,3,St. Kitts and Nevis,America Central and South,Female,1
2017-07-01,2017,3,St. Lucia,America Central and South,Male,1
2017-07-01,2017,3,St. Vincent and the Grenadines,America Central and South,Female,1
2017-07-01,2017,3,Stateless,Other,Female,5
2017-07-01,2017,3,Stateless,Other,Male,10
2017-07-01,2017,3,Sudan,Africa North,Female,5
2017-07-01,2017,3,Sudan,Africa North,Male,43
2017-07-01,2017,3,Sudan (South),Africa Sub-Saharan,Male,1
2017-07-01,2017,3,Syria,Middle East,Female,2
2017-07-01,2017,3,Syria,Middle East,Male,14
2017-07-01,2017,3,Tanzania,Africa Sub-Saharan,Female,2
2017-07-01,2017,3,Thailand,Asia South East,Female,4
2017-07-01,2017,3,Togo,Africa Sub-Saharan,Male,2
2017-07-01,2017,3,Trinidad and Tobago,America Central and South,Female,2
2017-07-01,2017,3,Trinidad and Tobago,America Central and South,Male,2
2017-07-01,2017,3,Tunisia,Africa North,Female,2
2017-07-01,2017,3,Tunisia,Africa North,Male,1
2017-07-01,2017,3,Turkey,Europe Other,Female,7
2017-07-01,2017,3,Turkey,Europe Other,Male,34
2017-07-01,2017,3,Turkmenistan,Asia Central,Female,1
2017-07-01,2017,3,Uganda,Africa Sub-Saharan,Female,12
2017-07-01,2017,3,Uganda,Africa Sub-Saharan,Male,4
2017-07-01,2017,3,Ukraine,Europe Other,Male,9
2017-07-01,2017,3,United States,America North,Male,1
2017-07-01,2017,3,Uzbekistan,Asia Central,Female,1
2017-07-01,2017,3,Uzbekistan,Asia Central,Male,1
2017-07-01,2017,3,Vietnam,Asia South East,Female,29
2017-07-01,2017,3,Vietnam,Asia South East,Male,42
2017-07-01,2017,3,Yemen,Middle East,Female,2
2017-07-01,2017,3,Yemen,Middle East,Male,11
2017-07-01,2017,3,Zambia,Africa Sub-Saharan,Female,2
2017-07-01,2017,3,Zambia,Africa Sub-Saharan,Male,1
2017-07-01,2017,3,Zimbabwe,Africa Sub-Saharan,Female,40
2017-07-01,2017,3,Zimbabwe,Africa Sub-Saharan,Male,14
2017-10-01,2017,4,Afghanistan,Asia Central,Female,30
2017-10-01,2017,4,Afghanistan,Asia Central,Male,226
2017-10-01,2017,4,Albania,Europe Other,Female,88
2017-10-01,2017,4,Albania,Europe Other,Male,46
2017-10-01,2017,4,Algeria,Africa North,Female,4
2017-10-01,2017,4,Algeria,Africa North,Male,12
2017-10-01,2017,4,Angola,Africa Sub-Saharan,Female,4
2017-10-01,2017,4,Angola,Africa Sub-Saharan,Male,1
2017-10-01,2017,4,Armenia,Europe Other,Female,2
2017-10-01,2017,4,Armenia,Europe Other,Male,3
2017-10-01,2017,4,Azerbaijan,Europe Other,Male,3
2017-10-01,2017,4,Bangladesh,Asia South,Female,20
2017-10-01,2017,4,Bangladesh,Asia South,Male,368
2017-10-01,2017,4,Botswana,Africa Sub-Saharan,Female,1
2017-10-01,2017,4,Botswana,Africa Sub-Saharan,Male,1
2017-10-01,2017,4,British overseas citizens,Other,Male,1
2017-10-01,2017,4,Burma,Asia South East,Male,4
2017-10-01,2017,4,Burundi,Africa Sub-Saharan,Female,3
2017-10-01,2017,4,Cameroon,Africa Sub-Saharan,Female,12
2017-10-01,2017,4,Cameroon,Africa Sub-Saharan,Male,21
2017-10-01,2017,4,China,Asia East,Female,28
2017-10-01,2017,4,China,Asia East,Male,32
2017-10-01,2017,4,Colombia,America Central and South,Male,1
2017-10-01,2017,4,Congo,Africa Sub-Saharan,Female,3
2017-10-01,2017,4,Congo,Africa Sub-Saharan,Male,5
2017-10-01,2017,4,Congo (Democratic Republic),Africa Sub-Saharan,Female,17
2017-10-01,2017,4,Congo (Democratic Republic),Africa Sub-Saharan,Male,13
2017-10-01,2017,4,Costa Rica,America Central and South,Male,1
2017-10-01,2017,4,Cuba,America Central and South,Female,1
2017-10-01,2017,4,Egypt,Africa North,Female,10
2017-10-01,2017,4,Egypt,Africa North,Male,69
2017-10-01,2017,4,El Salvador,America Central and South,Female,1
2017-10-01,2017,4,El Salvador,America Central and South,Male,2
2017-10-01,2017,4,Eritrea,Africa Sub-Saharan,Female,16
2017-10-01,2017,4,Eritrea,Africa Sub-Saharan,Male,15
2017-10-01,2017,4,Ethiopia,Africa Sub-Saharan,Female,13
2017-10-01,2017,4,Ethiopia,Africa Sub-Saharan,Male,28
2017-10-01,2017,4,Fiji,Oceania,Male,1
2017-10-01,2017,4,Gabon,Africa Sub-Saharan,Female,1
2017-10-01,2017,4,"Gambia, The",Africa Sub-Saharan,Female,9
2017-10-01,2017,4,"Gambia, The",Africa Sub-Saharan,Male,1
2017-10-01,2017,4,Georgia,Europe Other,Female,1
2017-10-01,2017,4,Georgia,Europe Other,Male,3
2017-10-01,2017,4,Ghana,Africa Sub-Saharan,Female,16
2017-10-01,2017,4,Ghana,Africa Sub-Saharan,Male,12
2017-10-01,2017,4,Guinea,Africa Sub-Saharan,Female,2
2017-10-01,2017,4,Guinea,Africa Sub-Saharan,Male,5
2017-10-01,2017,4,Guinea-Bissau,Africa Sub-Saharan,Male,1
2017-10-01,2017,4,India,Asia South,Female,28
2017-10-01,2017,4,India,Asia South,Male,15
2017-10-01,2017,4,Iran,Middle East,Female,55
2017-10-01,2017,4,Iran,Middle East,Male,300
2017-10-01,2017,4,Iraq,Middle East,Female,126
2017-10-01,2017,4,Iraq,Middle East,Male,304
2017-10-01,2017,4,Ivory Coast,Africa Sub-Saharan,Female,3
2017-10-01,2017,4,Ivory Coast,Africa Sub-Saharan,Male,3
2017-10-01,2017,4,Jamaica,America Central and South,Female,8
2017-10-01,2017,4,Jamaica,America Central and South,Male,8
2017-10-01,2017,4,Jordan,Middle East,Female,1
2017-10-01,2017,4,Jordan,Middle East,Male,5
2017-10-01,2017,4,Kazakhstan,Asia Central,Female,1
2017-10-01,2017,4,Kazakhstan,Asia Central,Male,2
2017-10-01,2017,4,Kenya,Africa Sub-Saharan,Female,7
2017-10-01,2017,4,Kenya,Africa Sub-Saharan,Male,6
2017-10-01,2017,4,Kosovo,Europe Other,Female,1
2017-10-01,2017,4,Kuwait,Middle East,Female,1
2017-10-01,2017,4,Kuwait,Middle East,Male,5
2017-10-01,2017,4,Kyrgyzstan,Asia Central,Male,1
2017-10-01,2017,4,Lebanon,Middle East,Female,3
2017-10-01,2017,4,Lebanon,Middle East,Male,4
2017-10-01,2017,4,Libya,Africa North,Male,2
2017-10-01,2017,4,Malawi,Africa Sub-Saharan,Female,8
2017-10-01,2017,4,Malawi,Africa Sub-Saharan,Male,5
2017-10-01,2017,4,Malaysia,Asia South East,Female,4
2017-10-01,2017,4,Malaysia,Asia South East,Male,5
2017-10-01,2017,4,Mali,Africa Sub-Saharan,Female,1
2017-10-01,2017,4,Mauritania,Africa North,Male,1
2017-10-01,2017,4,Mauritius,Africa Sub-Saharan,Female,1
