Date,Year,Quarter,Nationality,Region,Raised or resolved,Raised type / Resolved outcome,Age disputes
2016-07-01,2016,3,Syria,Middle East,Resolved,18+,5
2016-07-01,2016,3,Tunisia,Africa North,Raised,Asylum application raised in quarter,1
2016-07-01,2016,3,Turkey,Europe Other,Resolved,18+,1
2016-07-01,2016,3,Vietnam,Asia South East,Raised,Existing asylum application,4
2016-07-01,2016,3,Vietnam,Asia South East,Raised,Asylum application raised in quarter,7
2016-07-01,2016,3,Vietnam,Asia South East,Resolved,Less than 18,2
2016-07-01,2016,3,Vietnam,Asia South East,Resolved,18+,8
2016-10-01,2016,4,Afghanistan,Asia Central,Raised,Existing asylum application,11
2016-10-01,2016,4,Afghanistan,Asia Central,Raised,Asylum application raised in quarter,34
2016-10-01,2016,4,Afghanistan,Asia Central,Resolved,Less than 18,32
2016-10-01,2016,4,Afghanistan,Asia Central,Resolved,18+,25
2016-10-01,2016,4,Albania,Europe Other,Raised,Existing asylum application,1
2016-10-01,2016,4,Albania,Europe Other,Raised,Asylum application raised in quarter,3
2016-10-01,2016,4,Albania,Europe Other,Resolved,Less than 18,2
2016-10-01,2016,4,Albania,Europe Other,Resolved,18+,2
2016-10-01,2016,4,British overseas citizens,Other,Resolved,Less than 18,1
2016-10-01,2016,4,Burkina,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2016-10-01,2016,4,Burkina,Africa Sub-Saharan,Resolved,18+,1
2016-10-01,2016,4,China,Asia East,Raised,Existing asylum application,1
2016-10-01,2016,4,China,Asia East,Resolved,Less than 18,2
2016-10-01,2016,4,China,Asia East,Resolved,18+,1
2016-10-01,2016,4,Congo,Africa Sub-Saharan,Resolved,18+,1
2016-10-01,2016,4,Congo (Democratic Republic),Africa Sub-Saharan,Resolved,Less than 18,1
2016-10-01,2016,4,Egypt,Africa North,Raised,Existing asylum application,1
2016-10-01,2016,4,Egypt,Africa North,Raised,Asylum application raised in quarter,1
2016-10-01,2016,4,Egypt,Africa North,Resolved,Less than 18,1
2016-10-01,2016,4,Egypt,Africa North,Resolved,18+,1
2016-10-01,2016,4,Eritrea,Africa Sub-Saharan,Raised,Existing asylum application,4
2016-10-01,2016,4,Eritrea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,21
2016-10-01,2016,4,Eritrea,Africa Sub-Saharan,Resolved,Less than 18,9
2016-10-01,2016,4,Eritrea,Africa Sub-Saharan,Resolved,18+,15
2016-10-01,2016,4,Ethiopia,Africa Sub-Saharan,Raised,Asylum application raised in quarter,6
2016-10-01,2016,4,Ethiopia,Africa Sub-Saharan,Resolved,Less than 18,2
2016-10-01,2016,4,Ethiopia,Africa Sub-Saharan,Resolved,18+,4
2016-10-01,2016,4,Georgia,Europe Other,Raised,Asylum application raised in quarter,1
2016-10-01,2016,4,Georgia,Europe Other,Resolved,18+,1
2016-10-01,2016,4,Ghana,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2016-10-01,2016,4,Ghana,Africa Sub-Saharan,Resolved,18+,1
2016-10-01,2016,4,India,Asia South,Raised,Asylum application raised in quarter,1
2016-10-01,2016,4,India,Asia South,Resolved,Less than 18,1
2016-10-01,2016,4,India,Asia South,Resolved,18+,1
2016-10-01,2016,4,Iran,Middle East,Raised,Existing asylum application,3
2016-10-01,2016,4,Iran,Middle East,Raised,Asylum application raised in quarter,22
2016-10-01,2016,4,Iran,Middle East,Resolved,Less than 18,9
2016-10-01,2016,4,Iran,Middle East,Resolved,18+,20
2016-10-01,2016,4,Iraq,Middle East,Raised,Existing asylum application,4
2016-10-01,2016,4,Iraq,Middle East,Raised,Asylum application raised in quarter,24
2016-10-01,2016,4,Iraq,Middle East,Resolved,Less than 18,7
2016-10-01,2016,4,Iraq,Middle East,Resolved,18+,22
2016-10-01,2016,4,Kenya,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2016-10-01,2016,4,Kuwait,Middle East,Raised,Asylum application raised in quarter,1
2016-10-01,2016,4,Kuwait,Middle East,Resolved,18+,1
2016-10-01,2016,4,Liberia,Africa Sub-Saharan,Resolved,Less than 18,1
2016-10-01,2016,4,Libya,Africa North,Raised,Asylum application raised in quarter,2
2016-10-01,2016,4,Libya,Africa North,Resolved,18+,1
2016-10-01,2016,4,Nigeria,Africa Sub-Saharan,Raised,Asylum application raised in quarter,2
2016-10-01,2016,4,Nigeria,Africa Sub-Saharan,Resolved,18+,1
2016-10-01,2016,4,Pakistan,Asia South,Raised,Asylum application raised in quarter,2
2016-10-01,2016,4,Pakistan,Asia South,Resolved,18+,2
2016-10-01,2016,4,Somalia,Africa Sub-Saharan,Raised,Existing asylum application,1
2016-10-01,2016,4,Somalia,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2016-10-01,2016,4,Somalia,Africa Sub-Saharan,Resolved,Less than 18,2
2016-10-01,2016,4,Stateless,Other,Raised,Asylum application raised in quarter,4
2016-10-01,2016,4,Stateless,Other,Resolved,18+,4
2016-10-01,2016,4,Sudan,Africa North,Raised,Asylum application raised in quarter,21
2016-10-01,2016,4,Sudan,Africa North,Resolved,Less than 18,7
2016-10-01,2016,4,Sudan,Africa North,Resolved,18+,12
2016-10-01,2016,4,Syria,Middle East,Raised,Existing asylum application,2
2016-10-01,2016,4,Syria,Middle East,Raised,Asylum application raised in quarter,3
2016-10-01,2016,4,Syria,Middle East,Resolved,Less than 18,4
2016-10-01,2016,4,Syria,Middle East,Resolved,18+,1
2016-10-01,2016,4,Tunisia,Africa North,Raised,Asylum application raised in quarter,1
2016-10-01,2016,4,Turkey,Europe Other,Resolved,Less than 18,2
2016-10-01,2016,4,Vietnam,Asia South East,Raised,Existing asylum application,2
2016-10-01,2016,4,Vietnam,Asia South East,Raised,Asylum application raised in quarter,10
2016-10-01,2016,4,Vietnam,Asia South East,Resolved,Less than 18,3
2016-10-01,2016,4,Vietnam,Asia South East,Resolved,18+,8
2017-01-01,2017,1,Afghanistan,Asia Central,Raised,Existing asylum application,12
2017-01-01,2017,1,Afghanistan,Asia Central,Raised,Asylum application raised in quarter,24
2017-01-01,2017,1,Afghanistan,Asia Central,Resolved,Less than 18,22
2017-01-01,2017,1,Afghanistan,Asia Central,Resolved,18+,24
2017-01-01,2017,1,Albania,Europe Other,Raised,Asylum application raised in quarter,2
2017-01-01,2017,1,Albania,Europe Other,Resolved,Less than 18,2
2017-01-01,2017,1,Algeria,Africa North,Raised,Asylum application raised in quarter,1
2017-01-01,2017,1,Algeria,Africa North,Resolved,Less than 18,1
2017-01-01,2017,1,Algeria,Africa North,Resolved,18+,1
2017-01-01,2017,1,Angola,Africa Sub-Saharan,Raised,Asylum application raised in quarter,2
2017-01-01,2017,1,Angola,Africa Sub-Saharan,Resolved,Less than 18,1
2017-01-01,2017,1,Angola,Africa Sub-Saharan,Resolved,18+,2
2017-01-01,2017,1,British overseas citizens,Other,Resolved,18+,1
2017-01-01,2017,1,Cameroon,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2017-01-01,2017,1,Cameroon,Africa Sub-Saharan,Resolved,Less than 18,1
2017-01-01,2017,1,China,Asia East,Raised,Asylum application raised in quarter,3
2017-01-01,2017,1,China,Asia East,Resolved,18+,3
2017-01-01,2017,1,Congo (Democratic Republic),Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2017-01-01,2017,1,Egypt,Africa North,Raised,Existing asylum application,2
2017-01-01,2017,1,Egypt,Africa North,Raised,Asylum application raised in quarter,3
2017-01-01,2017,1,Egypt,Africa North,Resolved,18+,1
2017-01-01,2017,1,Eritrea,Africa Sub-Saharan,Raised,Existing asylum application,3
2017-01-01,2017,1,Eritrea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,14
2017-01-01,2017,1,Eritrea,Africa Sub-Saharan,Resolved,Less than 18,13
2017-01-01,2017,1,Eritrea,Africa Sub-Saharan,Resolved,18+,10
2017-01-01,2017,1,Ethiopia,Africa Sub-Saharan,Raised,Existing asylum application,1
2017-01-01,2017,1,Ethiopia,Africa Sub-Saharan,Raised,Asylum application raised in quarter,4
2017-01-01,2017,1,Ethiopia,Africa Sub-Saharan,Resolved,Less than 18,1
2017-01-01,2017,1,Ethiopia,Africa Sub-Saharan,Resolved,18+,1
2017-01-01,2017,1,Guinea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2017-01-01,2017,1,Guinea,Africa Sub-Saharan,Resolved,18+,1
2017-01-01,2017,1,India,Asia South,Resolved,18+,2
2017-01-01,2017,1,Iran,Middle East,Raised,Existing asylum application,2
2017-01-01,2017,1,Iran,Middle East,Raised,Asylum application raised in quarter,19
2017-01-01,2017,1,Iran,Middle East,Resolved,Less than 18,4
2017-01-01,2017,1,Iran,Middle East,Resolved,18+,12
2017-01-01,2017,1,Iraq,Middle East,Raised,Existing asylum application,3
2017-01-01,2017,1,Iraq,Middle East,Raised,Asylum application raised in quarter,24
2017-01-01,2017,1,Iraq,Middle East,Resolved,Less than 18,16
2017-01-01,2017,1,Iraq,Middle East,Resolved,18+,16
2017-01-01,2017,1,Malawi,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2017-01-01,2017,1,Malawi,Africa Sub-Saharan,Resolved,18+,1
2017-01-01,2017,1,Nigeria,Africa Sub-Saharan,Resolved,Less than 18,2
2017-01-01,2017,1,Nigeria,Africa Sub-Saharan,Resolved,18+,1
2017-01-01,2017,1,Pakistan,Asia South,Raised,Existing asylum application,1
2017-01-01,2017,1,Pakistan,Asia South,Raised,Asylum application raised in quarter,1
2017-01-01,2017,1,Pakistan,Asia South,Resolved,18+,3
2017-01-01,2017,1,Somalia,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2017-01-01,2017,1,Somalia,Africa Sub-Saharan,Resolved,Less than 18,2
2017-01-01,2017,1,Somalia,Africa Sub-Saharan,Resolved,18+,1
2017-01-01,2017,1,Sudan,Africa North,Raised,Existing asylum application,3
2017-01-01,2017,1,Sudan,Africa North,Raised,Asylum application raised in quarter,7
2017-01-01,2017,1,Sudan,Africa North,Resolved,Less than 18,3
2017-01-01,2017,1,Sudan,Africa North,Resolved,18+,9
2017-01-01,2017,1,Tunisia,Africa North,Resolved,18+,1
2017-01-01,2017,1,Uganda,Africa Sub-Saharan,Resolved,Less than 18,1
2017-01-01,2017,1,Vietnam,Asia South East,Raised,Asylum application raised in quarter,11
2017-01-01,2017,1,Vietnam,Asia South East,Resolved,Less than 18,3
2017-01-01,2017,1,Vietnam,Asia South East,Resolved,18+,6
2017-04-01,2017,2,Afghanistan,Asia Central,Raised,Existing asylum application,5
2017-04-01,2017,2,Afghanistan,Asia Central,Raised,Asylum application raised in quarter,28
2017-04-01,2017,2,Afghanistan,Asia Central,Resolved,Less than 18,17
2017-04-01,2017,2,Afghanistan,Asia Central,Resolved,18+,16
2017-04-01,2017,2,Albania,Europe Other,Raised,Asylum application raised in quarter,1
2017-04-01,2017,2,Albania,Europe Other,Resolved,Less than 18,2
2017-04-01,2017,2,Albania,Europe Other,Resolved,18+,4
2017-04-01,2017,2,Angola,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2017-04-01,2017,2,Angola,Africa Sub-Saharan,Resolved,Less than 18,1
2017-04-01,2017,2,Angola,Africa Sub-Saharan,Resolved,18+,1
2017-04-01,2017,2,Bangladesh,Asia South,Raised,Asylum application raised in quarter,1
2017-04-01,2017,2,Bangladesh,Asia South,Resolved,18+,1
2017-04-01,2017,2,China,Asia East,Raised,Asylum application raised in quarter,1
2017-04-01,2017,2,China,Asia East,Resolved,18+,1
2017-04-01,2017,2,Congo (Democratic Republic),Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2017-04-01,2017,2,Congo (Democratic Republic),Africa Sub-Saharan,Resolved,Less than 18,2
2017-04-01,2017,2,Egypt,Africa North,Raised,Asylum application raised in quarter,1
2017-04-01,2017,2,Egypt,Africa North,Resolved,Less than 18,2
2017-04-01,2017,2,Eritrea,Africa Sub-Saharan,Raised,Existing asylum application,1
2017-04-01,2017,2,Eritrea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,21
2017-04-01,2017,2,Eritrea,Africa Sub-Saharan,Resolved,Less than 18,13
2017-04-01,2017,2,Eritrea,Africa Sub-Saharan,Resolved,18+,14
2017-04-01,2017,2,Ethiopia,Africa Sub-Saharan,Raised,Asylum application raised in quarter,12
2017-04-01,2017,2,Ethiopia,Africa Sub-Saharan,Resolved,Less than 18,6
2017-04-01,2017,2,Ethiopia,Africa Sub-Saharan,Resolved,18+,4
2017-04-01,2017,2,Guinea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2017-04-01,2017,2,Guinea,Africa Sub-Saharan,Resolved,18+,1
2017-04-01,2017,2,India,Asia South,Raised,Asylum application raised in quarter,1
2017-04-01,2017,2,India,Asia South,Resolved,18+,1
2017-04-01,2017,2,Iran,Middle East,Raised,Existing asylum application,2
2017-04-01,2017,2,Iran,Middle East,Raised,Asylum application raised in quarter,17
2017-04-01,2017,2,Iran,Middle East,Resolved,Less than 18,10
2017-04-01,2017,2,Iran,Middle East,Resolved,18+,8
2017-04-01,2017,2,Iraq,Middle East,Raised,Existing asylum application,3
2017-04-01,2017,2,Iraq,Middle East,Raised,Asylum application raised in quarter,18
2017-04-01,2017,2,Iraq,Middle East,Resolved,Less than 18,11
2017-04-01,2017,2,Iraq,Middle East,Resolved,18+,4
2017-04-01,2017,2,Ivory Coast,Africa Sub-Saharan,Resolved,Less than 18,1
2017-04-01,2017,2,Kuwait,Middle East,Raised,Asylum application raised in quarter,1
2017-04-01,2017,2,Kuwait,Middle East,Resolved,Less than 18,1
2017-04-01,2017,2,Libya,Africa North,Raised,Asylum application raised in quarter,1
2017-04-01,2017,2,Macedonia,Europe Other,Resolved,Less than 18,1
2017-04-01,2017,2,Nigeria,Africa Sub-Saharan,Raised,Asylum application raised in quarter,2
2017-04-01,2017,2,Pakistan,Asia South,Raised,Existing asylum application,2
2017-04-01,2017,2,Pakistan,Asia South,Raised,Asylum application raised in quarter,1
2017-04-01,2017,2,Pakistan,Asia South,Resolved,18+,1
2017-04-01,2017,2,Sierra Leone,Africa Sub-Saharan,Resolved,Less than 18,1
2017-04-01,2017,2,Singapore,Asia South East,Raised,Existing asylum application,1
2017-04-01,2017,2,Somalia,Africa Sub-Saharan,Resolved,Less than 18,1
2017-04-01,2017,2,Sudan,Africa North,Raised,Asylum application raised in quarter,32
2017-04-01,2017,2,Sudan,Africa North,Resolved,Less than 18,12
2017-04-01,2017,2,Sudan,Africa North,Resolved,18+,10
2017-04-01,2017,2,Syria,Middle East,Raised,Asylum application raised in quarter,1
2017-04-01,2017,2,Vietnam,Asia South East,Raised,Existing asylum application,1
2017-04-01,2017,2,Vietnam,Asia South East,Raised,Asylum application raised in quarter,13
2017-04-01,2017,2,Vietnam,Asia South East,Resolved,Less than 18,4
2017-04-01,2017,2,Vietnam,Asia South East,Resolved,18+,11
2017-04-01,2017,2,Yemen,Middle East,Raised,Asylum application raised in quarter,1
2017-04-01,2017,2,Yemen,Middle East,Resolved,Less than 18,1
2017-07-01,2017,3,Afghanistan,Asia Central,Raised,Existing asylum application,3
2017-07-01,2017,3,Afghanistan,Asia Central,Raised,Asylum application raised in quarter,22
2017-07-01,2017,3,Afghanistan,Asia Central,Resolved,Less than 18,8
2017-07-01,2017,3,Afghanistan,Asia Central,Resolved,18+,14
2017-07-01,2017,3,Algeria,Africa North,Raised,Asylum application raised in quarter,1
2017-07-01,2017,3,Algeria,Africa North,Resolved,Less than 18,1
2017-07-01,2017,3,Angola,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2017-07-01,2017,3,Burundi,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2017-07-01,2017,3,Cameroon,Africa Sub-Saharan,Resolved,Less than 18,1
2017-07-01,2017,3,China,Asia East,Raised,Asylum application raised in quarter,2
2017-07-01,2017,3,China,Asia East,Resolved,Less than 18,3
2017-07-01,2017,3,China,Asia East,Resolved,18+,3
2017-07-01,2017,3,Congo (Democratic Republic),Africa Sub-Saharan,Raised,Existing asylum application,2
2017-07-01,2017,3,Congo (Democratic Republic),Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2017-07-01,2017,3,Congo (Democratic Republic),Africa Sub-Saharan,Resolved,18+,3
2017-07-01,2017,3,Egypt,Africa North,Resolved,18+,1
2017-07-01,2017,3,Eritrea,Africa Sub-Saharan,Raised,Existing asylum application,2
2017-07-01,2017,3,Eritrea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,27
2017-07-01,2017,3,Eritrea,Africa Sub-Saharan,Resolved,Less than 18,9
2017-07-01,2017,3,Eritrea,Africa Sub-Saharan,Resolved,18+,14
2017-07-01,2017,3,Ethiopia,Africa Sub-Saharan,Raised,Asylum application raised in quarter,11
2017-07-01,2017,3,Ethiopia,Africa Sub-Saharan,Resolved,Less than 18,5
2017-07-01,2017,3,Ethiopia,Africa Sub-Saharan,Resolved,18+,6
2017-07-01,2017,3,"Gambia, The",Africa Sub-Saharan,Raised,Existing asylum application,1
2017-07-01,2017,3,"Gambia, The",Africa Sub-Saharan,Resolved,18+,1
2017-07-01,2017,3,Guinea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,5
2017-07-01,2017,3,Guinea,Africa Sub-Saharan,Resolved,Less than 18,1
2017-07-01,2017,3,Guinea,Africa Sub-Saharan,Resolved,18+,3
2017-07-01,2017,3,India,Asia South,Raised,Existing asylum application,1
2017-07-01,2017,3,India,Asia South,Resolved,18+,1
2017-07-01,2017,3,Iran,Middle East,Raised,Existing asylum application,2
2017-07-01,2017,3,Iran,Middle East,Raised,Asylum application raised in quarter,21
2017-07-01,2017,3,Iran,Middle East,Resolved,Less than 18,9
2017-07-01,2017,3,Iran,Middle East,Resolved,18+,14
2017-07-01,2017,3,Iraq,Middle East,Raised,Existing asylum application,2
2017-07-01,2017,3,Iraq,Middle East,Raised,Asylum application raised in quarter,23
2017-07-01,2017,3,Iraq,Middle East,Resolved,Less than 18,11
2017-07-01,2017,3,Iraq,Middle East,Resolved,18+,17
2017-07-01,2017,3,Kuwait,Middle East,Raised,Asylum application raised in quarter,1
2017-07-01,2017,3,Kuwait,Middle East,Resolved,18+,1
2017-07-01,2017,3,Libya,Africa North,Raised,Asylum application raised in quarter,2
2017-07-01,2017,3,Libya,Africa North,Resolved,Less than 18,1
2017-07-01,2017,3,Libya,Africa North,Resolved,18+,1
2017-07-01,2017,3,Malawi,Africa Sub-Saharan,Raised,Existing asylum application,1
2017-07-01,2017,3,Mali,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2017-07-01,2017,3,Mali,Africa Sub-Saharan,Resolved,Less than 18,1
2017-07-01,2017,3,Morocco,Africa North,Raised,Asylum application raised in quarter,1
2017-07-01,2017,3,Morocco,Africa North,Resolved,18+,1
2017-07-01,2017,3,Nigeria,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2017-07-01,2017,3,Nigeria,Africa Sub-Saharan,Resolved,Less than 18,1
2017-07-01,2017,3,Pakistan,Asia South,Raised,Existing asylum application,2
2017-07-01,2017,3,Pakistan,Asia South,Raised,Asylum application raised in quarter,3
2017-07-01,2017,3,Pakistan,Asia South,Resolved,Less than 18,1
2017-07-01,2017,3,Pakistan,Asia South,Resolved,18+,4
2017-07-01,2017,3,Romania,EU 2,Resolved,18+,1
2017-07-01,2017,3,Somalia,Africa Sub-Saharan,Raised,Existing asylum application,1
2017-07-01,2017,3,Somalia,Africa Sub-Saharan,Raised,Asylum application raised in quarter,2
2017-07-01,2017,3,Somalia,Africa Sub-Saharan,Resolved,Less than 18,2
2017-07-01,2017,3,Somalia,Africa Sub-Saharan,Resolved,18+,1
2017-07-01,2017,3,Stateless,Other,Raised,Asylum application raised in quarter,1
2017-07-01,2017,3,Stateless,Other,Resolved,18+,1
2017-07-01,2017,3,Sudan,Africa North,Raised,Existing asylum application,2
2017-07-01,2017,3,Sudan,Africa North,Raised,Asylum application raised in quarter,26
2017-07-01,2017,3,Sudan,Africa North,Raised,Asylum application raised in quarter,1
2017-07-01,2017,3,Sudan,Africa North,Resolved,Less than 18,8
2017-07-01,2017,3,Sudan,Africa North,Resolved,18+,14
2017-07-01,2017,3,Syria,Middle East,Raised,Existing asylum application,1
2017-07-01,2017,3,Syria,Middle East,Raised,Asylum application raised in quarter,1
2017-07-01,2017,3,Syria,Middle East,Resolved,Less than 18,2
2017-07-01,2017,3,Syria,Middle East,Resolved,18+,1
2017-07-01,2017,3,Vietnam,Asia South East,Raised,Existing asylum application,2
2017-07-01,2017,3,Vietnam,Asia South East,Raised,Asylum application raised in quarter,9
2017-07-01,2017,3,Vietnam,Asia South East,Resolved,Less than 18,6
2017-07-01,2017,3,Vietnam,Asia South East,Resolved,18+,5
2017-07-01,2017,3,Western Sahara,Africa North,Raised,Asylum application raised in quarter,1
2017-07-01,2017,3,Western Sahara,Africa North,Resolved,18+,1
2017-07-01,2017,3,Yemen,Middle East,Raised,Asylum application raised in quarter,1
