Year,Nationality,Region,Support type granted,Group type,Applications
2018,Ivory Coast,Africa Sub-Saharan,Accommodation,Family,3
2018,Ivory Coast,Africa Sub-Saharan,Accommodation,Single adult,18
2018,Ivory Coast,Africa Sub-Saharan,Accommodation,Unknown,2
2018,Ivory Coast,Africa Sub-Saharan,Closed / Invalid,Single adult,1
2018,Ivory Coast,Africa Sub-Saharan,Closed / Invalid,Unknown,7
2018,Ivory Coast,Africa Sub-Saharan,Subsistence Only,Single adult,1
2018,Ivory Coast,Africa Sub-Saharan,Subsistence Only,Unknown,1
2018,Jamaica,America Central and South,Accommodation,Family,2
2018,Jamaica,America Central and South,Accommodation,Single adult,12
2018,Jamaica,America Central and South,Accommodation,Unknown,3
2018,Jamaica,America Central and South,Closed / Invalid,Single adult,1
2018,Jamaica,America Central and South,Closed / Invalid,Unknown,8
2018,Jamaica,America Central and South,Subsistence Only,Single adult,2
2018,Japan,Asia East,Accommodation,Single adult,1
2018,Jordan,Middle East,Accommodation,Family,8
2018,Jordan,Middle East,Accommodation,Single adult,2
2018,Jordan,Middle East,Closed / Invalid,Single adult,1
2018,Jordan,Middle East,Closed / Invalid,Unknown,3
2018,Jordan,Middle East,Subsistence Only,Unknown,1
2018,Kazakhstan,Asia Central,Accommodation,Family,3
2018,Kazakhstan,Asia Central,Accommodation,Single adult,3
2018,Kazakhstan,Asia Central,Accommodation,Unknown,3
2018,Kazakhstan,Asia Central,Closed / Invalid,Family,1
2018,Kazakhstan,Asia Central,Closed / Invalid,Single adult,1
2018,Kazakhstan,Asia Central,Closed / Invalid,Unknown,1
2018,Kazakhstan,Asia Central,Subsistence Only,Single adult,1
2018,Kenya,Africa Sub-Saharan,Accommodation,Family,9
2018,Kenya,Africa Sub-Saharan,Accommodation,Single adult,22
2018,Kenya,Africa Sub-Saharan,Accommodation,Unknown,9
2018,Kenya,Africa Sub-Saharan,Closed / Invalid,Single adult,2
2018,Kenya,Africa Sub-Saharan,Closed / Invalid,Unknown,16
2018,Kenya,Africa Sub-Saharan,Subsistence Only,Single adult,3
2018,Kenya,Africa Sub-Saharan,Subsistence Only,Unknown,1
2018,Korea (North),Asia East,Accommodation,Family,2
2018,Korea (North),Asia East,Closed / Invalid,Single adult,1
2018,Korea (North),Asia East,Closed / Invalid,Unknown,1
2018,Korea (North),Asia East,Subsistence Only,Single adult,1
2018,Korea (South),Asia East,Closed / Invalid,Unknown,2
2018,Kosovo,Europe Other,Accommodation,Single adult,4
2018,Kosovo,Europe Other,Subsistence Only,Single adult,1
2018,Kuwait,Middle East,Accommodation,Family,34
2018,Kuwait,Middle East,Accommodation,Single adult,53
2018,Kuwait,Middle East,Accommodation,Unknown,57
2018,Kuwait,Middle East,Closed / Invalid,Family,5
2018,Kuwait,Middle East,Closed / Invalid,Single adult,2
2018,Kuwait,Middle East,Closed / Invalid,Unknown,35
2018,Kuwait,Middle East,Subsistence Only,Family,23
2018,Kuwait,Middle East,Subsistence Only,Single adult,21
2018,Kuwait,Middle East,Subsistence Only,Unknown,7
2018,Kyrgyzstan,Asia Central,Accommodation,Family,4
2018,Kyrgyzstan,Asia Central,Accommodation,Single adult,4
2018,Kyrgyzstan,Asia Central,Subsistence Only,Unknown,1
2018,Lebanon,Middle East,Accommodation,Family,4
2018,Lebanon,Middle East,Accommodation,Single adult,3
2018,Lebanon,Middle East,Accommodation,Unknown,2
2018,Lebanon,Middle East,Closed / Invalid,Unknown,8
2018,Lebanon,Middle East,Subsistence Only,Family,1
2018,Lebanon,Middle East,Subsistence Only,Single adult,2
2018,Lebanon,Middle East,Subsistence Only,Unknown,2
2018,Liberia,Africa Sub-Saharan,Accommodation,Single adult,3
2018,Liberia,Africa Sub-Saharan,Closed / Invalid,Unknown,1
2018,Libya,Africa North,Accommodation,Family,30
2018,Libya,Africa North,Accommodation,Single adult,59
2018,Libya,Africa North,Accommodation,Unknown,23
2018,Libya,Africa North,Closed / Invalid,Family,9
2018,Libya,Africa North,Closed / Invalid,Single adult,5
2018,Libya,Africa North,Closed / Invalid,Unknown,34
2018,Libya,Africa North,Subsistence Only,Family,5
2018,Libya,Africa North,Subsistence Only,Single adult,6
2018,Libya,Africa North,Subsistence Only,Unknown,4
2018,Malawi,Africa Sub-Saharan,Accommodation,Family,5
2018,Malawi,Africa Sub-Saharan,Accommodation,Single adult,7
2018,Malawi,Africa Sub-Saharan,Accommodation,Unknown,4
2018,Malawi,Africa Sub-Saharan,Closed / Invalid,Single adult,1
2018,Malawi,Africa Sub-Saharan,Closed / Invalid,Unknown,9
2018,Malawi,Africa Sub-Saharan,Subsistence Only,Single adult,1
2018,Malawi,Africa Sub-Saharan,Subsistence Only,Unknown,2
2018,Malaysia,Asia South East,Accommodation,Family,2
2018,Malaysia,Asia South East,Accommodation,Single adult,15
2018,Malaysia,Asia South East,Accommodation,Unknown,4
2018,Malaysia,Asia South East,Closed / Invalid,Single adult,1
2018,Malaysia,Asia South East,Closed / Invalid,Unknown,9
2018,Malaysia,Asia South East,Subsistence Only,Single adult,2
2018,Maldives,Asia South,Closed / Invalid,Single adult,1
2018,Mali,Africa Sub-Saharan,Accommodation,Single adult,5
2018,Mali,Africa Sub-Saharan,Accommodation,Unknown,3
2018,Mauritania,Africa North,Accommodation,Single adult,3
2018,Mauritius,Africa Sub-Saharan,Accommodation,Family,4
2018,Mauritius,Africa Sub-Saharan,Accommodation,Single adult,8
2018,Mauritius,Africa Sub-Saharan,Accommodation,Unknown,1
2018,Mauritius,Africa Sub-Saharan,Closed / Invalid,Unknown,2
2018,Mexico,America Central and South,Accommodation,Family,1
2018,Mexico,America Central and South,Accommodation,Single adult,6
2018,Mexico,America Central and South,Closed / Invalid,Single adult,2
2018,Mexico,America Central and South,Closed / Invalid,Unknown,1
2018,Moldova,Europe Other,Accommodation,Single adult,1
2018,Mongolia,Asia East,Accommodation,Family,3
2018,Mongolia,Asia East,Accommodation,Single adult,4
2018,Mongolia,Asia East,Closed / Invalid,Single adult,1
2018,Mongolia,Asia East,Closed / Invalid,Unknown,1
2018,Mongolia,Asia East,Subsistence Only,Single adult,1
2018,Morocco,Africa North,Accommodation,Family,5
2018,Morocco,Africa North,Accommodation,Single adult,35
2018,Morocco,Africa North,Accommodation,Unknown,9
2018,Morocco,Africa North,Closed / Invalid,Family,2
2018,Morocco,Africa North,Closed / Invalid,Single adult,2
2018,Morocco,Africa North,Closed / Invalid,Unknown,14
2018,Morocco,Africa North,Subsistence Only,Family,2
2018,Morocco,Africa North,Subsistence Only,Unknown,1
2018,Mozambique,Africa Sub-Saharan,Accommodation,Family,1
2018,Mozambique,Africa Sub-Saharan,Accommodation,Single adult,1
2018,Mozambique,Africa Sub-Saharan,Accommodation,Unknown,1
2018,Mozambique,Africa Sub-Saharan,Closed / Invalid,Single adult,1
2018,Mozambique,Africa Sub-Saharan,Closed / Invalid,Unknown,1
2018,Namibia,Africa Sub-Saharan,Accommodation,Family,30
2018,Namibia,Africa Sub-Saharan,Accommodation,Single adult,103
2018,Namibia,Africa Sub-Saharan,Accommodation,Unknown,17
2018,Namibia,Africa Sub-Saharan,Closed / Invalid,Single adult,2
2018,Namibia,Africa Sub-Saharan,Closed / Invalid,Unknown,24
2018,Namibia,Africa Sub-Saharan,Subsistence Only,Single adult,1
2018,Nepal,Asia South,Accommodation,Family,5
2018,Nepal,Asia South,Accommodation,Single adult,5
2018,Nepal,Asia South,Accommodation,Unknown,1
2018,Nepal,Asia South,Closed / Invalid,Unknown,5
2018,Netherlands,EU 14,Closed / Invalid,Unknown,1
2018,Nicaragua,America Central and South,Accommodation,Family,3
2018,Nicaragua,America Central and South,Accommodation,Single adult,3
2018,Niger,Africa Sub-Saharan,Accommodation,Single adult,1
2018,Niger,Africa Sub-Saharan,Closed / Invalid,Unknown,1
2018,Nigeria,Africa Sub-Saharan,Accommodation,Family,144
2018,Nigeria,Africa Sub-Saharan,Accommodation,Single adult,87
2018,Nigeria,Africa Sub-Saharan,Accommodation,Unknown,37
2018,Nigeria,Africa Sub-Saharan,Closed / Invalid,Family,8
2018,Nigeria,Africa Sub-Saharan,Closed / Invalid,Single adult,12
2018,Nigeria,Africa Sub-Saharan,Closed / Invalid,Unknown,71
2018,Nigeria,Africa Sub-Saharan,Subsistence Only,Family,4
2018,Nigeria,Africa Sub-Saharan,Subsistence Only,Single adult,10
2018,Nigeria,Africa Sub-Saharan,Subsistence Only,Unknown,1
2018,Occupied Palestinian Territories,Middle East,Accommodation,Family,9
2018,Occupied Palestinian Territories,Middle East,Accommodation,Single adult,43
2018,Occupied Palestinian Territories,Middle East,Accommodation,Unknown,7
2018,Occupied Palestinian Territories,Middle East,Closed / Invalid,Single adult,8
2018,Occupied Palestinian Territories,Middle East,Closed / Invalid,Unknown,26
2018,Occupied Palestinian Territories,Middle East,Subsistence Only,Family,1
2018,Occupied Palestinian Territories,Middle East,Subsistence Only,Single adult,11
2018,Occupied Palestinian Territories,Middle East,Subsistence Only,Unknown,3
2018,Oman,Middle East,Accommodation,Single adult,4
2018,Oman,Middle East,Closed / Invalid,Unknown,2
2018,Oman,Middle East,Subsistence Only,Family,1
2018,Other and unknown,Other,Accommodation,Family,207
2018,Other and unknown,Other,Accommodation,Single adult,723
2018,Other and unknown,Other,Accommodation,Unknown,212
2018,Other and unknown,Other,Closed / Invalid,Family,31
2018,Other and unknown,Other,Closed / Invalid,Single adult,82
2018,Other and unknown,Other,Closed / Invalid,Unknown,364
2018,Other and unknown,Other,Subsistence Only,Family,42
2018,Other and unknown,Other,Subsistence Only,Single adult,96
2018,Other and unknown,Other,Subsistence Only,Unknown,23
2018,Pakistan,Asia South,Accommodation,Family,104
2018,Pakistan,Asia South,Accommodation,Single adult,143
2018,Pakistan,Asia South,Accommodation,Unknown,74
2018,Pakistan,Asia South,Closed / Invalid,Family,17
2018,Pakistan,Asia South,Closed / Invalid,Single adult,46
2018,Pakistan,Asia South,Closed / Invalid,Unknown,161
2018,Pakistan,Asia South,Subsistence Only,Family,14
2018,Pakistan,Asia South,Subsistence Only,Single adult,24
2018,Pakistan,Asia South,Subsistence Only,Unknown,7
2018,Peru,America Central and South,Closed / Invalid,Unknown,1
2018,Philippines,Asia South East,Accommodation,Family,6
2018,Philippines,Asia South East,Accommodation,Single adult,2
2018,Philippines,Asia South East,Closed / Invalid,Single adult,1
2018,Philippines,Asia South East,Closed / Invalid,Unknown,5
2018,Philippines,Asia South East,Subsistence Only,Family,1
2018,Philippines,Asia South East,Subsistence Only,Single adult,2
2018,Refugee,Other,Accommodation,Family,12
2018,Refugee,Other,Accommodation,Single adult,20
2018,Refugee,Other,Closed / Invalid,Family,1
2018,Refugee,Other,Closed / Invalid,Unknown,1
2018,Refugee,Other,Subsistence Only,Family,7
2018,Refugee,Other,Subsistence Only,Single adult,8
2018,Russia,Europe Other,Accommodation,Family,21
2018,Russia,Europe Other,Accommodation,Single adult,47
2018,Russia,Europe Other,Accommodation,Unknown,20
2018,Russia,Europe Other,Closed / Invalid,Family,2
2018,Russia,Europe Other,Closed / Invalid,Single adult,6
2018,Russia,Europe Other,Closed / Invalid,Unknown,14
2018,Russia,Europe Other,Subsistence Only,Family,1
2018,Rwanda,Africa Sub-Saharan,Accommodation,Family,2
2018,Rwanda,Africa Sub-Saharan,Accommodation,Single adult,11
2018,Rwanda,Africa Sub-Saharan,Accommodation,Unknown,4
2018,Rwanda,Africa Sub-Saharan,Closed / Invalid,Single adult,2
2018,Rwanda,Africa Sub-Saharan,Closed / Invalid,Unknown,4
2018,Saudi Arabia,Middle East,Accommodation,Family,6
2018,Saudi Arabia,Middle East,Accommodation,Single adult,25
2018,Saudi Arabia,Middle East,Accommodation,Unknown,1
2018,Saudi Arabia,Middle East,Closed / Invalid,Unknown,7
2018,Saudi Arabia,Middle East,Subsistence Only,Single adult,1
2018,Senegal,Africa Sub-Saharan,Accommodation,Family,2
2018,Senegal,Africa Sub-Saharan,Accommodation,Single adult,8
2018,Senegal,Africa Sub-Saharan,Closed / Invalid,Single adult,1
2018,Senegal,Africa Sub-Saharan,Closed / Invalid,Unknown,6
2018,Senegal,Africa Sub-Saharan,Subsistence Only,Unknown,1
2018,Sierra Leone,Africa Sub-Saharan,Accommodation,Family,7
2018,Sierra Leone,Africa Sub-Saharan,Accommodation,Single adult,30
2018,Sierra Leone,Africa Sub-Saharan,Accommodation,Unknown,4
2018,Sierra Leone,Africa Sub-Saharan,Closed / Invalid,Family,1
2018,Sierra Leone,Africa Sub-Saharan,Closed / Invalid,Single adult,4
2018,Sierra Leone,Africa Sub-Saharan,Closed / Invalid,Unknown,12
2018,Sierra Leone,Africa Sub-Saharan,Subsistence Only,Family,1
2018,Singapore,Asia South East,Accommodation,Single adult,1
2018,Somalia,Africa Sub-Saharan,Accommodation,Family,13
2018,Somalia,Africa Sub-Saharan,Accommodation,Single adult,101
2018,Somalia,Africa Sub-Saharan,Accommodation,Unknown,33
2018,Somalia,Africa Sub-Saharan,Closed / Invalid,Family,2
2018,Somalia,Africa Sub-Saharan,Closed / Invalid,Single adult,4
2018,Somalia,Africa Sub-Saharan,Closed / Invalid,Unknown,39
2018,Somalia,Africa Sub-Saharan,Subsistence Only,Family,2
2018,Somalia,Africa Sub-Saharan,Subsistence Only,Single adult,21
2018,Somalia,Africa Sub-Saharan,Subsistence Only,Unknown,6
2018,South Africa,Africa Sub-Saharan,Accommodation,Family,8
2018,South Africa,Africa Sub-Saharan,Accommodation,Single adult,12
2018,South Africa,Africa Sub-Saharan,Accommodation,Unknown,7
2018,South Africa,Africa Sub-Saharan,Closed / Invalid,Family,1
2018,South Africa,Africa Sub-Saharan,Closed / Invalid,Unknown,11
2018,South Africa,Africa Sub-Saharan,Subsistence Only,Single adult,1
2018,South Africa,Africa Sub-Saharan,Subsistence Only,Unknown,1
2018,Sri Lanka,Asia South,Accommodation,Family,22
2018,Sri Lanka,Asia South,Accommodation,Single adult,28
2018,Sri Lanka,Asia South,Accommodation,Unknown,10
2018,Sri Lanka,Asia South,Closed / Invalid,Family,2
2018,Sri Lanka,Asia South,Closed / Invalid,Single adult,8
2018,Sri Lanka,Asia South,Closed / Invalid,Unknown,40
2018,Sri Lanka,Asia South,Subsistence Only,Family,3
2018,Sri Lanka,Asia South,Subsistence Only,Single adult,21
2018,Sri Lanka,Asia South,Subsistence Only,Unknown,5
2018,St. Kitts and Nevis,America Central and South,Accommodation,Single adult,4
2018,St. Lucia,America Central and South,Accommodation,Family,3
2018,St. Lucia,America Central and South,Accommodation,Single adult,5
2018,St. Lucia,America Central and South,Accommodation,Unknown,4
2018,St. Lucia,America Central and South,Subsistence Only,Single adult,1
2018,St. Vincent and the Grenadines,America Central and South,Accommodation,Single adult,7
2018,St. Vincent and the Grenadines,America Central and South,Accommodation,Unknown,2
2018,St. Vincent and the Grenadines,America Central and South,Closed / Invalid,Unknown,4
2018,St. Vincent and the Grenadines,America Central and South,Subsistence Only,Unknown,1
2018,Stateless,Other,Accommodation,Family,49
2018,Stateless,Other,Accommodation,Single adult,118
2018,Stateless,Other,Closed / Invalid,Family,3
2018,Stateless,Other,Closed / Invalid,Single adult,4
2018,Stateless,Other,Closed / Invalid,Unknown,20
2018,Stateless,Other,Subsistence Only,Family,11
2018,Stateless,Other,Subsistence Only,Single adult,26
2018,Sudan,Africa North,Accommodation,Family,45
2018,Sudan,Africa North,Accommodation,Single adult,908
2018,Sudan,Africa North,Accommodation,Unknown,197
2018,Sudan,Africa North,Closed / Invalid,Family,1
2018,Sudan,Africa North,Closed / Invalid,Single adult,6
2018,Sudan,Africa North,Closed / Invalid,Unknown,41
2018,Sudan,Africa North,Subsistence Only,Single adult,4
2018,Sudan,Africa North,Subsistence Only,Unknown,1
2018,Sudan (South),Africa Sub-Saharan,Accommodation,Family,1
2018,Sudan (South),Africa Sub-Saharan,Accommodation,Single adult,8
2018,Sudan (South),Africa Sub-Saharan,Accommodation,Unknown,1
2018,Swaziland,Africa Sub-Saharan,Accommodation,Single adult,1
2018,Syria,Middle East,Accommodation,Family,43
2018,Syria,Middle East,Accommodation,Single adult,219
2018,Syria,Middle East,Accommodation,Unknown,41
2018,Syria,Middle East,Closed / Invalid,Family,1
2018,Syria,Middle East,Closed / Invalid,Single adult,11
2018,Syria,Middle East,Closed / Invalid,Unknown,36
2018,Syria,Middle East,Subsistence Only,Family,4
2018,Syria,Middle East,Subsistence Only,Single adult,19
2018,Syria,Middle East,Subsistence Only,Unknown,3
2018,Taiwan,Asia East,Accommodation,Family,1
2018,Tajikistan,Asia Central,Accommodation,Single adult,2
2018,Tanzania,Africa Sub-Saharan,Accommodation,Family,4
2018,Tanzania,Africa Sub-Saharan,Accommodation,Single adult,15
2018,Tanzania,Africa Sub-Saharan,Accommodation,Unknown,6
2018,Tanzania,Africa Sub-Saharan,Closed / Invalid,Unknown,4
2018,Tanzania,Africa Sub-Saharan,Subsistence Only,Single adult,1
2018,Thailand,Asia South East,Accommodation,Family,4
2018,Thailand,Asia South East,Accommodation,Single adult,1
2018,Thailand,Asia South East,Accommodation,Unknown,1
2018,Thailand,Asia South East,Closed / Invalid,Family,1
2018,Thailand,Asia South East,Closed / Invalid,Unknown,3
2018,Togo,Africa Sub-Saharan,Accommodation,Single adult,8
2018,Togo,Africa Sub-Saharan,Accommodation,Unknown,1
2018,Togo,Africa Sub-Saharan,Closed / Invalid,Single adult,1
2018,Togo,Africa Sub-Saharan,Closed / Invalid,Unknown,1
2018,Trinidad and Tobago,America Central and South,Accommodation,Family,3
2018,Trinidad and Tobago,America Central and South,Accommodation,Single adult,9
2018,Trinidad And Tobago,America Central and South,Accommodation,Unknown,3
2018,Trinidad and Tobago,America Central and South,Closed / Invalid,Family,1
2018,Trinidad and Tobago,America Central and South,Closed / Invalid,Unknown,9
2018,Trinidad and Tobago,America Central and South,Subsistence Only,Family,3
2018,Trinidad and Tobago,America Central and South,Subsistence Only,Single adult,1
2018,Tunisia,Africa North,Accommodation,Family,2
2018,Tunisia,Africa North,Accommodation,Single adult,12
2018,Tunisia,Africa North,Accommodation,Unknown,2
2018,Tunisia,Africa North,Closed / Invalid,Unknown,9
2018,Turkey,Europe Other,Accommodation,Family,47
2018,Turkey,Europe Other,Accommodation,Single adult,53
2018,Turkey,Europe Other,Accommodation,Unknown,10
2018,Turkey,Europe Other,Closed / Invalid,Family,5
2018,Turkey,Europe Other,Closed / Invalid,Single adult,13
2018,Turkey,Europe Other,Closed / Invalid,Unknown,67
2018,Turkey,Europe Other,Subsistence Only,Family,9
2018,Turkey,Europe Other,Subsistence Only,Single adult,36
2018,Turkey,Europe Other,Subsistence Only,Unknown,10
