Date,Year,Quarter,Nationality,Region,Sex,Age,Visas granted
2017-10-01,2017,4,Eritrea,Africa Sub-Saharan,Female,30-49,24
2017-10-01,2017,4,Eritrea,Africa Sub-Saharan,Female,Under 18,47
2017-10-01,2017,4,Eritrea,Africa Sub-Saharan,Male,18-29,15
2017-10-01,2017,4,Eritrea,Africa Sub-Saharan,Male,30-49,37
2017-10-01,2017,4,Eritrea,Africa Sub-Saharan,Male,50-69,2
2017-10-01,2017,4,Eritrea,Africa Sub-Saharan,Male,Under 18,38
2017-10-01,2017,4,Ethiopia,Africa Sub-Saharan,Female,18-29,17
2017-10-01,2017,4,Ethiopia,Africa Sub-Saharan,Female,30-49,9
2017-10-01,2017,4,Ethiopia,Africa Sub-Saharan,Female,Under 18,9
2017-10-01,2017,4,Ethiopia,Africa Sub-Saharan,Male,18-29,1
2017-10-01,2017,4,Ethiopia,Africa Sub-Saharan,Male,30-49,7
2017-10-01,2017,4,Ethiopia,Africa Sub-Saharan,Male,Under 18,11
2017-10-01,2017,4,"Gambia, The",Africa Sub-Saharan,Female,18-29,1
2017-10-01,2017,4,"Gambia, The",Africa Sub-Saharan,Female,30-49,2
2017-10-01,2017,4,"Gambia, The",Africa Sub-Saharan,Female,Under 18,8
2017-10-01,2017,4,"Gambia, The",Africa Sub-Saharan,Male,50-69,1
2017-10-01,2017,4,"Gambia, The",Africa Sub-Saharan,Male,Under 18,8
2017-10-01,2017,4,Ghana,Africa Sub-Saharan,Female,Under 18,1
2017-10-01,2017,4,Ghana,Africa Sub-Saharan,Male,Under 18,1
2017-10-01,2017,4,Guinea,Africa Sub-Saharan,Female,18-29,2
2017-10-01,2017,4,Guinea,Africa Sub-Saharan,Female,Under 18,1
2017-10-01,2017,4,India,Asia South,Female,Under 18,1
2017-10-01,2017,4,Iran,Middle East,Female,18-29,20
2017-10-01,2017,4,Iran,Middle East,Female,30-49,66
2017-10-01,2017,4,Iran,Middle East,Female,50-69,6
2017-10-01,2017,4,Iran,Middle East,Female,Under 18,62
2017-10-01,2017,4,Iran,Middle East,Male,18-29,1
2017-10-01,2017,4,Iran,Middle East,Male,30-49,14
2017-10-01,2017,4,Iran,Middle East,Male,50-69,11
2017-10-01,2017,4,Iran,Middle East,Male,Under 18,63
2017-10-01,2017,4,Iraq,Middle East,Female,18-29,4
2017-10-01,2017,4,Iraq,Middle East,Female,30-49,5
2017-10-01,2017,4,Iraq,Middle East,Female,Under 18,5
2017-10-01,2017,4,Iraq,Middle East,Male,18-29,1
2017-10-01,2017,4,Iraq,Middle East,Male,30-49,1
2017-10-01,2017,4,Iraq,Middle East,Male,50-69,1
2017-10-01,2017,4,Iraq,Middle East,Male,Under 18,10
2017-10-01,2017,4,Ivory Coast,Africa Sub-Saharan,Female,30-49,1
2017-10-01,2017,4,Ivory Coast,Africa Sub-Saharan,Female,Under 18,1
2017-10-01,2017,4,Jamaica,America Central and South,Female,Under 18,1
2017-10-01,2017,4,Kuwait,Middle East,Female,18-29,1
2017-10-01,2017,4,Lebanon,Middle East,Male,30-49,1
2017-10-01,2017,4,Libya,Africa North,Female,18-29,1
2017-10-01,2017,4,Libya,Africa North,Female,30-49,1
2017-10-01,2017,4,Libya,Africa North,Female,Under 18,3
2017-10-01,2017,4,Mali,Africa Sub-Saharan,Female,Under 18,1
2017-10-01,2017,4,Mali,Africa Sub-Saharan,Male,Under 18,2
2017-10-01,2017,4,Nepal,Asia South,Female,Under 18,1
2017-10-01,2017,4,Nigeria,Africa Sub-Saharan,Female,Under 18,2
2017-10-01,2017,4,Other and unknown,Other,Female,18-29,2
2017-10-01,2017,4,Other and unknown,Other,Female,30-49,2
2017-10-01,2017,4,Other and unknown,Other,Female,50-69,1
2017-10-01,2017,4,Other and unknown,Other,Male,30-49,1
2017-10-01,2017,4,Other and unknown,Other,Male,50-69,1
2017-10-01,2017,4,Other and unknown,Other,Male,Under 18,4
2017-10-01,2017,4,Pakistan,Asia South,Female,30-49,11
2017-10-01,2017,4,Pakistan,Asia South,Female,50-69,1
2017-10-01,2017,4,Pakistan,Asia South,Female,70+,1
2017-10-01,2017,4,Pakistan,Asia South,Female,Under 18,9
2017-10-01,2017,4,Pakistan,Asia South,Male,30-49,2
2017-10-01,2017,4,Pakistan,Asia South,Male,50-69,2
2017-10-01,2017,4,Pakistan,Asia South,Male,70+,1
2017-10-01,2017,4,Pakistan,Asia South,Male,Under 18,20
2017-10-01,2017,4,Rwanda,Africa Sub-Saharan,Male,Under 18,3
2017-10-01,2017,4,Sierra Leone,Africa Sub-Saharan,Female,Under 18,2
2017-10-01,2017,4,Somalia,Africa Sub-Saharan,Female,18-29,7
2017-10-01,2017,4,Somalia,Africa Sub-Saharan,Female,30-49,1
2017-10-01,2017,4,Somalia,Africa Sub-Saharan,Female,50-69,1
2017-10-01,2017,4,Somalia,Africa Sub-Saharan,Female,Under 18,20
2017-10-01,2017,4,Somalia,Africa Sub-Saharan,Male,18-29,1
2017-10-01,2017,4,Somalia,Africa Sub-Saharan,Male,30-49,7
2017-10-01,2017,4,Somalia,Africa Sub-Saharan,Male,50-69,1
2017-10-01,2017,4,Somalia,Africa Sub-Saharan,Male,Under 18,19
2017-10-01,2017,4,Sri Lanka,Asia South,Female,18-29,8
2017-10-01,2017,4,Sri Lanka,Asia South,Female,30-49,23
2017-10-01,2017,4,Sri Lanka,Asia South,Female,50-69,2
2017-10-01,2017,4,Sri Lanka,Asia South,Female,Under 18,22
2017-10-01,2017,4,Sri Lanka,Asia South,Male,18-29,1
2017-10-01,2017,4,Sri Lanka,Asia South,Male,30-49,1
2017-10-01,2017,4,Sri Lanka,Asia South,Male,Under 18,29
2017-10-01,2017,4,Stateless,Other,Female,18-29,3
2017-10-01,2017,4,Stateless,Other,Female,30-49,5
2017-10-01,2017,4,Stateless,Other,Female,50-69,1
2017-10-01,2017,4,Stateless,Other,Female,Under 18,19
2017-10-01,2017,4,Stateless,Other,Male,Under 18,23
2017-10-01,2017,4,Sudan,Africa North,Female,18-29,86
2017-10-01,2017,4,Sudan,Africa North,Female,30-49,19
2017-10-01,2017,4,Sudan,Africa North,Female,Under 18,22
2017-10-01,2017,4,Sudan,Africa North,Male,30-49,5
2017-10-01,2017,4,Sudan,Africa North,Male,50-69,2
2017-10-01,2017,4,Sudan,Africa North,Male,Under 18,34
2017-10-01,2017,4,Sudan (South),Africa Sub-Saharan,Female,18-29,1
2017-10-01,2017,4,Sudan (South),Africa Sub-Saharan,Female,30-49,1
2017-10-01,2017,4,Sudan (South),Africa Sub-Saharan,Female,Under 18,4
2017-10-01,2017,4,Sudan (South),Africa Sub-Saharan,Male,Under 18,1
2017-10-01,2017,4,Syria,Middle East,Female,18-29,50
2017-10-01,2017,4,Syria,Middle East,Female,30-49,18
2017-10-01,2017,4,Syria,Middle East,Female,50-69,4
2017-10-01,2017,4,Syria,Middle East,Female,Under 18,34
2017-10-01,2017,4,Syria,Middle East,Male,18-29,3
2017-10-01,2017,4,Syria,Middle East,Male,30-49,5
2017-10-01,2017,4,Syria,Middle East,Male,50-69,1
2017-10-01,2017,4,Syria,Middle East,Male,Under 18,45
2017-10-01,2017,4,Turkey,Europe Other,Female,30-49,1
2017-10-01,2017,4,Turkey,Europe Other,Female,50-69,1
2017-10-01,2017,4,Turkey,Europe Other,Female,Under 18,3
2017-10-01,2017,4,Turkey,Europe Other,Male,Under 18,3
2017-10-01,2017,4,Uganda,Africa Sub-Saharan,Female,30-49,1
2017-10-01,2017,4,Uganda,Africa Sub-Saharan,Female,Under 18,18
2017-10-01,2017,4,Uganda,Africa Sub-Saharan,Male,30-49,1
2017-10-01,2017,4,Uganda,Africa Sub-Saharan,Male,50-69,1
2017-10-01,2017,4,Uganda,Africa Sub-Saharan,Male,Under 18,10
2017-10-01,2017,4,Ukraine,Europe Other,Female,30-49,1
2017-10-01,2017,4,Ukraine,Europe Other,Male,Under 18,1
2017-10-01,2017,4,Vietnam,Asia South East,Female,Under 18,1
2017-10-01,2017,4,Vietnam,Asia South East,Male,30-49,1
2017-10-01,2017,4,Vietnam,Asia South East,Male,Under 18,1
2017-10-01,2017,4,Yemen,Middle East,Female,18-29,2
2017-10-01,2017,4,Yemen,Middle East,Female,30-49,3
2017-10-01,2017,4,Yemen,Middle East,Female,Under 18,1
2017-10-01,2017,4,Yemen,Middle East,Male,Under 18,4
2017-10-01,2017,4,Zimbabwe,Africa Sub-Saharan,Female,30-49,1
2017-10-01,2017,4,Zimbabwe,Africa Sub-Saharan,Female,Under 18,4
2017-10-01,2017,4,Zimbabwe,Africa Sub-Saharan,Male,18-29,1
2017-10-01,2017,4,Zimbabwe,Africa Sub-Saharan,Male,30-49,1
2017-10-01,2017,4,Zimbabwe,Africa Sub-Saharan,Male,Under 18,9
2018-01-01,2018,1,Afghanistan,Asia Central,Female,18-29,8
2018-01-01,2018,1,Afghanistan,Asia Central,Female,30-49,4
2018-01-01,2018,1,Afghanistan,Asia Central,Female,50-69,1
2018-01-01,2018,1,Afghanistan,Asia Central,Female,Under 18,15
2018-01-01,2018,1,Afghanistan,Asia Central,Male,18-29,1
2018-01-01,2018,1,Afghanistan,Asia Central,Male,Under 18,9
2018-01-01,2018,1,Bangladesh,Asia South,Female,30-49,1
2018-01-01,2018,1,Bangladesh,Asia South,Female,Under 18,1
2018-01-01,2018,1,Bangladesh,Asia South,Male,Under 18,1
2018-01-01,2018,1,Bolivia,America Central and South,Female,Under 18,1
2018-01-01,2018,1,Burkina,Africa Sub-Saharan,Male,18-29,1
2018-01-01,2018,1,Burma,Asia South East,Female,30-49,1
2018-01-01,2018,1,Burma,Asia South East,Male,Under 18,2
2018-01-01,2018,1,Burundi,Africa Sub-Saharan,Female,Under 18,3
2018-01-01,2018,1,Burundi,Africa Sub-Saharan,Male,30-49,1
2018-01-01,2018,1,Burundi,Africa Sub-Saharan,Male,Under 18,1
2018-01-01,2018,1,Cameroon,Africa Sub-Saharan,Female,Under 18,3
2018-01-01,2018,1,Cameroon,Africa Sub-Saharan,Male,Under 18,1
2018-01-01,2018,1,China,Asia East,Male,Under 18,2
2018-01-01,2018,1,Congo,Africa Sub-Saharan,Female,18-29,2
2018-01-01,2018,1,Congo,Africa Sub-Saharan,Female,30-49,1
2018-01-01,2018,1,Congo,Africa Sub-Saharan,Female,50-69,1
2018-01-01,2018,1,Congo,Africa Sub-Saharan,Female,Under 18,5
2018-01-01,2018,1,Congo,Africa Sub-Saharan,Male,Under 18,2
2018-01-01,2018,1,Congo (Democratic Republic),Africa Sub-Saharan,Female,18-29,4
2018-01-01,2018,1,Congo (Democratic Republic),Africa Sub-Saharan,Female,30-49,3
2018-01-01,2018,1,Congo (Democratic Republic),Africa Sub-Saharan,Female,Under 18,7
2018-01-01,2018,1,Congo (Democratic Republic),Africa Sub-Saharan,Male,18-29,1
2018-01-01,2018,1,Congo (Democratic Republic),Africa Sub-Saharan,Male,30-49,1
2018-01-01,2018,1,Congo (Democratic Republic),Africa Sub-Saharan,Male,Under 18,14
2018-01-01,2018,1,Egypt,Africa North,Female,18-29,1
2018-01-01,2018,1,Egypt,Africa North,Female,30-49,5
2018-01-01,2018,1,Egypt,Africa North,Female,Under 18,7
2018-01-01,2018,1,Egypt,Africa North,Male,30-49,1
2018-01-01,2018,1,Egypt,Africa North,Male,50-69,1
2018-01-01,2018,1,Egypt,Africa North,Male,Under 18,6
2018-01-01,2018,1,Eritrea,Africa Sub-Saharan,Female,18-29,254
2018-01-01,2018,1,Eritrea,Africa Sub-Saharan,Female,30-49,39
2018-01-01,2018,1,Eritrea,Africa Sub-Saharan,Female,Under 18,63
2018-01-01,2018,1,Eritrea,Africa Sub-Saharan,Male,18-29,24
2018-01-01,2018,1,Eritrea,Africa Sub-Saharan,Male,30-49,54
2018-01-01,2018,1,Eritrea,Africa Sub-Saharan,Male,50-69,2
2018-01-01,2018,1,Eritrea,Africa Sub-Saharan,Male,Under 18,51
2018-01-01,2018,1,Ethiopia,Africa Sub-Saharan,Female,18-29,38
2018-01-01,2018,1,Ethiopia,Africa Sub-Saharan,Female,30-49,12
2018-01-01,2018,1,Ethiopia,Africa Sub-Saharan,Female,Under 18,12
2018-01-01,2018,1,Ethiopia,Africa Sub-Saharan,Male,18-29,3
2018-01-01,2018,1,Ethiopia,Africa Sub-Saharan,Male,30-49,6
2018-01-01,2018,1,Ethiopia,Africa Sub-Saharan,Male,Under 18,18
2018-01-01,2018,1,"Gambia, The",Africa Sub-Saharan,Female,18-29,2
2018-01-01,2018,1,"Gambia, The",Africa Sub-Saharan,Female,Under 18,2
2018-01-01,2018,1,"Gambia, The",Africa Sub-Saharan,Male,18-29,2
2018-01-01,2018,1,"Gambia, The",Africa Sub-Saharan,Male,Under 18,3
2018-01-01,2018,1,Georgia,Europe Other,Female,18-29,1
2018-01-01,2018,1,Georgia,Europe Other,Female,Under 18,3
2018-01-01,2018,1,Ghana,Africa Sub-Saharan,Female,Under 18,1
2018-01-01,2018,1,Ghana,Africa Sub-Saharan,Male,Under 18,2
2018-01-01,2018,1,Guinea,Africa Sub-Saharan,Female,30-49,1
2018-01-01,2018,1,Guinea,Africa Sub-Saharan,Female,Under 18,1
2018-01-01,2018,1,India,Asia South,Female,Under 18,1
2018-01-01,2018,1,India,Asia South,Male,18-29,1
2018-01-01,2018,1,India,Asia South,Male,Under 18,1
2018-01-01,2018,1,Iran,Middle East,Female,18-29,19
2018-01-01,2018,1,Iran,Middle East,Female,30-49,74
2018-01-01,2018,1,Iran,Middle East,Female,50-69,2
2018-01-01,2018,1,Iran,Middle East,Female,Under 18,50
2018-01-01,2018,1,Iran,Middle East,Male,18-29,2
2018-01-01,2018,1,Iran,Middle East,Male,30-49,9
2018-01-01,2018,1,Iran,Middle East,Male,50-69,9
2018-01-01,2018,1,Iran,Middle East,Male,Under 18,59
2018-01-01,2018,1,Iraq,Middle East,Female,18-29,1
2018-01-01,2018,1,Iraq,Middle East,Female,30-49,5
2018-01-01,2018,1,Iraq,Middle East,Female,50-69,1
2018-01-01,2018,1,Iraq,Middle East,Female,Under 18,9
2018-01-01,2018,1,Iraq,Middle East,Male,30-49,2
2018-01-01,2018,1,Iraq,Middle East,Male,50-69,1
2018-01-01,2018,1,Iraq,Middle East,Male,Under 18,7
2018-01-01,2018,1,Ivory Coast,Africa Sub-Saharan,Female,30-49,1
2018-01-01,2018,1,Ivory Coast,Africa Sub-Saharan,Female,Under 18,4
2018-01-01,2018,1,Ivory Coast,Africa Sub-Saharan,Male,Under 18,3
2018-01-01,2018,1,Kenya,Africa Sub-Saharan,Female,30-49,1
2018-01-01,2018,1,Kenya,Africa Sub-Saharan,Male,18-29,1
2018-01-01,2018,1,Kenya,Africa Sub-Saharan,Male,Under 18,5
2018-01-01,2018,1,Lebanon,Middle East,Male,30-49,1
2018-01-01,2018,1,Mali,Africa Sub-Saharan,Male,18-29,2
2018-01-01,2018,1,Mali,Africa Sub-Saharan,Male,Under 18,1
2018-01-01,2018,1,Morocco,Africa North,Male,Under 18,1
2018-01-01,2018,1,Occupied Palestinian Territories,Middle East,Female,30-49,2
2018-01-01,2018,1,Occupied Palestinian Territories,Middle East,Female,50-69,1
2018-01-01,2018,1,Occupied Palestinian Territories,Middle East,Female,Under 18,3
2018-01-01,2018,1,Occupied Palestinian Territories,Middle East,Male,Under 18,1
2018-01-01,2018,1,Other and unknown,Other,Female,30-49,1
2018-01-01,2018,1,Other and unknown,Other,Female,Under 18,3
2018-01-01,2018,1,Pakistan,Asia South,Female,18-29,7
2018-01-01,2018,1,Pakistan,Asia South,Female,30-49,15
2018-01-01,2018,1,Pakistan,Asia South,Female,50-69,3
2018-01-01,2018,1,Pakistan,Asia South,Female,70+,2
2018-01-01,2018,1,Pakistan,Asia South,Female,Under 18,20
2018-01-01,2018,1,Pakistan,Asia South,Male,18-29,5
2018-01-01,2018,1,Pakistan,Asia South,Male,50-69,1
2018-01-01,2018,1,Pakistan,Asia South,Male,Under 18,26
2018-01-01,2018,1,Refugee,Other,Female,18-29,2
2018-01-01,2018,1,Refugee,Other,Female,Under 18,3
2018-01-01,2018,1,Refugee,Other,Male,30-49,1
2018-01-01,2018,1,Refugee,Other,Male,Under 18,2
2018-01-01,2018,1,Saudi Arabia,Middle East,Female,30-49,2
2018-01-01,2018,1,Saudi Arabia,Middle East,Female,50-69,1
2018-01-01,2018,1,Saudi Arabia,Middle East,Male,Under 18,4
2018-01-01,2018,1,Senegal,Africa Sub-Saharan,Female,30-49,1
2018-01-01,2018,1,Senegal,Africa Sub-Saharan,Female,Under 18,2
2018-01-01,2018,1,Sierra Leone,Africa Sub-Saharan,Female,30-49,1
2018-01-01,2018,1,Somalia,Africa Sub-Saharan,Female,18-29,8
2018-01-01,2018,1,Somalia,Africa Sub-Saharan,Female,30-49,8
2018-01-01,2018,1,Somalia,Africa Sub-Saharan,Female,50-69,1
2018-01-01,2018,1,Somalia,Africa Sub-Saharan,Female,Under 18,13
2018-01-01,2018,1,Somalia,Africa Sub-Saharan,Male,18-29,5
2018-01-01,2018,1,Somalia,Africa Sub-Saharan,Male,30-49,4
2018-01-01,2018,1,Somalia,Africa Sub-Saharan,Male,50-69,2
2018-01-01,2018,1,Somalia,Africa Sub-Saharan,Male,70+,1
2018-01-01,2018,1,Somalia,Africa Sub-Saharan,Male,Under 18,24
2018-01-01,2018,1,Sri Lanka,Asia South,Female,18-29,5
2018-01-01,2018,1,Sri Lanka,Asia South,Female,30-49,10
2018-01-01,2018,1,Sri Lanka,Asia South,Female,Under 18,10
2018-01-01,2018,1,Sri Lanka,Asia South,Male,18-29,1
2018-01-01,2018,1,Sri Lanka,Asia South,Male,50-69,2
2018-01-01,2018,1,Sri Lanka,Asia South,Male,Under 18,15
2018-01-01,2018,1,Stateless,Other,Female,18-29,6
2018-01-01,2018,1,Stateless,Other,Female,30-49,9
2018-01-01,2018,1,Stateless,Other,Female,50-69,1
2018-01-01,2018,1,Stateless,Other,Female,Under 18,19
2018-01-01,2018,1,Stateless,Other,Male,18-29,5
2018-01-01,2018,1,Stateless,Other,Male,Under 18,11
2018-01-01,2018,1,Sudan,Africa North,Female,18-29,129
2018-01-01,2018,1,Sudan,Africa North,Female,30-49,40
2018-01-01,2018,1,Sudan,Africa North,Female,50-69,1
2018-01-01,2018,1,Sudan,Africa North,Female,Under 18,51
2018-01-01,2018,1,Sudan,Africa North,Male,18-29,3
2018-01-01,2018,1,Sudan,Africa North,Male,30-49,6
2018-01-01,2018,1,Sudan,Africa North,Male,50-69,1
2018-01-01,2018,1,Sudan,Africa North,Male,Under 18,54
2018-01-01,2018,1,Sudan (South),Africa Sub-Saharan,Female,18-29,1
2018-01-01,2018,1,Sudan (South),Africa Sub-Saharan,Female,Under 18,1
2018-01-01,2018,1,Sudan (South),Africa Sub-Saharan,Male,Under 18,1
2018-01-01,2018,1,Syria,Middle East,Female,18-29,56
2018-01-01,2018,1,Syria,Middle East,Female,30-49,20
2018-01-01,2018,1,Syria,Middle East,Female,50-69,3
2018-01-01,2018,1,Syria,Middle East,Female,Under 18,42
2018-01-01,2018,1,Syria,Middle East,Male,18-29,4
2018-01-01,2018,1,Syria,Middle East,Male,30-49,8
2018-01-01,2018,1,Syria,Middle East,Male,50-69,4
2018-01-01,2018,1,Syria,Middle East,Male,70+,2
2018-01-01,2018,1,Syria,Middle East,Male,Under 18,47
2018-01-01,2018,1,Turkey,Europe Other,Female,18-29,1
2018-01-01,2018,1,Turkey,Europe Other,Female,30-49,5
2018-01-01,2018,1,Turkey,Europe Other,Female,50-69,1
2018-01-01,2018,1,Turkey,Europe Other,Female,Under 18,10
2018-01-01,2018,1,Turkey,Europe Other,Male,50-69,1
2018-01-01,2018,1,Turkey,Europe Other,Male,Under 18,5
2018-01-01,2018,1,Uganda,Africa Sub-Saharan,Female,18-29,4
2018-01-01,2018,1,Uganda,Africa Sub-Saharan,Female,30-49,1
2018-01-01,2018,1,Uganda,Africa Sub-Saharan,Female,Under 18,16
2018-01-01,2018,1,Uganda,Africa Sub-Saharan,Male,18-29,4
2018-01-01,2018,1,Uganda,Africa Sub-Saharan,Male,50-69,1
2018-01-01,2018,1,Uganda,Africa Sub-Saharan,Male,Under 18,12
2018-01-01,2018,1,United States,America North,Male,Under 18,1
2018-01-01,2018,1,Vietnam,Asia South East,Female,18-29,1
2018-01-01,2018,1,Vietnam,Asia South East,Female,30-49,1
2018-01-01,2018,1,Vietnam,Asia South East,Female,Under 18,7
2018-01-01,2018,1,Vietnam,Asia South East,Male,30-49,1
2018-01-01,2018,1,Vietnam,Asia South East,Male,Under 18,1
2018-01-01,2018,1,Yemen,Middle East,Female,30-49,3
2018-01-01,2018,1,Yemen,Middle East,Female,Under 18,3
2018-01-01,2018,1,Yemen,Middle East,Male,50-69,1
2018-01-01,2018,1,Yemen,Middle East,Male,Under 18,5
2018-01-01,2018,1,Zambia,Africa Sub-Saharan,Male,Under 18,1
2018-01-01,2018,1,Zimbabwe,Africa Sub-Saharan,Female,18-29,1
2018-01-01,2018,1,Zimbabwe,Africa Sub-Saharan,Female,30-49,2
2018-01-01,2018,1,Zimbabwe,Africa Sub-Saharan,Female,50-69,1
2018-01-01,2018,1,Zimbabwe,Africa Sub-Saharan,Female,Under 18,9
2018-01-01,2018,1,Zimbabwe,Africa Sub-Saharan,Male,18-29,4
2018-01-01,2018,1,Zimbabwe,Africa Sub-Saharan,Male,30-49,1
2018-01-01,2018,1,Zimbabwe,Africa Sub-Saharan,Male,50-69,1
2018-01-01,2018,1,Zimbabwe,Africa Sub-Saharan,Male,Under 18,7
2018-04-01,2018,2,Afghanistan,Asia Central,Female,18-29,6
2018-04-01,2018,2,Afghanistan,Asia Central,Female,30-49,6
2018-04-01,2018,2,Afghanistan,Asia Central,Female,50-69,3
2018-04-01,2018,2,Afghanistan,Asia Central,Female,Under 18,25
2018-04-01,2018,2,Afghanistan,Asia Central,Male,30-49,1
2018-04-01,2018,2,Afghanistan,Asia Central,Male,Under 18,20
2018-04-01,2018,2,Albania,Europe Other,Female,18-29,1
2018-04-01,2018,2,Bangladesh,Asia South,Female,30-49,2
2018-04-01,2018,2,Bangladesh,Asia South,Male,Under 18,2
2018-04-01,2018,2,Botswana,Africa Sub-Saharan,Female,Under 18,1
2018-04-01,2018,2,Burundi,Africa Sub-Saharan,Female,30-49,1
2018-04-01,2018,2,Burundi,Africa Sub-Saharan,Female,Under 18,3
2018-04-01,2018,2,Cameroon,Africa Sub-Saharan,Male,Under 18,1
2018-04-01,2018,2,China,Asia East,Female,18-29,1
2018-04-01,2018,2,Colombia,America Central and South,Female,50-69,1
2018-04-01,2018,2,Colombia,America Central and South,Female,Under 18,1
2018-04-01,2018,2,Congo (Democratic Republic),Africa Sub-Saharan,Female,30-49,1
2018-04-01,2018,2,Congo (Democratic Republic),Africa Sub-Saharan,Female,Under 18,10
2018-04-01,2018,2,Congo (Democratic Republic),Africa Sub-Saharan,Male,18-29,1
2018-04-01,2018,2,Congo (Democratic Republic),Africa Sub-Saharan,Male,30-49,2
2018-04-01,2018,2,Congo (Democratic Republic),Africa Sub-Saharan,Male,Under 18,2
2018-04-01,2018,2,Egypt,Africa North,Female,18-29,1
2018-04-01,2018,2,Egypt,Africa North,Female,30-49,4
2018-04-01,2018,2,Egypt,Africa North,Female,Under 18,5
2018-04-01,2018,2,Egypt,Africa North,Male,Under 18,6
2018-04-01,2018,2,Eritrea,Africa Sub-Saharan,Female,18-29,151
2018-04-01,2018,2,Eritrea,Africa Sub-Saharan,Female,30-49,27
2018-04-01,2018,2,Eritrea,Africa Sub-Saharan,Female,Under 18,36
2018-04-01,2018,2,Eritrea,Africa Sub-Saharan,Male,18-29,9
2018-04-01,2018,2,Eritrea,Africa Sub-Saharan,Male,30-49,38
2018-04-01,2018,2,Eritrea,Africa Sub-Saharan,Male,70+,1
2018-04-01,2018,2,Eritrea,Africa Sub-Saharan,Male,Under 18,40
2018-04-01,2018,2,Ethiopia,Africa Sub-Saharan,Female,18-29,28
2018-04-01,2018,2,Ethiopia,Africa Sub-Saharan,Female,30-49,3
2018-04-01,2018,2,Ethiopia,Africa Sub-Saharan,Female,Under 18,10
2018-04-01,2018,2,Ethiopia,Africa Sub-Saharan,Male,18-29,1
2018-04-01,2018,2,Ethiopia,Africa Sub-Saharan,Male,30-49,4
2018-04-01,2018,2,Ethiopia,Africa Sub-Saharan,Male,Under 18,17
2018-04-01,2018,2,"Gambia, The",Africa Sub-Saharan,Female,Under 18,1
2018-04-01,2018,2,"Gambia, The",Africa Sub-Saharan,Male,30-49,1
2018-04-01,2018,2,"Gambia, The",Africa Sub-Saharan,Male,Under 18,2
2018-04-01,2018,2,Ghana,Africa Sub-Saharan,Female,18-29,1
2018-04-01,2018,2,Ghana,Africa Sub-Saharan,Female,Under 18,1
2018-04-01,2018,2,India,Asia South,Female,Under 18,1
2018-04-01,2018,2,Iran,Middle East,Female,18-29,14
2018-04-01,2018,2,Iran,Middle East,Female,30-49,53
2018-04-01,2018,2,Iran,Middle East,Female,50-69,1
2018-04-01,2018,2,Iran,Middle East,Female,Under 18,30
2018-04-01,2018,2,Iran,Middle East,Male,30-49,12
2018-04-01,2018,2,Iran,Middle East,Male,50-69,5
2018-04-01,2018,2,Iran,Middle East,Male,70+,1
2018-04-01,2018,2,Iran,Middle East,Male,Under 18,44
2018-04-01,2018,2,Iraq,Middle East,Female,18-29,2
2018-04-01,2018,2,Iraq,Middle East,Female,30-49,3
2018-04-01,2018,2,Iraq,Middle East,Female,Under 18,7
2018-04-01,2018,2,Iraq,Middle East,Male,50-69,1
2018-04-01,2018,2,Iraq,Middle East,Male,Under 18,6
2018-04-01,2018,2,Jamaica,America Central and South,Male,70+,1
2018-04-01,2018,2,Kenya,Africa Sub-Saharan,Female,Under 18,1
2018-04-01,2018,2,Kuwait,Middle East,Male,18-29,1
2018-04-01,2018,2,Libya,Africa North,Female,30-49,1
2018-04-01,2018,2,Libya,Africa North,Female,Under 18,1
2018-04-01,2018,2,Libya,Africa North,Male,Under 18,1
2018-04-01,2018,2,Occupied Palestinian Territories,Middle East,Female,18-29,3
2018-04-01,2018,2,Occupied Palestinian Territories,Middle East,Female,30-49,1
2018-04-01,2018,2,Occupied Palestinian Territories,Middle East,Female,Under 18,6
2018-04-01,2018,2,Occupied Palestinian Territories,Middle East,Male,50-69,1
2018-04-01,2018,2,Occupied Palestinian Territories,Middle East,Male,Under 18,3
2018-04-01,2018,2,Other and unknown,Other,Female,18-29,1
2018-04-01,2018,2,Other and unknown,Other,Female,50-69,1
2018-04-01,2018,2,Other and unknown,Other,Female,Under 18,3
2018-04-01,2018,2,Other and unknown,Other,Male,Under 18,4
2018-04-01,2018,2,Pakistan,Asia South,Female,18-29,3
