Date,Year,Quarter,Nationality,Region,Grant,Refused,Initial grant rate
2014-01-01,2014,2014 Q1,Eritrea,Africa Sub-Saharan,208,57,0.7849056603773585
2014-01-01,2014,2014 Q1,Ethiopia,Africa Sub-Saharan,2,12,0.14285714285714285
2014-01-01,2014,2014 Q1,Former Yugoslavia,Europe Other,NA,1,NA
2014-01-01,2014,2014 Q1,"Gambia, The",Africa Sub-Saharan,14,9,0.6086956521739131
2014-01-01,2014,2014 Q1,Georgia,Europe Other,NA,6,NA
2014-01-01,2014,2014 Q1,Ghana,Africa Sub-Saharan,3,19,0.13636363636363635
2014-01-01,2014,2014 Q1,Greece,EU 14,NA,1,NA
2014-01-01,2014,2014 Q1,Grenada,America Central and South,NA,1,NA
2014-01-01,2014,2014 Q1,Guinea,Africa Sub-Saharan,NA,5,NA
2014-01-01,2014,2014 Q1,Guyana,America Central and South,1,1,0.5
2014-01-01,2014,2014 Q1,Honduras,America Central and South,NA,1,NA
2014-01-01,2014,2014 Q1,India,Asia South,3,90,0.03225806451612903
2014-01-01,2014,2014 Q1,Indonesia,Asia South East,NA,1,NA
2014-01-01,2014,2014 Q1,Iran,Middle East,129,87,0.5972222222222222
2014-01-01,2014,2014 Q1,Iraq,Middle East,25,28,0.4716981132075472
2014-01-01,2014,2014 Q1,Ivory Coast,Africa Sub-Saharan,2,9,0.18181818181818182
2014-01-01,2014,2014 Q1,Jamaica,America Central and South,6,12,0.3333333333333333
2014-01-01,2014,2014 Q1,Japan,Asia East,NA,2,NA
2014-01-01,2014,2014 Q1,Jordan,Middle East,NA,6,NA
2014-01-01,2014,2014 Q1,Kazakhstan,Asia Central,1,NA,NA
2014-01-01,2014,2014 Q1,Kenya,Africa Sub-Saharan,3,8,0.2727272727272727
2014-01-01,2014,2014 Q1,Korea (North),Asia East,1,NA,NA
2014-01-01,2014,2014 Q1,Kosovo,Europe Other,1,3,0.25
2014-01-01,2014,2014 Q1,Kuwait,Middle East,NA,3,NA
2014-01-01,2014,2014 Q1,Kyrgyzstan,Asia Central,1,NA,NA
2014-01-01,2014,2014 Q1,Latvia,EU 8,NA,5,NA
2014-01-01,2014,2014 Q1,Lebanon,Middle East,2,NA,NA
2014-01-01,2014,2014 Q1,Liberia,Africa Sub-Saharan,NA,1,NA
2014-01-01,2014,2014 Q1,Libya,Africa North,6,14,0.3
2014-01-01,2014,2014 Q1,Lithuania,EU 8,NA,1,NA
2014-01-01,2014,2014 Q1,Macedonia,Europe Other,1,NA,NA
2014-01-01,2014,2014 Q1,Malawi,Africa Sub-Saharan,3,16,0.15789473684210525
2014-01-01,2014,2014 Q1,Malaysia,Asia South East,NA,2,NA
2014-01-01,2014,2014 Q1,Maldives,Asia South,1,NA,NA
2014-01-01,2014,2014 Q1,Mali,Africa Sub-Saharan,NA,3,NA
2014-01-01,2014,2014 Q1,Mauritius,Africa Sub-Saharan,NA,2,NA
2014-01-01,2014,2014 Q1,Mexico,America Central and South,NA,2,NA
2014-01-01,2014,2014 Q1,Mongolia,Asia East,NA,2,NA
2014-01-01,2014,2014 Q1,Morocco,Africa North,6,9,0.4
2014-01-01,2014,2014 Q1,Namibia,Africa Sub-Saharan,NA,3,NA
2014-01-01,2014,2014 Q1,Nepal,Asia South,NA,8,NA
2014-01-01,2014,2014 Q1,Niger,Africa Sub-Saharan,1,1,0.5
2014-01-01,2014,2014 Q1,Nigeria,Africa Sub-Saharan,20,84,0.19230769230769232
2014-01-01,2014,2014 Q1,Occupied Palestinian Territories,Middle East,3,4,0.42857142857142855
2014-01-01,2014,2014 Q1,Pakistan,Asia South,71,390,0.1540130151843818
2014-01-01,2014,2014 Q1,Panama,America Central and South,NA,1,NA
2014-01-01,2014,2014 Q1,Philippines,Asia South East,NA,1,NA
2014-01-01,2014,2014 Q1,Poland,EU 8,NA,32,NA
2014-01-01,2014,2014 Q1,Refugee,Other,21,5,0.8076923076923077
2014-01-01,2014,2014 Q1,Romania,EU 2,NA,1,NA
2014-01-01,2014,2014 Q1,Russia,Europe Other,6,6,0.5
2014-01-01,2014,2014 Q1,Rwanda,Africa Sub-Saharan,NA,2,NA
2014-01-01,2014,2014 Q1,Saudi Arabia,Middle East,NA,1,NA
2014-01-01,2014,2014 Q1,Senegal,Africa Sub-Saharan,NA,5,NA
2014-01-01,2014,2014 Q1,Serbia,Europe Other,NA,1,NA
2014-01-01,2014,2014 Q1,Sierra Leone,Africa Sub-Saharan,1,6,0.14285714285714285
2014-01-01,2014,2014 Q1,Somalia,Africa Sub-Saharan,28,27,0.509090909090909
2014-01-01,2014,2014 Q1,South Africa,Africa Sub-Saharan,NA,6,NA
2014-01-01,2014,2014 Q1,Sri Lanka,Asia South,29,141,0.17058823529411765
2014-01-01,2014,2014 Q1,St. Lucia,America Central and South,NA,1,NA
2014-01-01,2014,2014 Q1,St. Vincent and the Grenadines,America Central and South,NA,2,NA
2014-01-01,2014,2014 Q1,Stateless,Other,1,2,0.3333333333333333
2014-01-01,2014,2014 Q1,Sudan,Africa North,77,25,0.7549019607843137
2014-01-01,2014,2014 Q1,Swaziland,Africa Sub-Saharan,2,1,0.6666666666666666
2014-01-01,2014,2014 Q1,Syria,Middle East,171,37,0.8221153846153846
2014-01-01,2014,2014 Q1,Tanzania,Africa Sub-Saharan,1,4,0.2
2014-01-01,2014,2014 Q1,Togo,Africa Sub-Saharan,1,NA,NA
2014-01-01,2014,2014 Q1,Trinidad and Tobago,America Central and South,1,1,0.5
2014-01-01,2014,2014 Q1,Tunisia,Africa North,1,3,0.25
2014-01-01,2014,2014 Q1,Turkey,Europe Other,5,19,0.20833333333333334
2014-01-01,2014,2014 Q1,Uganda,Africa Sub-Saharan,10,15,0.4
2014-01-01,2014,2014 Q1,Ukraine,Europe Other,NA,8,NA
2014-01-01,2014,2014 Q1,United Arab Emirates,Middle East,3,NA,NA
2014-01-01,2014,2014 Q1,United States,America North,NA,3,NA
2014-01-01,2014,2014 Q1,Uzbekistan,Asia Central,NA,1,NA
2014-01-01,2014,2014 Q1,Venezuela,America Central and South,NA,1,NA
2014-01-01,2014,2014 Q1,Vietnam,Asia South East,8,17,0.32
2014-01-01,2014,2014 Q1,Yemen,Middle East,1,3,0.25
2014-01-01,2014,2014 Q1,Zambia,Africa Sub-Saharan,3,3,0.5
2014-01-01,2014,2014 Q1,Zimbabwe,Africa Sub-Saharan,7,17,0.2916666666666667
2014-04-01,2014,2014 Q2,Afghanistan,Asia Central,74,129,0.3645320197044335
2014-04-01,2014,2014 Q2,Albania,Europe Other,33,155,0.17553191489361702
2014-04-01,2014,2014 Q2,Algeria,Africa North,2,24,0.07692307692307693
2014-04-01,2014,2014 Q2,Angola,Africa Sub-Saharan,3,2,0.6
2014-04-01,2014,2014 Q2,Antigua and Barbuda,America Central and South,1,NA,NA
2014-04-01,2014,2014 Q2,Australia,Oceania,NA,1,NA
2014-04-01,2014,2014 Q2,Bahrain,Middle East,2,NA,NA
2014-04-01,2014,2014 Q2,Bangladesh,Asia South,4,135,0.02877697841726619
2014-04-01,2014,2014 Q2,Barbados,America Central and South,NA,1,NA
2014-04-01,2014,2014 Q2,Belarus,Europe Other,1,NA,NA
2014-04-01,2014,2014 Q2,Benin,Africa Sub-Saharan,NA,1,NA
2014-04-01,2014,2014 Q2,Bolivia,America Central and South,1,1,0.5
2014-04-01,2014,2014 Q2,Botswana,Africa Sub-Saharan,NA,1,NA
2014-04-01,2014,2014 Q2,Brazil,America Central and South,NA,4,NA
2014-04-01,2014,2014 Q2,Burma,Asia South East,9,8,0.5294117647058824
2014-04-01,2014,2014 Q2,Burundi,Africa Sub-Saharan,1,NA,NA
2014-04-01,2014,2014 Q2,Cameroon,Africa Sub-Saharan,8,19,0.2962962962962963
2014-04-01,2014,2014 Q2,Central African Republic,Africa Sub-Saharan,1,1,0.5
2014-04-01,2014,2014 Q2,Chad,Africa Sub-Saharan,1,NA,NA
2014-04-01,2014,2014 Q2,Chile,America Central and South,NA,1,NA
2014-04-01,2014,2014 Q2,China,Asia East,14,99,0.12389380530973451
2014-04-01,2014,2014 Q2,Colombia,America Central and South,NA,1,NA
2014-04-01,2014,2014 Q2,Congo,Africa Sub-Saharan,NA,2,NA
2014-04-01,2014,2014 Q2,Congo (Democratic Republic),Africa Sub-Saharan,14,17,0.45161290322580644
2014-04-01,2014,2014 Q2,Czech Republic,EU 8,NA,1,NA
2014-04-01,2014,2014 Q2,Djibouti,Africa Sub-Saharan,NA,1,NA
2014-04-01,2014,2014 Q2,Egypt,Africa North,5,26,0.16129032258064516
2014-04-01,2014,2014 Q2,Equatorial Guinea,Africa Sub-Saharan,NA,1,NA
2014-04-01,2014,2014 Q2,Eritrea,Africa Sub-Saharan,284,72,0.797752808988764
2014-04-01,2014,2014 Q2,Ethiopia,Africa Sub-Saharan,5,26,0.16129032258064516
2014-04-01,2014,2014 Q2,"Gambia, The",Africa Sub-Saharan,16,5,0.7619047619047619
2014-04-01,2014,2014 Q2,Georgia,Europe Other,NA,4,NA
2014-04-01,2014,2014 Q2,Ghana,Africa Sub-Saharan,5,16,0.23809523809523808
2014-04-01,2014,2014 Q2,Guinea,Africa Sub-Saharan,1,5,0.16666666666666666
2014-04-01,2014,2014 Q2,Honduras,America Central and South,NA,3,NA
2014-04-01,2014,2014 Q2,India,Asia South,2,110,0.017857142857142856
2014-04-01,2014,2014 Q2,Indonesia,Asia South East,NA,8,NA
2014-04-01,2014,2014 Q2,Iran,Middle East,193,120,0.6166134185303515
2014-04-01,2014,2014 Q2,Iraq,Middle East,15,34,0.30612244897959184
2014-04-01,2014,2014 Q2,Israel,Middle East,NA,1,NA
2014-04-01,2014,2014 Q2,Ivory Coast,Africa Sub-Saharan,4,11,0.26666666666666666
2014-04-01,2014,2014 Q2,Jamaica,America Central and South,2,13,0.13333333333333333
2014-04-01,2014,2014 Q2,Japan,Asia East,NA,1,NA
2014-04-01,2014,2014 Q2,Jordan,Middle East,NA,4,NA
2014-04-01,2014,2014 Q2,Kazakhstan,Asia Central,NA,1,NA
2014-04-01,2014,2014 Q2,Kenya,Africa Sub-Saharan,6,3,0.6666666666666666
2014-04-01,2014,2014 Q2,Korea (North),Asia East,1,1,0.5
2014-04-01,2014,2014 Q2,Korea (South),Asia East,NA,1,NA
2014-04-01,2014,2014 Q2,Kosovo,Europe Other,NA,6,NA
2014-04-01,2014,2014 Q2,Kuwait,Middle East,2,NA,NA
2014-04-01,2014,2014 Q2,Kyrgyzstan,Asia Central,1,NA,NA
2014-04-01,2014,2014 Q2,Lebanon,Middle East,3,4,0.42857142857142855
2014-04-01,2014,2014 Q2,Liberia,Africa Sub-Saharan,2,NA,NA
2014-04-01,2014,2014 Q2,Libya,Africa North,12,13,0.48
2014-04-01,2014,2014 Q2,Lithuania,EU 8,NA,2,NA
2014-04-01,2014,2014 Q2,Malawi,Africa Sub-Saharan,2,9,0.18181818181818182
2014-04-01,2014,2014 Q2,Malaysia,Asia South East,6,3,0.6666666666666666
2014-04-01,2014,2014 Q2,Mali,Africa Sub-Saharan,1,3,0.25
2014-04-01,2014,2014 Q2,Mauritania,Africa North,NA,1,NA
2014-04-01,2014,2014 Q2,Mauritius,Africa Sub-Saharan,NA,7,NA
2014-04-01,2014,2014 Q2,Mexico,America Central and South,NA,1,NA
2014-04-01,2014,2014 Q2,Mongolia,Asia East,NA,4,NA
2014-04-01,2014,2014 Q2,Morocco,Africa North,4,3,0.5714285714285714
2014-04-01,2014,2014 Q2,Namibia,Africa Sub-Saharan,NA,4,NA
2014-04-01,2014,2014 Q2,Nepal,Asia South,NA,11,NA
2014-04-01,2014,2014 Q2,Nigeria,Africa Sub-Saharan,35,118,0.22875816993464052
2014-04-01,2014,2014 Q2,Occupied Palestinian Territories,Middle East,3,7,0.3
2014-04-01,2014,2014 Q2,Other and unknown,Other,NA,4,NA
2014-04-01,2014,2014 Q2,Pakistan,Asia South,111,418,0.20982986767485823
2014-04-01,2014,2014 Q2,Peru,America Central and South,NA,1,NA
2014-04-01,2014,2014 Q2,Philippines,Asia South East,NA,4,NA
2014-04-01,2014,2014 Q2,Poland,EU 8,NA,19,NA
2014-04-01,2014,2014 Q2,Portugal,EU 14,NA,1,NA
2014-04-01,2014,2014 Q2,Refugee,Other,31,6,0.8378378378378378
2014-04-01,2014,2014 Q2,Russia,Europe Other,4,3,0.5714285714285714
2014-04-01,2014,2014 Q2,Rwanda,Africa Sub-Saharan,1,1,0.5
2014-04-01,2014,2014 Q2,Saudi Arabia,Middle East,1,1,0.5
2014-04-01,2014,2014 Q2,Senegal,Africa Sub-Saharan,1,3,0.25
2014-04-01,2014,2014 Q2,Seychelles,Africa Sub-Saharan,NA,1,NA
2014-04-01,2014,2014 Q2,Sierra Leone,Africa Sub-Saharan,3,4,0.42857142857142855
2014-04-01,2014,2014 Q2,Somalia,Africa Sub-Saharan,31,29,0.5166666666666667
2014-04-01,2014,2014 Q2,South Africa,Africa Sub-Saharan,1,4,0.2
2014-04-01,2014,2014 Q2,Spain,EU 14,NA,1,NA
2014-04-01,2014,2014 Q2,Sri Lanka,Asia South,46,211,0.17898832684824903
2014-04-01,2014,2014 Q2,Stateless,Other,5,7,0.4166666666666667
2014-04-01,2014,2014 Q2,Sudan,Africa North,118,37,0.7612903225806451
2014-04-01,2014,2014 Q2,Sudan (South),Africa Sub-Saharan,1,1,0.5
2014-04-01,2014,2014 Q2,Swaziland,Africa Sub-Saharan,2,NA,NA
2014-04-01,2014,2014 Q2,Syria,Middle East,251,43,0.8537414965986394
2014-04-01,2014,2014 Q2,Tanzania,Africa Sub-Saharan,NA,7,NA
2014-04-01,2014,2014 Q2,Thailand,Asia South East,NA,1,NA
2014-04-01,2014,2014 Q2,Trinidad and Tobago,America Central and South,NA,3,NA
2014-04-01,2014,2014 Q2,Tunisia,Africa North,NA,13,NA
2014-04-01,2014,2014 Q2,Turkey,Europe Other,15,30,0.3333333333333333
2014-04-01,2014,2014 Q2,Uganda,Africa Sub-Saharan,35,24,0.5932203389830508
2014-04-01,2014,2014 Q2,Ukraine,Europe Other,2,21,0.08695652173913043
2014-04-01,2014,2014 Q2,United States,America North,NA,2,NA
2014-04-01,2014,2014 Q2,Uzbekistan,Asia Central,NA,6,NA
2014-04-01,2014,2014 Q2,Venezuela,America Central and South,NA,8,NA
2014-04-01,2014,2014 Q2,Vietnam,Asia South East,13,23,0.3611111111111111
2014-04-01,2014,2014 Q2,Western Sahara,Africa North,NA,2,NA
2014-04-01,2014,2014 Q2,Yemen,Middle East,5,3,0.625
2014-04-01,2014,2014 Q2,Zambia,Africa Sub-Saharan,1,2,0.3333333333333333
2014-04-01,2014,2014 Q2,Zimbabwe,Africa Sub-Saharan,11,24,0.3142857142857143
2014-07-01,2014,2014 Q3,Afghanistan,Asia Central,68,156,0.30357142857142855
2014-07-01,2014,2014 Q3,Albania,Europe Other,67,307,0.17914438502673796
2014-07-01,2014,2014 Q3,Algeria,Africa North,4,31,0.11428571428571428
2014-07-01,2014,2014 Q3,American Samoa,Oceania,NA,1,NA
2014-07-01,2014,2014 Q3,Angola,Africa Sub-Saharan,3,15,0.16666666666666666
2014-07-01,2014,2014 Q3,Azerbaijan,Europe Other,1,NA,NA
2014-07-01,2014,2014 Q3,Bahrain,Middle East,NA,2,NA
2014-07-01,2014,2014 Q3,Bangladesh,Asia South,23,132,0.14838709677419354
2014-07-01,2014,2014 Q3,Belarus,Europe Other,10,1,0.9090909090909091
2014-07-01,2014,2014 Q3,Benin,Africa Sub-Saharan,NA,1,NA
2014-07-01,2014,2014 Q3,Bhutan,Asia South,NA,3,NA
2014-07-01,2014,2014 Q3,Bolivia,America Central and South,NA,1,NA
2014-07-01,2014,2014 Q3,Bosnia and Herzegovina,Europe Other,NA,2,NA
2014-07-01,2014,2014 Q3,Botswana,Africa Sub-Saharan,NA,3,NA
2014-07-01,2014,2014 Q3,Brazil,America Central and South,NA,8,NA
2014-07-01,2014,2014 Q3,Burma,Asia South East,11,14,0.44
2014-07-01,2014,2014 Q3,Burundi,Africa Sub-Saharan,NA,2,NA
2014-07-01,2014,2014 Q3,Cameroon,Africa Sub-Saharan,7,16,0.30434782608695654
2014-07-01,2014,2014 Q3,Canada,America North,NA,1,NA
2014-07-01,2014,2014 Q3,Central African Republic,Africa Sub-Saharan,2,1,0.6666666666666666
2014-07-01,2014,2014 Q3,Chad,Africa Sub-Saharan,1,1,0.5
2014-07-01,2014,2014 Q3,China,Asia East,11,185,0.05612244897959184
2014-07-01,2014,2014 Q3,Colombia,America Central and South,NA,4,NA
2014-07-01,2014,2014 Q3,Congo,Africa Sub-Saharan,3,7,0.3
2014-07-01,2014,2014 Q3,Congo (Democratic Republic),Africa Sub-Saharan,16,55,0.22535211267605634
2014-07-01,2014,2014 Q3,Cuba,America Central and South,1,1,0.5
2014-07-01,2014,2014 Q3,Czech Republic,EU 8,NA,1,NA
2014-07-01,2014,2014 Q3,Dominica,America Central and South,NA,1,NA
2014-07-01,2014,2014 Q3,Ecuador,America Central and South,NA,2,NA
2014-07-01,2014,2014 Q3,Egypt,Africa North,10,39,0.20408163265306123
2014-07-01,2014,2014 Q3,El Salvador,America Central and South,NA,8,NA
2014-07-01,2014,2014 Q3,Eritrea,Africa Sub-Saharan,644,82,0.8870523415977961
2014-07-01,2014,2014 Q3,Ethiopia,Africa Sub-Saharan,14,32,0.30434782608695654
2014-07-01,2014,2014 Q3,Former Yugoslavia,Europe Other,NA,19,NA
2014-07-01,2014,2014 Q3,France,EU 14,1,NA,NA
2014-07-01,2014,2014 Q3,"Gambia, The",Africa Sub-Saharan,26,51,0.33766233766233766
2014-07-01,2014,2014 Q3,Georgia,Europe Other,NA,3,NA
2014-07-01,2014,2014 Q3,Ghana,Africa Sub-Saharan,7,45,0.1346153846153846
2014-07-01,2014,2014 Q3,Grenada,America Central and South,NA,1,NA
2014-07-01,2014,2014 Q3,Guatemala,America Central and South,NA,1,NA
2014-07-01,2014,2014 Q3,Guinea,Africa Sub-Saharan,2,8,0.2
2014-07-01,2014,2014 Q3,Guinea-Bissau,Africa Sub-Saharan,NA,1,NA
2014-07-01,2014,2014 Q3,Honduras,America Central and South,2,2,0.5
2014-07-01,2014,2014 Q3,Hong Kong,Asia East,NA,2,NA
2014-07-01,2014,2014 Q3,Hungary,EU 8,NA,2,NA
2014-07-01,2014,2014 Q3,India,Asia South,6,234,0.025
2014-07-01,2014,2014 Q3,Iran,Middle East,297,300,0.49748743718592964
2014-07-01,2014,2014 Q3,Iraq,Middle East,26,78,0.25
2014-07-01,2014,2014 Q3,Italy,EU 14,NA,1,NA
2014-07-01,2014,2014 Q3,Ivory Coast,Africa Sub-Saharan,2,17,0.10526315789473684
2014-07-01,2014,2014 Q3,Jamaica,America Central and South,5,38,0.11627906976744186
2014-07-01,2014,2014 Q3,Jordan,Middle East,NA,1,NA
2014-07-01,2014,2014 Q3,Kazakhstan,Asia Central,NA,1,NA
2014-07-01,2014,2014 Q3,Kenya,Africa Sub-Saharan,4,22,0.15384615384615385
2014-07-01,2014,2014 Q3,Korea (North),Asia East,1,4,0.2
2014-07-01,2014,2014 Q3,Korea (South),Asia East,NA,4,NA
2014-07-01,2014,2014 Q3,Kosovo,Europe Other,2,19,0.09523809523809523
2014-07-01,2014,2014 Q3,Kuwait,Middle East,4,5,0.4444444444444444
2014-07-01,2014,2014 Q3,Kyrgyzstan,Asia Central,NA,1,NA
2014-07-01,2014,2014 Q3,Latvia,EU 8,NA,4,NA
2014-07-01,2014,2014 Q3,Lebanon,Middle East,1,8,0.1111111111111111
2014-07-01,2014,2014 Q3,Liberia,Africa Sub-Saharan,NA,7,NA
2014-07-01,2014,2014 Q3,Libya,Africa North,11,30,0.2682926829268293
2014-07-01,2014,2014 Q3,Lithuania,EU 8,NA,4,NA
2014-07-01,2014,2014 Q3,Malawi,Africa Sub-Saharan,1,16,0.058823529411764705
2014-07-01,2014,2014 Q3,Malaysia,Asia South East,2,5,0.2857142857142857
2014-07-01,2014,2014 Q3,Mali,Africa Sub-Saharan,1,3,0.25
2014-07-01,2014,2014 Q3,Mauritania,Africa North,NA,1,NA
2014-07-01,2014,2014 Q3,Mauritius,Africa Sub-Saharan,NA,7,NA
2014-07-01,2014,2014 Q3,Moldova,Europe Other,NA,6,NA
2014-07-01,2014,2014 Q3,Mongolia,Asia East,NA,8,NA
2014-07-01,2014,2014 Q3,Montenegro,Europe Other,NA,1,NA
2014-07-01,2014,2014 Q3,Morocco,Africa North,3,8,0.2727272727272727
2014-07-01,2014,2014 Q3,Mozambique,Africa Sub-Saharan,NA,1,NA
2014-07-01,2014,2014 Q3,Namibia,Africa Sub-Saharan,NA,5,NA
2014-07-01,2014,2014 Q3,Nepal,Asia South,1,9,0.1
2014-07-01,2014,2014 Q3,Nicaragua,America Central and South,NA,1,NA
2014-07-01,2014,2014 Q3,Nigeria,Africa Sub-Saharan,57,233,0.19655172413793104
2014-07-01,2014,2014 Q3,Occupied Palestinian Territories,Middle East,6,14,0.3
2014-07-01,2014,2014 Q3,Other and unknown,Other,NA,4,NA
2014-07-01,2014,2014 Q3,Pakistan,Asia South,137,433,0.24035087719298245
2014-07-01,2014,2014 Q3,Peru,America Central and South,NA,1,NA
2014-07-01,2014,2014 Q3,Philippines,Asia South East,NA,6,NA
2014-07-01,2014,2014 Q3,Poland,EU 8,NA,20,NA
2014-07-01,2014,2014 Q3,Portugal,EU 14,NA,3,NA
2014-07-01,2014,2014 Q3,Qatar,Middle East,1,NA,NA
2014-07-01,2014,2014 Q3,Refugee,Other,52,4,0.9285714285714286
2014-07-01,2014,2014 Q3,Romania,EU 2,NA,24,NA
2014-07-01,2014,2014 Q3,Russia,Europe Other,4,11,0.26666666666666666
2014-07-01,2014,2014 Q3,Rwanda,Africa Sub-Saharan,4,4,0.5
2014-07-01,2014,2014 Q3,Saudi Arabia,Middle East,1,4,0.2
2014-07-01,2014,2014 Q3,Senegal,Africa Sub-Saharan,NA,4,NA
2014-07-01,2014,2014 Q3,Serbia,Europe Other,NA,2,NA
2014-07-01,2014,2014 Q3,Sierra Leone,Africa Sub-Saharan,9,18,0.3333333333333333
2014-07-01,2014,2014 Q3,Somalia,Africa Sub-Saharan,41,60,0.40594059405940597
2014-07-01,2014,2014 Q3,South Africa,Africa Sub-Saharan,2,17,0.10526315789473684
2014-07-01,2014,2014 Q3,Sri Lanka,Asia South,42,320,0.11602209944751381
2014-07-01,2014,2014 Q3,St. Kitts and Nevis,America Central and South,NA,1,NA
2014-07-01,2014,2014 Q3,St. Lucia,America Central and South,1,1,0.5
2014-07-01,2014,2014 Q3,St. Vincent and the Grenadines,America Central and South,1,NA,NA
2014-07-01,2014,2014 Q3,Stateless,Other,13,24,0.35135135135135137
2014-07-01,2014,2014 Q3,Sudan,Africa North,205,66,0.7564575645756457
2014-07-01,2014,2014 Q3,Sudan (South),Africa Sub-Saharan,1,NA,NA
2014-07-01,2014,2014 Q3,Swaziland,Africa Sub-Saharan,3,3,0.5
2014-07-01,2014,2014 Q3,Syria,Middle East,356,46,0.8855721393034826
2014-07-01,2014,2014 Q3,Tanzania,Africa Sub-Saharan,2,3,0.4
2014-07-01,2014,2014 Q3,Thailand,Asia South East,NA,3,NA
2014-07-01,2014,2014 Q3,Togo,Africa Sub-Saharan,NA,1,NA
2014-07-01,2014,2014 Q3,Trinidad and Tobago,America Central and South,NA,2,NA
2014-07-01,2014,2014 Q3,Tunisia,Africa North,1,7,0.125
2014-07-01,2014,2014 Q3,Turkey,Europe Other,18,50,0.2647058823529412
2014-07-01,2014,2014 Q3,Turkmenistan,Asia Central,1,1,0.5
2014-07-01,2014,2014 Q3,Uganda,Africa Sub-Saharan,40,37,0.5194805194805194
2014-07-01,2014,2014 Q3,Ukraine,Europe Other,2,49,0.0392156862745098
2014-07-01,2014,2014 Q3,United States,America North,NA,7,NA
2014-07-01,2014,2014 Q3,Venezuela,America Central and South,1,5,0.16666666666666666
2014-07-01,2014,2014 Q3,Vietnam,Asia South East,22,46,0.3235294117647059
2014-07-01,2014,2014 Q3,Western Sahara,Africa North,1,1,0.5
2014-07-01,2014,2014 Q3,Yemen,Middle East,1,5,0.16666666666666666
2014-07-01,2014,2014 Q3,Zambia,Africa Sub-Saharan,4,5,0.4444444444444444
2014-07-01,2014,2014 Q3,Zimbabwe,Africa Sub-Saharan,19,54,0.2602739726027397
2014-10-01,2014,2014 Q4,Afghanistan,Asia Central,138,200,0.40828402366863903
2014-10-01,2014,2014 Q4,Albania,Europe Other,113,211,0.3487654320987654
2014-10-01,2014,2014 Q4,Algeria,Africa North,6,37,0.13953488372093023
2014-10-01,2014,2014 Q4,Angola,Africa Sub-Saharan,6,12,0.3333333333333333
2014-10-01,2014,2014 Q4,Argentina,America Central and South,NA,1,NA
2014-10-01,2014,2014 Q4,Armenia,Europe Other,1,1,0.5
2014-10-01,2014,2014 Q4,Australia,Oceania,1,NA,NA
2014-10-01,2014,2014 Q4,Azerbaijan,Europe Other,2,1,0.6666666666666666
2014-10-01,2014,2014 Q4,Bahrain,Middle East,1,2,0.3333333333333333
2014-10-01,2014,2014 Q4,Bangladesh,Asia South,23,160,0.12568306010928962
2014-10-01,2014,2014 Q4,Barbados,America Central and South,NA,1,NA
2014-10-01,2014,2014 Q4,Belarus,Europe Other,4,1,0.8
2014-10-01,2014,2014 Q4,Belize,America Central and South,NA,1,NA
2014-10-01,2014,2014 Q4,Benin,Africa Sub-Saharan,NA,1,NA
2014-10-01,2014,2014 Q4,Bhutan,Asia South,1,NA,NA
2014-10-01,2014,2014 Q4,Bosnia and Herzegovina,Europe Other,NA,3,NA
2014-10-01,2014,2014 Q4,Botswana,Africa Sub-Saharan,1,1,0.5
2014-10-01,2014,2014 Q4,Brazil,America Central and South,NA,3,NA
2014-10-01,2014,2014 Q4,Burkina,Africa Sub-Saharan,NA,1,NA
2014-10-01,2014,2014 Q4,Burma,Asia South East,18,22,0.45
2014-10-01,2014,2014 Q4,Burundi,Africa Sub-Saharan,NA,1,NA
2014-10-01,2014,2014 Q4,Cameroon,Africa Sub-Saharan,11,24,0.3142857142857143
2014-10-01,2014,2014 Q4,Central African Republic,Africa Sub-Saharan,NA,1,NA
2014-10-01,2014,2014 Q4,Chad,Africa Sub-Saharan,2,2,0.5
2014-10-01,2014,2014 Q4,Chile,America Central and South,NA,1,NA
2014-10-01,2014,2014 Q4,China,Asia East,15,230,0.061224489795918366
2014-10-01,2014,2014 Q4,Colombia,America Central and South,NA,4,NA
2014-10-01,2014,2014 Q4,Congo,Africa Sub-Saharan,1,2,0.3333333333333333
2014-10-01,2014,2014 Q4,Congo (Democratic Republic),Africa Sub-Saharan,31,47,0.3974358974358974
2014-10-01,2014,2014 Q4,Costa Rica,America Central and South,NA,1,NA
2014-10-01,2014,2014 Q4,Cyprus (Northern part of),Europe Other,1,NA,NA
2014-10-01,2014,2014 Q4,Djibouti,Africa Sub-Saharan,1,NA,NA
2014-10-01,2014,2014 Q4,Ecuador,America Central and South,NA,1,NA
2014-10-01,2014,2014 Q4,Egypt,Africa North,20,48,0.29411764705882354
2014-10-01,2014,2014 Q4,El Salvador,America Central and South,1,2,0.3333333333333333
2014-10-01,2014,2014 Q4,Eritrea,Africa Sub-Saharan,1019,97,0.9130824372759857
2014-10-01,2014,2014 Q4,Ethiopia,Africa Sub-Saharan,31,25,0.5535714285714286
2014-10-01,2014,2014 Q4,Former Yugoslavia,Europe Other,NA,4,NA
2014-10-01,2014,2014 Q4,France,EU 14,NA,1,NA
2014-10-01,2014,2014 Q4,"Gambia, The",Africa Sub-Saharan,23,47,0.32857142857142857
2014-10-01,2014,2014 Q4,Georgia,Europe Other,NA,8,NA
2014-10-01,2014,2014 Q4,Ghana,Africa Sub-Saharan,5,29,0.14705882352941177
