Date,Year,Quarter,Nationality,Region,Asylum Case Outcome,Asylum Case Outcome Group,Applicant type,UASC,Sex,Age Group,Decisions
2021-09-30,2021,3,Syria,Middle East,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Female,17 and under,1
2021-09-30,2021,3,Syria,Middle East,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Male,17 and under,2
2021-09-30,2021,3,Syria,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Female,18 to 24,1
2021-09-30,2021,3,Syria,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Female,25 to 39,1
2021-09-30,2021,3,Syria,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,17 and under,3
2021-09-30,2021,3,Syria,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,18 to 24,84
2021-09-30,2021,3,Syria,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,92
2021-09-30,2021,3,Syria,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,40 and over,25
2021-09-30,2021,3,Syria,Middle East,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,49
2021-09-30,2021,3,Syria,Middle East,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,18 to 24,1
2021-09-30,2021,3,Tunisia,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,2
2021-09-30,2021,3,Turkey,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,25 to 39,2
2021-09-30,2021,3,Turkey,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,7
2021-09-30,2021,3,Turkey,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,10
2021-09-30,2021,3,Turkey,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,2
2021-09-30,2021,3,Turkey,Europe Other,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,18 to 24,1
2021-09-30,2021,3,Turkey,Europe Other,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,1
2021-09-30,2021,3,Vietnam,Asia South East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,18 to 24,1
2021-09-30,2021,3,Vietnam,Asia South East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,25 to 39,2
2021-09-30,2021,3,Vietnam,Asia South East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,17 and under,1
2021-09-30,2021,3,Vietnam,Asia South East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,18 to 24,1
2021-09-30,2021,3,Vietnam,Asia South East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,25 to 39,1
2021-09-30,2021,3,Vietnam,Asia South East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,18 to 24,7
2021-09-30,2021,3,Vietnam,Asia South East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,25 to 39,4
2021-09-30,2021,3,Vietnam,Asia South East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,44
2021-09-30,2021,3,Vietnam,Asia South East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,84
2021-09-30,2021,3,Vietnam,Asia South East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,9
2021-09-30,2021,3,Vietnam,Asia South East,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Female,17 and under,1
2021-09-30,2021,3,Vietnam,Asia South East,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,17 and under,3
2021-09-30,2021,3,Vietnam,Asia South East,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,18 to 24,2
2021-09-30,2021,3,Vietnam,Asia South East,Non-substantiated withdrawal,Withdrawn,Dependant,Non-UASC,Female,25 to 39,1
2021-09-30,2021,3,Vietnam,Asia South East,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Female,18 to 24,3
2021-09-30,2021,3,Vietnam,Asia South East,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Female,25 to 39,1
2021-09-30,2021,3,Vietnam,Asia South East,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,17 and under,1
2021-09-30,2021,3,Vietnam,Asia South East,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,18 to 24,29
2021-09-30,2021,3,Vietnam,Asia South East,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,67
2021-09-30,2021,3,Vietnam,Asia South East,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,40 and over,14
2021-09-30,2021,3,Vietnam,Asia South East,Non-substantiated withdrawal,Withdrawn,Main applicant,UASC,Male,17 and under,1
2021-09-30,2021,3,Vietnam,Asia South East,Non-substantiated withdrawal,Withdrawn,Main applicant,UASC,Male,18 to 24,2
2021-09-30,2021,3,Vietnam,Asia South East,Other Refusals,Refused,Main applicant,Non-UASC,Male,25 to 39,3
2021-09-30,2021,3,Vietnam,Asia South East,Other Withdrawal,Withdrawn,Dependant,Non-UASC,Male,18 to 24,1
2021-09-30,2021,3,Vietnam,Asia South East,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Female,25 to 39,1
2021-09-30,2021,3,Vietnam,Asia South East,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,4
2021-09-30,2021,3,Vietnam,Asia South East,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,40 and over,1
2021-09-30,2021,3,Vietnam,Asia South East,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Female,25 to 39,1
2021-09-30,2021,3,Vietnam,Asia South East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Female,25 to 39,1
2021-09-30,2021,3,Vietnam,Asia South East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,1
2021-09-30,2021,3,Vietnam,Asia South East,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,9
2021-09-30,2021,3,Western Sahara,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,1
2021-09-30,2021,3,Yemen,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,18 to 24,4
2021-09-30,2021,3,Yemen,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,8
2021-09-30,2021,3,Yemen,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,16
2021-09-30,2021,3,Yemen,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,2
2021-09-30,2021,3,Yemen,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,17 and under,2
2021-09-30,2021,3,Yemen,Middle East,Humanitarian Protection,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,4
2021-09-30,2021,3,Yemen,Middle East,Humanitarian Protection,Grant of Protection,Main applicant,Non-UASC,Male,40 and over,2
2021-09-30,2021,3,Yemen,Middle East,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,18 to 24,1
2021-09-30,2021,3,Yemen,Middle East,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,40 and over,1
2021-09-30,2021,3,Yemen,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Female,25 to 39,1
2021-09-30,2021,3,Yemen,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,18 to 24,3
2021-09-30,2021,3,Yemen,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,5
2021-09-30,2021,3,Yemen,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,40 and over,2
2021-12-31,2021,4,Afghanistan,Asia Central,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,17 and under,4
2021-12-31,2021,4,Afghanistan,Asia Central,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,17 and under,3
2021-12-31,2021,4,Afghanistan,Asia Central,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,18 to 24,2
2021-12-31,2021,4,Afghanistan,Asia Central,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,25 to 39,3
2021-12-31,2021,4,Afghanistan,Asia Central,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,40 and over,1
2021-12-31,2021,4,Afghanistan,Asia Central,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,17 and under,3
2021-12-31,2021,4,Afghanistan,Asia Central,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,158
2021-12-31,2021,4,Afghanistan,Asia Central,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,182
2021-12-31,2021,4,Afghanistan,Asia Central,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,13
2021-12-31,2021,4,Afghanistan,Asia Central,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,17 and under,31
2021-12-31,2021,4,Afghanistan,Asia Central,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,18 to 24,8
2021-12-31,2021,4,Afghanistan,Asia Central,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,25 to 39,2
2021-12-31,2021,4,Afghanistan,Asia Central,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,18 to 24,13
2021-12-31,2021,4,Afghanistan,Asia Central,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,7
2021-12-31,2021,4,Afghanistan,Asia Central,Non-substantiated withdrawal,Withdrawn,Main applicant,UASC,Male,17 and under,4
2021-12-31,2021,4,Afghanistan,Asia Central,Non-substantiated withdrawal,Withdrawn,Main applicant,UASC,Male,25 to 39,1
2021-12-31,2021,4,Afghanistan,Asia Central,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,2
2021-12-31,2021,4,Afghanistan,Asia Central,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,40 and over,1
2021-12-31,2021,4,Afghanistan,Asia Central,Other Withdrawal,Withdrawn,Main applicant,UASC,Male,17 and under,3
2021-12-31,2021,4,Afghanistan,Asia Central,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Female,25 to 39,1
2021-12-31,2021,4,Afghanistan,Asia Central,Refugee Permission,Grant of Protection,Dependant,Non-UASC,Male,17 and under,3
2021-12-31,2021,4,Afghanistan,Asia Central,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,17 and under,1
2021-12-31,2021,4,Afghanistan,Asia Central,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,18 to 24,1
2021-12-31,2021,4,Afghanistan,Asia Central,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,4
2021-12-31,2021,4,Afghanistan,Asia Central,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,40 and over,2
2021-12-31,2021,4,Afghanistan,Asia Central,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,112
2021-12-31,2021,4,Albania,Europe Other,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,25 to 39,1
2021-12-31,2021,4,Albania,Europe Other,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,17 and under,2
2021-12-31,2021,4,Albania,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,25 to 39,1
2021-12-31,2021,4,Albania,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,40 and over,1
2021-12-31,2021,4,Albania,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,70
2021-12-31,2021,4,Albania,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,63
2021-12-31,2021,4,Albania,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,10
2021-12-31,2021,4,Albania,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,17 and under,8
2021-12-31,2021,4,Albania,Europe Other,Certified Refusal,Refused,Main applicant,Non-UASC,Male,18 to 24,6
2021-12-31,2021,4,Albania,Europe Other,Certified Refusal,Refused,Main applicant,Non-UASC,Male,25 to 39,8
2021-12-31,2021,4,Albania,Europe Other,Certified Refusal,Refused,Main applicant,Non-UASC,Male,40 and over,4
2021-12-31,2021,4,Albania,Europe Other,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,18 to 24,129
2021-12-31,2021,4,Albania,Europe Other,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,100
2021-12-31,2021,4,Albania,Europe Other,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,40 and over,12
2021-12-31,2021,4,Albania,Europe Other,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Unknown,25 to 39,1
2021-12-31,2021,4,Albania,Europe Other,Non-substantiated withdrawal,Withdrawn,Main applicant,UASC,Male,17 and under,1
2021-12-31,2021,4,Albania,Europe Other,Other Refusals,Refused,Dependant,Non-UASC,Female,17 and under,1
2021-12-31,2021,4,Albania,Europe Other,Other Refusals,Refused,Dependant,Non-UASC,Male,17 and under,1
2021-12-31,2021,4,Albania,Europe Other,Other Refusals,Refused,Main applicant,Non-UASC,Female,40 and over,1
2021-12-31,2021,4,Albania,Europe Other,Other Refusals,Refused,Main applicant,UASC,Male,17 and under,3
2021-12-31,2021,4,Albania,Europe Other,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,18 to 24,35
2021-12-31,2021,4,Albania,Europe Other,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,67
2021-12-31,2021,4,Albania,Europe Other,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,40 and over,5
2021-12-31,2021,4,Algeria,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,9
2021-12-31,2021,4,Algeria,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,35
2021-12-31,2021,4,Algeria,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,2
2021-12-31,2021,4,Algeria,Africa North,Humanitarian Protection,Grant of Protection,Main applicant,UASC,Male,17 and under,1
2021-12-31,2021,4,Algeria,Africa North,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,18 to 24,1
2021-12-31,2021,4,Algeria,Africa North,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,4
2021-12-31,2021,4,Algeria,Africa North,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,1
2021-12-31,2021,4,Bangladesh,Asia South,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,1
2021-12-31,2021,4,Chad,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,3
2021-12-31,2021,4,Chad,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,4
2021-12-31,2021,4,Chad,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,17 and under,3
2021-12-31,2021,4,Chad,Africa Sub-Saharan,Other Refusals,Refused,Main applicant,UASC,Male,17 and under,1
2021-12-31,2021,4,Chad,Africa Sub-Saharan,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,1
2021-12-31,2021,4,China,Asia East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,2
2021-12-31,2021,4,China,Asia East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,1
2021-12-31,2021,4,China,Asia East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,2
2021-12-31,2021,4,China,Asia East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Unknown,40 and over,1
2021-12-31,2021,4,China,Asia East,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,18 to 24,1
2021-12-31,2021,4,Egypt,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,57
2021-12-31,2021,4,Egypt,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,74
2021-12-31,2021,4,Egypt,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,11
2021-12-31,2021,4,Egypt,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,17 and under,19
2021-12-31,2021,4,Egypt,Africa North,Humanitarian Protection,Grant of Protection,Main applicant,UASC,Male,17 and under,2
2021-12-31,2021,4,Egypt,Africa North,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,18 to 24,7
2021-12-31,2021,4,Egypt,Africa North,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,7
2021-12-31,2021,4,Egypt,Africa North,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,40 and over,1
2021-12-31,2021,4,Egypt,Africa North,Other Refusals,Refused,Main applicant,UASC,Male,17 and under,4
2021-12-31,2021,4,Egypt,Africa North,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,2
2021-12-31,2021,4,Egypt,Africa North,UASC Leave,Grant of Other Leave,Main applicant,UASC,Male,17 and under,1
2021-12-31,2021,4,Eritrea,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,17 and under,3
2021-12-31,2021,4,Eritrea,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,18 to 24,2
2021-12-31,2021,4,Eritrea,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,25 to 39,1
2021-12-31,2021,4,Eritrea,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,17 and under,6
2021-12-31,2021,4,Eritrea,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,25 to 39,1
2021-12-31,2021,4,Eritrea,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Unknown,17 and under,2
2021-12-31,2021,4,Eritrea,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,18 to 24,17
2021-12-31,2021,4,Eritrea,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,25 to 39,14
2021-12-31,2021,4,Eritrea,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,40 and over,2
2021-12-31,2021,4,Eritrea,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,86
