Date,Nationality,Region,Support Type,Support Sub-Type,UK Region,People
2018-03-31,Burma,Asia South East,Section 95,Dispersed Accommodation,West Midlands,4
2018-03-31,Burma,Asia South East,Section 95,Dispersed Accommodation,Yorkshire and The Humber,5
2018-03-31,Burma,Asia South East,Section 95,Subsistence Only,London,1
2018-03-31,Burma,Asia South East,Section 95,Subsistence Only,South East,1
2018-03-31,Burundi,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East Midlands,6
2018-03-31,Burundi,Africa Sub-Saharan,Section 95,Dispersed Accommodation,London,3
2018-03-31,Burundi,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,1
2018-03-31,Burundi,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,11
2018-03-31,Burundi,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Scotland,2
2018-03-31,Burundi,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South West,1
2018-03-31,Burundi,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Wales,2
2018-03-31,Burundi,Africa Sub-Saharan,Section 95,Dispersed Accommodation,West Midlands,7
2018-03-31,Burundi,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,4
2018-03-31,Burundi,Africa Sub-Saharan,Section 95,Subsistence Only,London,1
2018-03-31,Burundi,Africa Sub-Saharan,Section 95,Subsistence Only,West Midlands,4
2018-03-31,Cambodia,Asia South East,Section 95,Dispersed Accommodation,London,1
2018-03-31,Cambodia,Asia South East,Section 95,Dispersed Accommodation,South West,1
2018-03-31,Cameroon,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East Midlands,15
2018-03-31,Cameroon,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East of England,1
2018-03-31,Cameroon,Africa Sub-Saharan,Section 95,Dispersed Accommodation,London,23
2018-03-31,Cameroon,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,20
2018-03-31,Cameroon,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,43
2018-03-31,Cameroon,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Scotland,19
2018-03-31,Cameroon,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South East,3
2018-03-31,Cameroon,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South West,2
2018-03-31,Cameroon,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Wales,15
2018-03-31,Cameroon,Africa Sub-Saharan,Section 95,Dispersed Accommodation,West Midlands,43
2018-03-31,Cameroon,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,35
2018-03-31,Cameroon,Africa Sub-Saharan,Section 95,Subsistence Only,East Midlands,1
2018-03-31,Cameroon,Africa Sub-Saharan,Section 95,Subsistence Only,London,4
2018-03-31,Cameroon,Africa Sub-Saharan,Section 95,Subsistence Only,North West,1
2018-03-31,Cameroon,Africa Sub-Saharan,Section 95,Subsistence Only,West Midlands,3
2018-03-31,Canada,America North,Section 95,Dispersed Accommodation,Scotland,1
2018-03-31,Canada,America North,Section 95,Dispersed Accommodation,West Midlands,4
2018-03-31,Canada,America North,Section 95,Dispersed Accommodation,Yorkshire and The Humber,4
2018-03-31,Cape Verde,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,4
2018-03-31,Central African Republic,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,3
2018-03-31,Central African Republic,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,2
2018-03-31,Chad,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,6
2018-03-31,Chad,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,6
2018-03-31,Chad,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Scotland,1
2018-03-31,Chad,Africa Sub-Saharan,Section 95,Dispersed Accommodation,West Midlands,6
2018-03-31,Chad,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,1
2018-03-31,China,Asia East,Section 95,Dispersed Accommodation,East Midlands,182
2018-03-31,China,Asia East,Section 95,Dispersed Accommodation,East of England,37
2018-03-31,China,Asia East,Section 95,Dispersed Accommodation,London,197
2018-03-31,China,Asia East,Section 95,Dispersed Accommodation,North East,159
2018-03-31,China,Asia East,Section 95,Dispersed Accommodation,North West,499
2018-03-31,China,Asia East,Section 95,Dispersed Accommodation,Northern Ireland,153
2018-03-31,China,Asia East,Section 95,Dispersed Accommodation,Scotland,1039
2018-03-31,China,Asia East,Section 95,Dispersed Accommodation,South East,45
2018-03-31,China,Asia East,Section 95,Dispersed Accommodation,South West,43
2018-03-31,China,Asia East,Section 95,Dispersed Accommodation,Wales,347
2018-03-31,China,Asia East,Section 95,Dispersed Accommodation,West Midlands,309
2018-03-31,China,Asia East,Section 95,Dispersed Accommodation,Yorkshire and The Humber,228
2018-03-31,China,Asia East,Section 95,Subsistence Only,London,32
2018-03-31,China,Asia East,Section 95,Subsistence Only,North East,3
2018-03-31,China,Asia East,Section 95,Subsistence Only,North West,6
2018-03-31,China,Asia East,Section 95,Subsistence Only,Scotland,7
2018-03-31,China,Asia East,Section 95,Subsistence Only,South West,14
2018-03-31,China,Asia East,Section 95,Subsistence Only,West Midlands,6
2018-03-31,China,Asia East,Section 95,Subsistence Only,Yorkshire and The Humber,2
2018-03-31,Colombia,America Central and South,Section 95,Dispersed Accommodation,East Midlands,6
2018-03-31,Colombia,America Central and South,Section 95,Dispersed Accommodation,Wales,1
2018-03-31,Colombia,America Central and South,Section 95,Dispersed Accommodation,West Midlands,7
2018-03-31,Colombia,America Central and South,Section 95,Dispersed Accommodation,Yorkshire and The Humber,4
2018-03-31,Comoros,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,7
2018-03-31,Comoros,Africa Sub-Saharan,Section 95,Dispersed Accommodation,West Midlands,3
2018-03-31,Congo,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East Midlands,3
2018-03-31,Congo,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East of England,1
2018-03-31,Congo,Africa Sub-Saharan,Section 95,Dispersed Accommodation,London,40
2018-03-31,Congo,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,24
2018-03-31,Congo,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,85
2018-03-31,Congo,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Northern Ireland,2
2018-03-31,Congo,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Scotland,15
2018-03-31,Congo,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South East,5
2018-03-31,Congo,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South West,5
2018-03-31,Congo,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Wales,16
2018-03-31,Congo,Africa Sub-Saharan,Section 95,Dispersed Accommodation,West Midlands,36
2018-03-31,Congo,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,41
2018-03-31,Congo,Africa Sub-Saharan,Section 95,Subsistence Only,East Midlands,3
2018-03-31,Congo,Africa Sub-Saharan,Section 95,Subsistence Only,London,11
2018-03-31,Congo,Africa Sub-Saharan,Section 95,Subsistence Only,North East,1
2018-03-31,Congo,Africa Sub-Saharan,Section 95,Subsistence Only,North West,2
2018-03-31,Congo,Africa Sub-Saharan,Section 95,Subsistence Only,South East,1
2018-03-31,Congo,Africa Sub-Saharan,Section 95,Subsistence Only,West Midlands,2
2018-03-31,Congo (Democratic Republic),Africa Sub-Saharan,Section 95,Dispersed Accommodation,East Midlands,16
2018-03-31,Congo (Democratic Republic),Africa Sub-Saharan,Section 95,Dispersed Accommodation,East of England,3
2018-03-31,Congo (Democratic Republic),Africa Sub-Saharan,Section 95,Dispersed Accommodation,London,31
2018-03-31,Congo (Democratic Republic),Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,24
2018-03-31,Congo (Democratic Republic),Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,67
2018-03-31,Congo (Democratic Republic),Africa Sub-Saharan,Section 95,Dispersed Accommodation,Northern Ireland,11
2018-03-31,Congo (Democratic Republic),Africa Sub-Saharan,Section 95,Dispersed Accommodation,Scotland,6
2018-03-31,Congo (Democratic Republic),Africa Sub-Saharan,Section 95,Dispersed Accommodation,South East,2
2018-03-31,Congo (Democratic Republic),Africa Sub-Saharan,Section 95,Dispersed Accommodation,South West,3
2018-03-31,Congo (Democratic Republic),Africa Sub-Saharan,Section 95,Dispersed Accommodation,Wales,13
2018-03-31,Congo (Democratic Republic),Africa Sub-Saharan,Section 95,Dispersed Accommodation,West Midlands,12
2018-03-31,Congo (Democratic Republic),Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,13
2018-03-31,Congo (Democratic Republic),Africa Sub-Saharan,Section 95,Subsistence Only,East of England,5
2018-03-31,Congo (Democratic Republic),Africa Sub-Saharan,Section 95,Subsistence Only,London,11
2018-03-31,Congo (Democratic Republic),Africa Sub-Saharan,Section 95,Subsistence Only,North West,2
2018-03-31,Congo (Democratic Republic),Africa Sub-Saharan,Section 95,Subsistence Only,West Midlands,7
2018-03-31,Cuba,America Central and South,Section 95,Dispersed Accommodation,London,2
2018-03-31,Cuba,America Central and South,Section 95,Subsistence Only,London,1
2018-03-31,Cyprus,EU Other,Section 95,Dispersed Accommodation,Scotland,5
2018-03-31,Cyprus (Northern part of),Europe Other,Section 95,Dispersed Accommodation,Scotland,4
2018-03-31,Cyprus (Northern part of),Europe Other,Section 95,Dispersed Accommodation,Wales,2
2018-03-31,Cyprus (Northern part of),Europe Other,Section 95,Subsistence Only,London,1
2018-03-31,Djibouti,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Wales,1
2018-03-31,Dominica,America Central and South,Section 95,Dispersed Accommodation,East Midlands,1
2018-03-31,Dominica,America Central and South,Section 95,Dispersed Accommodation,London,4
2018-03-31,Dominica,America Central and South,Section 95,Dispersed Accommodation,West Midlands,5
2018-03-31,Dominican Republic,America Central and South,Section 95,Dispersed Accommodation,North East,1
2018-03-31,Egypt,Africa North,Section 95,Dispersed Accommodation,East Midlands,11
2018-03-31,Egypt,Africa North,Section 95,Dispersed Accommodation,East of England,2
2018-03-31,Egypt,Africa North,Section 95,Dispersed Accommodation,London,41
2018-03-31,Egypt,Africa North,Section 95,Dispersed Accommodation,North East,43
2018-03-31,Egypt,Africa North,Section 95,Dispersed Accommodation,North West,127
2018-03-31,Egypt,Africa North,Section 95,Dispersed Accommodation,Northern Ireland,15
2018-03-31,Egypt,Africa North,Section 95,Dispersed Accommodation,Scotland,45
2018-03-31,Egypt,Africa North,Section 95,Dispersed Accommodation,South East,3
2018-03-31,Egypt,Africa North,Section 95,Dispersed Accommodation,South West,13
2018-03-31,Egypt,Africa North,Section 95,Dispersed Accommodation,Wales,33
2018-03-31,Egypt,Africa North,Section 95,Dispersed Accommodation,West Midlands,25
2018-03-31,Egypt,Africa North,Section 95,Dispersed Accommodation,Yorkshire and The Humber,63
2018-03-31,Egypt,Africa North,Section 95,Subsistence Only,East Midlands,4
2018-03-31,Egypt,Africa North,Section 95,Subsistence Only,East of England,1
2018-03-31,Egypt,Africa North,Section 95,Subsistence Only,London,10
2018-03-31,Egypt,Africa North,Section 95,Subsistence Only,North West,2
2018-03-31,Egypt,Africa North,Section 95,Subsistence Only,Northern Ireland,1
2018-03-31,Egypt,Africa North,Section 95,Subsistence Only,South East,12
2018-03-31,Egypt,Africa North,Section 95,Subsistence Only,Yorkshire and The Humber,5
2018-03-31,El Salvador,America Central and South,Section 95,Dispersed Accommodation,East of England,1
2018-03-31,El Salvador,America Central and South,Section 95,Dispersed Accommodation,London,6
2018-03-31,El Salvador,America Central and South,Section 95,Dispersed Accommodation,North East,10
2018-03-31,El Salvador,America Central and South,Section 95,Dispersed Accommodation,North West,14
2018-03-31,El Salvador,America Central and South,Section 95,Dispersed Accommodation,Scotland,22
2018-03-31,El Salvador,America Central and South,Section 95,Dispersed Accommodation,South West,4
2018-03-31,El Salvador,America Central and South,Section 95,Dispersed Accommodation,Wales,25
2018-03-31,El Salvador,America Central and South,Section 95,Dispersed Accommodation,West Midlands,13
2018-03-31,El Salvador,America Central and South,Section 95,Dispersed Accommodation,Yorkshire and The Humber,5
2018-03-31,El Salvador,America Central and South,Section 95,Subsistence Only,North West,3
2018-03-31,Equatorial Guinea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South East,3
2018-03-31,Eritrea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East Midlands,95
2018-03-31,Eritrea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East of England,9
2018-03-31,Eritrea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,London,56
2018-03-31,Eritrea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,167
2018-03-31,Eritrea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,297
2018-03-31,Eritrea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Northern Ireland,5
2018-03-31,Eritrea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Scotland,66
2018-03-31,Eritrea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South East,6
2018-03-31,Eritrea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South West,23
2018-03-31,Eritrea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Wales,86
2018-03-31,Eritrea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,West Midlands,168
2018-03-31,Eritrea,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,163
2018-03-31,Eritrea,Africa Sub-Saharan,Section 95,Subsistence Only,East of England,1
2018-03-31,Eritrea,Africa Sub-Saharan,Section 95,Subsistence Only,London,2
2018-03-31,Eritrea,Africa Sub-Saharan,Section 95,Subsistence Only,North East,1
2018-03-31,Eritrea,Africa Sub-Saharan,Section 95,Subsistence Only,North West,3
2018-03-31,Eritrea,Africa Sub-Saharan,Section 95,Subsistence Only,West Midlands,5
2018-03-31,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East Midlands,38
2018-03-31,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East of England,3
2018-03-31,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,London,28
2018-03-31,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,93
2018-03-31,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,149
2018-03-31,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Northern Ireland,5
2018-03-31,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Scotland,23
2018-03-31,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South East,4
2018-03-31,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South West,12
2018-03-31,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Wales,42
2018-03-31,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,West Midlands,74
2018-03-31,Ethiopia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,64
2018-03-31,Ethiopia,Africa Sub-Saharan,Section 95,Subsistence Only,East Midlands,1
2018-03-31,Ethiopia,Africa Sub-Saharan,Section 95,Subsistence Only,London,1
2018-03-31,Ethiopia,Africa Sub-Saharan,Section 95,Subsistence Only,North East,1
2018-03-31,Ethiopia,Africa Sub-Saharan,Section 95,Subsistence Only,South East,1
2018-03-31,France,EU 14,Section 95,Dispersed Accommodation,East of England,2
2018-03-31,France,EU 14,Section 95,Dispersed Accommodation,North West,1
2018-03-31,French Guiana,America Central and South,Section 95,Dispersed Accommodation,North West,2
2018-03-31,Gabon,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,5
2018-03-31,Gabon,Africa Sub-Saharan,Section 95,Subsistence Only,London,1
2018-03-31,"Gambia, The",Africa Sub-Saharan,Section 95,Dispersed Accommodation,East Midlands,8
2018-03-31,"Gambia, The",Africa Sub-Saharan,Section 95,Dispersed Accommodation,London,14
2018-03-31,"Gambia, The",Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,29
2018-03-31,"Gambia, The",Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,71
2018-03-31,"Gambia, The",Africa Sub-Saharan,Section 95,Dispersed Accommodation,Scotland,59
2018-03-31,"Gambia, The",Africa Sub-Saharan,Section 95,Dispersed Accommodation,South East,2
2018-03-31,"Gambia, The",Africa Sub-Saharan,Section 95,Dispersed Accommodation,South West,12
2018-03-31,"Gambia, The",Africa Sub-Saharan,Section 95,Dispersed Accommodation,Wales,15
2018-03-31,"Gambia, The",Africa Sub-Saharan,Section 95,Dispersed Accommodation,West Midlands,51
2018-03-31,"Gambia, The",Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,39
2018-03-31,"Gambia, The",Africa Sub-Saharan,Section 95,Subsistence Only,East of England,4
2018-03-31,"Gambia, The",Africa Sub-Saharan,Section 95,Subsistence Only,London,6
2018-03-31,"Gambia, The",Africa Sub-Saharan,Section 95,Subsistence Only,North East,3
2018-03-31,"Gambia, The",Africa Sub-Saharan,Section 95,Subsistence Only,North West,1
2018-03-31,"Gambia, The",Africa Sub-Saharan,Section 95,Subsistence Only,South East,1
2018-03-31,"Gambia, The",Africa Sub-Saharan,Section 95,Subsistence Only,South West,2
2018-03-31,"Gambia, The",Africa Sub-Saharan,Section 95,Subsistence Only,West Midlands,6
2018-03-31,"Gambia, The",Africa Sub-Saharan,Section 95,Subsistence Only,Yorkshire and The Humber,1
2018-03-31,Georgia,Europe Other,Section 95,Dispersed Accommodation,East Midlands,1
2018-03-31,Georgia,Europe Other,Section 95,Dispersed Accommodation,East of England,5
2018-03-31,Georgia,Europe Other,Section 95,Dispersed Accommodation,London,32
2018-03-31,Georgia,Europe Other,Section 95,Dispersed Accommodation,North East,22
