Date,Year,Quarter,Return destination,Return destination region,Number of foreign national offender returns
2016-10-01,2016,4,New Zealand,Oceania,1
2016-10-01,2016,4,Nigeria,Africa Sub-Saharan,32
2016-10-01,2016,4,Norway,Europe Other,3
2016-10-01,2016,4,Other and unknown,Other,61
2016-10-01,2016,4,Pakistan,Asia South,23
2016-10-01,2016,4,Philippines,Asia South East,3
2016-10-01,2016,4,Poland,EU 8,246
2016-10-01,2016,4,Portugal,EU 14,27
2016-10-01,2016,4,Romania,EU 2,297
2016-10-01,2016,4,Russia,Europe Other,3
2016-10-01,2016,4,Senegal,Africa Sub-Saharan,1
2016-10-01,2016,4,Serbia,Europe Other,1
2016-10-01,2016,4,Sierra Leone,Africa Sub-Saharan,4
2016-10-01,2016,4,Slovakia,EU 8,37
2016-10-01,2016,4,Slovenia,EU 8,1
2016-10-01,2016,4,Somalia,Africa Sub-Saharan,6
2016-10-01,2016,4,South Africa,Africa Sub-Saharan,2
2016-10-01,2016,4,Spain,EU 14,15
2016-10-01,2016,4,Sri Lanka,Asia South,10
2016-10-01,2016,4,St. Lucia,America Central and South,1
2016-10-01,2016,4,Sudan,Africa North,1
2016-10-01,2016,4,Sweden,EU 14,6
2016-10-01,2016,4,Thailand,Asia South East,2
2016-10-01,2016,4,Togo,Africa Sub-Saharan,1
2016-10-01,2016,4,Trinidad and Tobago,America Central and South,2
2016-10-01,2016,4,Turkey,Europe Other,1
2016-10-01,2016,4,Uganda,Africa Sub-Saharan,1
2016-10-01,2016,4,Ukraine,Europe Other,8
2016-10-01,2016,4,United States,America North,8
2016-10-01,2016,4,Uzbekistan,Asia Central,1
2016-10-01,2016,4,Vietnam,Asia South East,39
2016-10-01,2016,4,Zimbabwe,Africa Sub-Saharan,3
2017-01-01,2017,1,Afghanistan,Asia Central,10
2017-01-01,2017,1,Albania,Europe Other,101
2017-01-01,2017,1,Algeria,Africa North,22
2017-01-01,2017,1,Antigua and Barbuda,America Central and South,3
2017-01-01,2017,1,Australia,Oceania,1
2017-01-01,2017,1,Austria,EU 14,1
2017-01-01,2017,1,Bangladesh,Asia South,6
2017-01-01,2017,1,Barbados,America Central and South,1
2017-01-01,2017,1,Belgium,EU 14,2
2017-01-01,2017,1,Brazil,America Central and South,9
2017-01-01,2017,1,Bulgaria,EU 2,33
2017-01-01,2017,1,Cameroon,Africa Sub-Saharan,1
2017-01-01,2017,1,Canada,America North,2
2017-01-01,2017,1,Chile,America Central and South,9
2017-01-01,2017,1,China,Asia East,18
2017-01-01,2017,1,Colombia,America Central and South,2
2017-01-01,2017,1,Congo,Africa Sub-Saharan,1
2017-01-01,2017,1,Congo (Democratic Republic),Africa Sub-Saharan,9
2017-01-01,2017,1,Costa Rica,America Central and South,1
2017-01-01,2017,1,Croatia,EU Other,1
2017-01-01,2017,1,Cyprus,EU Other,1
2017-01-01,2017,1,Czech Republic,EU 8,22
2017-01-01,2017,1,Denmark,EU 14,4
2017-01-01,2017,1,Dominica,America Central and South,1
2017-01-01,2017,1,East Timor,Asia South East,1
2017-01-01,2017,1,Ecuador,America Central and South,1
2017-01-01,2017,1,Egypt,Africa North,1
2017-01-01,2017,1,Equatorial Guinea,Africa Sub-Saharan,2
2017-01-01,2017,1,Ethiopia,Africa Sub-Saharan,1
2017-01-01,2017,1,Finland,EU 14,1
2017-01-01,2017,1,France,EU 14,34
2017-01-01,2017,1,"Gambia, The",Africa Sub-Saharan,4
2017-01-01,2017,1,Georgia,Europe Other,3
2017-01-01,2017,1,Germany,EU 14,8
2017-01-01,2017,1,Ghana,Africa Sub-Saharan,15
2017-01-01,2017,1,Greece,EU 14,4
2017-01-01,2017,1,Hungary,EU 8,18
2017-01-01,2017,1,India,Asia South,32
2017-01-01,2017,1,Iran,Middle East,4
2017-01-01,2017,1,Iraq,Middle East,9
2017-01-01,2017,1,Ireland,EU 14,4
2017-01-01,2017,1,Israel,Middle East,2
2017-01-01,2017,1,Italy,EU 14,24
2017-01-01,2017,1,Ivory Coast,Africa Sub-Saharan,1
2017-01-01,2017,1,Jamaica,America Central and South,45
2017-01-01,2017,1,Kenya,Africa Sub-Saharan,2
2017-01-01,2017,1,Kosovo,Europe Other,1
2017-01-01,2017,1,Latvia,EU 8,59
2017-01-01,2017,1,Libya,Africa North,1
2017-01-01,2017,1,Lithuania,EU 8,177
2017-01-01,2017,1,Macedonia,Europe Other,1
2017-01-01,2017,1,Malawi,Africa Sub-Saharan,1
2017-01-01,2017,1,Malaysia,Asia South East,4
2017-01-01,2017,1,Mexico,America Central and South,3
2017-01-01,2017,1,Moldova,Europe Other,4
2017-01-01,2017,1,Morocco,Africa North,6
2017-01-01,2017,1,Namibia,Africa Sub-Saharan,1
2017-01-01,2017,1,Nepal,Asia South,1
2017-01-01,2017,1,Netherlands,EU 14,32
2017-01-01,2017,1,Nigeria,Africa Sub-Saharan,44
2017-01-01,2017,1,Other and unknown,Other,63
2017-01-01,2017,1,Pakistan,Asia South,33
2017-01-01,2017,1,Peru,America Central and South,1
2017-01-01,2017,1,Philippines,Asia South East,1
2017-01-01,2017,1,Poland,EU 8,273
2017-01-01,2017,1,Portugal,EU 14,37
2017-01-01,2017,1,Romania,EU 2,348
2017-01-01,2017,1,Russia,Europe Other,3
2017-01-01,2017,1,Saudi Arabia,Middle East,3
2017-01-01,2017,1,Senegal,Africa Sub-Saharan,1
2017-01-01,2017,1,Serbia,Europe Other,1
2017-01-01,2017,1,Sierra Leone,Africa Sub-Saharan,1
2017-01-01,2017,1,Slovakia,EU 8,29
2017-01-01,2017,1,Somalia,Africa Sub-Saharan,6
2017-01-01,2017,1,South Africa,Africa Sub-Saharan,4
2017-01-01,2017,1,Spain,EU 14,15
2017-01-01,2017,1,Sri Lanka,Asia South,4
2017-01-01,2017,1,St. Lucia,America Central and South,2
2017-01-01,2017,1,Sweden,EU 14,8
2017-01-01,2017,1,Thailand,Asia South East,2
2017-01-01,2017,1,Trinidad and Tobago,America Central and South,6
2017-01-01,2017,1,Tunisia,Africa North,1
2017-01-01,2017,1,Turkey,Europe Other,4
2017-01-01,2017,1,Ukraine,Europe Other,10
2017-01-01,2017,1,United States,America North,6
2017-01-01,2017,1,Vietnam,Asia South East,21
2017-01-01,2017,1,Zambia,Africa Sub-Saharan,4
2017-01-01,2017,1,Zimbabwe,Africa Sub-Saharan,4
2017-04-01,2017,2,Afghanistan,Asia Central,10
2017-04-01,2017,2,Albania,Europe Other,141
2017-04-01,2017,2,Algeria,Africa North,20
2017-04-01,2017,2,Angola,Africa Sub-Saharan,2
2017-04-01,2017,2,Argentina,America Central and South,1
2017-04-01,2017,2,Australia,Oceania,2
2017-04-01,2017,2,Austria,EU 14,4
2017-04-01,2017,2,Bangladesh,Asia South,15
2017-04-01,2017,2,Belarus,Europe Other,1
2017-04-01,2017,2,Belgium,EU 14,7
2017-04-01,2017,2,Bolivia,America Central and South,2
2017-04-01,2017,2,Bosnia and Herzegovina,Europe Other,1
2017-04-01,2017,2,Botswana,Africa Sub-Saharan,2
2017-04-01,2017,2,Brazil,America Central and South,10
2017-04-01,2017,2,Bulgaria,EU 2,35
2017-04-01,2017,2,Burundi,Africa Sub-Saharan,1
2017-04-01,2017,2,Cameroon,Africa Sub-Saharan,3
2017-04-01,2017,2,Canada,America North,1
2017-04-01,2017,2,Chile,America Central and South,2
2017-04-01,2017,2,China,Asia East,18
2017-04-01,2017,2,Colombia,America Central and South,6
2017-04-01,2017,2,Congo (Democratic Republic),Africa Sub-Saharan,1
2017-04-01,2017,2,Czech Republic,EU 8,24
2017-04-01,2017,2,Denmark,EU 14,6
2017-04-01,2017,2,Dominica,America Central and South,1
2017-04-01,2017,2,Ecuador,America Central and South,5
2017-04-01,2017,2,Egypt,Africa North,2
2017-04-01,2017,2,Estonia,EU 8,2
2017-04-01,2017,2,Ethiopia,Africa Sub-Saharan,1
2017-04-01,2017,2,Fiji,Oceania,1
2017-04-01,2017,2,France,EU 14,51
2017-04-01,2017,2,"Gambia, The",Africa Sub-Saharan,2
2017-04-01,2017,2,Georgia,Europe Other,1
2017-04-01,2017,2,Germany,EU 14,9
2017-04-01,2017,2,Ghana,Africa Sub-Saharan,8
2017-04-01,2017,2,Greece,EU 14,2
2017-04-01,2017,2,Grenada,America Central and South,2
2017-04-01,2017,2,Guyana,America Central and South,1
2017-04-01,2017,2,Hong Kong,Asia East,1
2017-04-01,2017,2,Hungary,EU 8,12
2017-04-01,2017,2,India,Asia South,22
2017-04-01,2017,2,Iran,Middle East,1
2017-04-01,2017,2,Iraq,Middle East,13
2017-04-01,2017,2,Ireland,EU 14,8
2017-04-01,2017,2,Italy,EU 14,22
2017-04-01,2017,2,Ivory Coast,Africa Sub-Saharan,1
2017-04-01,2017,2,Jamaica,America Central and South,22
2017-04-01,2017,2,Kenya,Africa Sub-Saharan,1
2017-04-01,2017,2,Korea (South),Asia East,1
2017-04-01,2017,2,Kosovo,Europe Other,2
2017-04-01,2017,2,Kuwait,Middle East,1
2017-04-01,2017,2,Latvia,EU 8,38
2017-04-01,2017,2,Liberia,Africa Sub-Saharan,1
2017-04-01,2017,2,Lithuania,EU 8,122
2017-04-01,2017,2,Macedonia,Europe Other,1
2017-04-01,2017,2,Malaysia,Asia South East,3
2017-04-01,2017,2,Mauritius,Africa Sub-Saharan,5
2017-04-01,2017,2,Moldova,Europe Other,3
2017-04-01,2017,2,Mongolia,Asia East,1
2017-04-01,2017,2,Morocco,Africa North,10
2017-04-01,2017,2,Mozambique,Africa Sub-Saharan,1
2017-04-01,2017,2,Namibia,Africa Sub-Saharan,1
2017-04-01,2017,2,Nepal,Asia South,5
2017-04-01,2017,2,Netherlands,EU 14,28
2017-04-01,2017,2,New Zealand,Oceania,1
2017-04-01,2017,2,Nigeria,Africa Sub-Saharan,30
2017-04-01,2017,2,Other and unknown,Other,78
2017-04-01,2017,2,Pakistan,Asia South,20
2017-04-01,2017,2,Paraguay,America Central and South,1
2017-04-01,2017,2,Philippines,Asia South East,1
2017-04-01,2017,2,Poland,EU 8,242
2017-04-01,2017,2,Portugal,EU 14,49
2017-04-01,2017,2,Romania,EU 2,319
2017-04-01,2017,2,Russia,Europe Other,1
2017-04-01,2017,2,Saudi Arabia,Middle East,1
2017-04-01,2017,2,Senegal,Africa Sub-Saharan,1
2017-04-01,2017,2,Serbia,Europe Other,2
2017-04-01,2017,2,Sierra Leone,Africa Sub-Saharan,6
2017-04-01,2017,2,Slovakia,EU 8,25
2017-04-01,2017,2,Slovenia,EU 8,1
2017-04-01,2017,2,Somalia,Africa Sub-Saharan,5
2017-04-01,2017,2,Spain,EU 14,14
2017-04-01,2017,2,Sri Lanka,Asia South,2
2017-04-01,2017,2,St. Lucia,America Central and South,1
2017-04-01,2017,2,Sweden,EU 14,5
2017-04-01,2017,2,Switzerland,Europe Other,3
2017-04-01,2017,2,Taiwan,Asia East,1
2017-04-01,2017,2,Tanzania,Africa Sub-Saharan,1
2017-04-01,2017,2,Trinidad and Tobago,America Central and South,4
2017-04-01,2017,2,Tunisia,Africa North,2
2017-04-01,2017,2,Turkey,Europe Other,10
2017-04-01,2017,2,Uganda,Africa Sub-Saharan,1
2017-04-01,2017,2,Ukraine,Europe Other,9
2017-04-01,2017,2,United States,America North,11
2017-04-01,2017,2,Vietnam,Asia South East,30
2017-04-01,2017,2,Zambia,Africa Sub-Saharan,1
2017-04-01,2017,2,Zimbabwe,Africa Sub-Saharan,4
2017-07-01,2017,3,Afghanistan,Asia Central,10
2017-07-01,2017,3,Albania,Europe Other,146
2017-07-01,2017,3,Algeria,Africa North,15
2017-07-01,2017,3,Angola,Africa Sub-Saharan,1
2017-07-01,2017,3,Antigua and Barbuda,America Central and South,1
2017-07-01,2017,3,Argentina,America Central and South,1
2017-07-01,2017,3,Aruba,America Central and South,1
2017-07-01,2017,3,Australia,Oceania,1
2017-07-01,2017,3,Austria,EU 14,1
2017-07-01,2017,3,Bangladesh,Asia South,7
2017-07-01,2017,3,Barbados,America Central and South,1
2017-07-01,2017,3,Belarus,Europe Other,1
2017-07-01,2017,3,Belgium,EU 14,3
2017-07-01,2017,3,Bolivia,America Central and South,2
2017-07-01,2017,3,Brazil,America Central and South,5
2017-07-01,2017,3,Bulgaria,EU 2,26
2017-07-01,2017,3,Cameroon,Africa Sub-Saharan,1
2017-07-01,2017,3,Canada,America North,3
2017-07-01,2017,3,Cape Verde,Africa Sub-Saharan,1
2017-07-01,2017,3,Chile,America Central and South,5
2017-07-01,2017,3,China,Asia East,13
2017-07-01,2017,3,Colombia,America Central and South,3
2017-07-01,2017,3,Congo (Democratic Republic),Africa Sub-Saharan,3
2017-07-01,2017,3,Croatia,EU Other,1
2017-07-01,2017,3,Cyprus,EU Other,1
2017-07-01,2017,3,Czech Republic,EU 8,20
2017-07-01,2017,3,Denmark,EU 14,2
2017-07-01,2017,3,Dominican Republic,America Central and South,1
2017-07-01,2017,3,Ecuador,America Central and South,2
2017-07-01,2017,3,Egypt,Africa North,1
2017-07-01,2017,3,Estonia,EU 8,4
2017-07-01,2017,3,Ethiopia,Africa Sub-Saharan,1
2017-07-01,2017,3,France,EU 14,62
2017-07-01,2017,3,"Gambia, The",Africa Sub-Saharan,1
2017-07-01,2017,3,Georgia,Europe Other,1
2017-07-01,2017,3,Germany,EU 14,8
2017-07-01,2017,3,Ghana,Africa Sub-Saharan,14
2017-07-01,2017,3,Greece,EU 14,5
2017-07-01,2017,3,Guinea,Africa Sub-Saharan,1
2017-07-01,2017,3,Honduras,America Central and South,1
2017-07-01,2017,3,Hungary,EU 8,13
2017-07-01,2017,3,Iceland,Europe Other,1
2017-07-01,2017,3,India,Asia South,31
2017-07-01,2017,3,Iran,Middle East,4
2017-07-01,2017,3,Iraq,Middle East,11
2017-07-01,2017,3,Ireland,EU 14,3
2017-07-01,2017,3,Italy,EU 14,21
2017-07-01,2017,3,Jamaica,America Central and South,11
2017-07-01,2017,3,Korea (South),Asia East,1
2017-07-01,2017,3,Kosovo,Europe Other,1
2017-07-01,2017,3,Latvia,EU 8,53
2017-07-01,2017,3,Lithuania,EU 8,113
2017-07-01,2017,3,Macedonia,Europe Other,1
2017-07-01,2017,3,Malawi,Africa Sub-Saharan,1
2017-07-01,2017,3,Malaysia,Asia South East,3
2017-07-01,2017,3,Mexico,America Central and South,1
2017-07-01,2017,3,Moldova,Europe Other,1
2017-07-01,2017,3,Morocco,Africa North,4
2017-07-01,2017,3,Nepal,Asia South,2
2017-07-01,2017,3,Netherlands,EU 14,27
2017-07-01,2017,3,New Zealand,Oceania,1
2017-07-01,2017,3,Nigeria,Africa Sub-Saharan,27
2017-07-01,2017,3,Norway,Europe Other,3
2017-07-01,2017,3,Other and unknown,Other,83
2017-07-01,2017,3,Pakistan,Asia South,23
2017-07-01,2017,3,Philippines,Asia South East,1
2017-07-01,2017,3,Poland,EU 8,245
2017-07-01,2017,3,Portugal,EU 14,35
2017-07-01,2017,3,Qatar,Middle East,1
2017-07-01,2017,3,Romania,EU 2,260
2017-07-01,2017,3,Russia,Europe Other,1
2017-07-01,2017,3,Senegal,Africa Sub-Saharan,1
2017-07-01,2017,3,Sierra Leone,Africa Sub-Saharan,4
2017-07-01,2017,3,Slovakia,EU 8,31
2017-07-01,2017,3,Slovenia,EU 8,2
2017-07-01,2017,3,Somalia,Africa Sub-Saharan,7
2017-07-01,2017,3,South Africa,Africa Sub-Saharan,2
2017-07-01,2017,3,Spain,EU 14,11
2017-07-01,2017,3,Sri Lanka,Asia South,8
2017-07-01,2017,3,Sweden,EU 14,7
2017-07-01,2017,3,Switzerland,Europe Other,1
2017-07-01,2017,3,Tanzania,Africa Sub-Saharan,2
2017-07-01,2017,3,Trinidad and Tobago,America Central and South,4
2017-07-01,2017,3,Tunisia,Africa North,2
2017-07-01,2017,3,Turkey,Europe Other,4
2017-07-01,2017,3,Ukraine,Europe Other,6
2017-07-01,2017,3,United States,America North,4
2017-07-01,2017,3,Vietnam,Asia South East,16
2017-07-01,2017,3,Zambia,Africa Sub-Saharan,1
2017-07-01,2017,3,Zimbabwe,Africa Sub-Saharan,2
2017-10-01,2017,4,Afghanistan,Asia Central,4
2017-10-01,2017,4,Albania,Europe Other,138
2017-10-01,2017,4,Algeria,Africa North,7
2017-10-01,2017,4,Antigua and Barbuda,America Central and South,1
2017-10-01,2017,4,Austria,EU 14,1
2017-10-01,2017,4,"Bahamas, The",America Central and South,1
2017-10-01,2017,4,Bangladesh,Asia South,8
2017-10-01,2017,4,Belgium,EU 14,4
2017-10-01,2017,4,Bolivia,America Central and South,1
2017-10-01,2017,4,Brazil,America Central and South,6
2017-10-01,2017,4,Bulgaria,EU 2,17
2017-10-01,2017,4,Cameroon,Africa Sub-Saharan,1
2017-10-01,2017,4,Canada,America North,4
2017-10-01,2017,4,Chile,America Central and South,19
2017-10-01,2017,4,China,Asia East,7
2017-10-01,2017,4,Colombia,America Central and South,4
2017-10-01,2017,4,Congo,Africa Sub-Saharan,2
2017-10-01,2017,4,Congo (Democratic Republic),Africa Sub-Saharan,15
2017-10-01,2017,4,Croatia,EU Other,1
2017-10-01,2017,4,Cyprus,EU Other,1
2017-10-01,2017,4,Czech Republic,EU 8,27
2017-10-01,2017,4,Denmark,EU 14,3
2017-10-01,2017,4,Dominican Republic,America Central and South,1
2017-10-01,2017,4,Egypt,Africa North,2
2017-10-01,2017,4,Estonia,EU 8,1
2017-10-01,2017,4,Ethiopia,Africa Sub-Saharan,1
2017-10-01,2017,4,Finland,EU 14,2
2017-10-01,2017,4,France,EU 14,58
2017-10-01,2017,4,"Gambia, The",Africa Sub-Saharan,6
2017-10-01,2017,4,Georgia,Europe Other,5
2017-10-01,2017,4,Germany,EU 14,9
2017-10-01,2017,4,Ghana,Africa Sub-Saharan,7
2017-10-01,2017,4,Greece,EU 14,3
2017-10-01,2017,4,Guinea,Africa Sub-Saharan,1
2017-10-01,2017,4,Guinea-Bissau,Africa Sub-Saharan,1
2017-10-01,2017,4,Guyana,America Central and South,1
2017-10-01,2017,4,Honduras,America Central and South,1
2017-10-01,2017,4,Hungary,EU 8,15
2017-10-01,2017,4,India,Asia South,26
2017-10-01,2017,4,Iran,Middle East,2
2017-10-01,2017,4,Iraq,Middle East,4
2017-10-01,2017,4,Ireland,EU 14,6
2017-10-01,2017,4,Italy,EU 14,17
2017-10-01,2017,4,Ivory Coast,Africa Sub-Saharan,1
2017-10-01,2017,4,Jamaica,America Central and South,14
2017-10-01,2017,4,Kenya,Africa Sub-Saharan,3
2017-10-01,2017,4,Kosovo,Europe Other,1
2017-10-01,2017,4,Latvia,EU 8,48
2017-10-01,2017,4,Lebanon,Middle East,1
2017-10-01,2017,4,Lithuania,EU 8,147
2017-10-01,2017,4,Malaysia,Asia South East,6
2017-10-01,2017,4,Malta,EU Other,1
2017-10-01,2017,4,Mauritius,Africa Sub-Saharan,2
2017-10-01,2017,4,Mexico,America Central and South,2
2017-10-01,2017,4,Moldova,Europe Other,1
2017-10-01,2017,4,Mongolia,Asia East,1
2017-10-01,2017,4,Morocco,Africa North,5
2017-10-01,2017,4,Nepal,Asia South,1
2017-10-01,2017,4,Netherlands,EU 14,23
2017-10-01,2017,4,Nigeria,Africa Sub-Saharan,21
2017-10-01,2017,4,Other and unknown,Other,94
2017-10-01,2017,4,Pakistan,Asia South,19
2017-10-01,2017,4,Peru,America Central and South,1
2017-10-01,2017,4,Philippines,Asia South East,2
2017-10-01,2017,4,Poland,EU 8,223
2017-10-01,2017,4,Portugal,EU 14,32
2017-10-01,2017,4,Qatar,Middle East,1
2017-10-01,2017,4,Romania,EU 2,300
2017-10-01,2017,4,Russia,Europe Other,1
2017-10-01,2017,4,Saudi Arabia,Middle East,1
2017-10-01,2017,4,Serbia,Europe Other,2
2017-10-01,2017,4,Sierra Leone,Africa Sub-Saharan,1
2017-10-01,2017,4,Slovakia,EU 8,27
2017-10-01,2017,4,Somalia,Africa Sub-Saharan,4
2017-10-01,2017,4,South Africa,Africa Sub-Saharan,3
2017-10-01,2017,4,Spain,EU 14,18
2017-10-01,2017,4,Sri Lanka,Asia South,4
2017-10-01,2017,4,St. Vincent and the Grenadines,America Central and South,1
2017-10-01,2017,4,Sweden,EU 14,7
2017-10-01,2017,4,Switzerland,Europe Other,1
2017-10-01,2017,4,Trinidad and Tobago,America Central and South,5
2017-10-01,2017,4,Tunisia,Africa North,3
2017-10-01,2017,4,Turkey,Europe Other,3
2017-10-01,2017,4,Turkmenistan,Asia Central,1
2017-10-01,2017,4,Uganda,Africa Sub-Saharan,2
2017-10-01,2017,4,Ukraine,Europe Other,3
2017-10-01,2017,4,United States,America North,3
2017-10-01,2017,4,Uzbekistan,Asia Central,1
2017-10-01,2017,4,Vietnam,Asia South East,18
2017-10-01,2017,4,Zimbabwe,Africa Sub-Saharan,3
2018-01-01,2018,1,Afghanistan,Asia Central,5
2018-01-01,2018,1,Albania,Europe Other,139
2018-01-01,2018,1,Algeria,Africa North,16
2018-01-01,2018,1,Angola,Africa Sub-Saharan,1
2018-01-01,2018,1,Antigua and Barbuda,America Central and South,1
2018-01-01,2018,1,Argentina,America Central and South,1
2018-01-01,2018,1,Armenia,Europe Other,2
2018-01-01,2018,1,"Bahamas, The",America Central and South,1
2018-01-01,2018,1,Bangladesh,Asia South,3
2018-01-01,2018,1,Belarus,Europe Other,1
2018-01-01,2018,1,Belgium,EU 14,7
2018-01-01,2018,1,Bolivia,America Central and South,1
2018-01-01,2018,1,Bosnia and Herzegovina,Europe Other,1
2018-01-01,2018,1,Brazil,America Central and South,9
2018-01-01,2018,1,Bulgaria,EU 2,38
2018-01-01,2018,1,Cameroon,Africa Sub-Saharan,1
2018-01-01,2018,1,Canada,America North,3
2018-01-01,2018,1,Central African Republic,Africa Sub-Saharan,1
2018-01-01,2018,1,Chile,America Central and South,6
2018-01-01,2018,1,China,Asia East,14
2018-01-01,2018,1,Colombia,America Central and South,2
2018-01-01,2018,1,Congo (Democratic Republic),Africa Sub-Saharan,7
2018-01-01,2018,1,Croatia,EU Other,1
2018-01-01,2018,1,Cuba,America Central and South,1
2018-01-01,2018,1,Cyprus,EU Other,3
2018-01-01,2018,1,Czech Republic,EU 8,25
2018-01-01,2018,1,Denmark,EU 14,6
2018-01-01,2018,1,Ecuador,America Central and South,1
2018-01-01,2018,1,Egypt,Africa North,3
2018-01-01,2018,1,Estonia,EU 8,2
2018-01-01,2018,1,Fiji,Oceania,1
2018-01-01,2018,1,France,EU 14,59
2018-01-01,2018,1,"Gambia, The",Africa Sub-Saharan,4
2018-01-01,2018,1,Georgia,Europe Other,1
2018-01-01,2018,1,Germany,EU 14,12
2018-01-01,2018,1,Ghana,Africa Sub-Saharan,10
2018-01-01,2018,1,Greece,EU 14,2
2018-01-01,2018,1,Grenada,America Central and South,1
2018-01-01,2018,1,Hungary,EU 8,16
2018-01-01,2018,1,India,Asia South,22
2018-01-01,2018,1,Iran,Middle East,5
2018-01-01,2018,1,Iraq,Middle East,8
2018-01-01,2018,1,Ireland,EU 14,6
2018-01-01,2018,1,Italy,EU 14,16
2018-01-01,2018,1,Jamaica,America Central and South,17
2018-01-01,2018,1,Kenya,Africa Sub-Saharan,2
2018-01-01,2018,1,Kosovo,Europe Other,2
2018-01-01,2018,1,Kyrgyzstan,Asia Central,1
2018-01-01,2018,1,Latvia,EU 8,38
2018-01-01,2018,1,Libya,Africa North,1
2018-01-01,2018,1,Lithuania,EU 8,127
2018-01-01,2018,1,Macedonia,Europe Other,1
2018-01-01,2018,1,Malaysia,Asia South East,6
2018-01-01,2018,1,Malta,EU Other,1
2018-01-01,2018,1,Moldova,Europe Other,3
2018-01-01,2018,1,Morocco,Africa North,3
2018-01-01,2018,1,Nepal,Asia South,2
2018-01-01,2018,1,Netherlands,EU 14,31
2018-01-01,2018,1,New Zealand,Oceania,1
2018-01-01,2018,1,Nicaragua,America Central and South,1
2018-01-01,2018,1,Nigeria,Africa Sub-Saharan,30
2018-01-01,2018,1,Norway,Europe Other,1
2018-01-01,2018,1,Other and unknown,Other,94
2018-01-01,2018,1,Pakistan,Asia South,21
2018-01-01,2018,1,Peru,America Central and South,1
2018-01-01,2018,1,Philippines,Asia South East,2
2018-01-01,2018,1,Poland,EU 8,220
2018-01-01,2018,1,Portugal,EU 14,35
2018-01-01,2018,1,Romania,EU 2,325
2018-01-01,2018,1,Russia,Europe Other,1
2018-01-01,2018,1,Serbia,Europe Other,2
2018-01-01,2018,1,Sierra Leone,Africa Sub-Saharan,2
2018-01-01,2018,1,Slovakia,EU 8,21
2018-01-01,2018,1,Somalia,Africa Sub-Saharan,15
2018-01-01,2018,1,South Africa,Africa Sub-Saharan,4
2018-01-01,2018,1,Spain,EU 14,14
2018-01-01,2018,1,Sri Lanka,Asia South,5
2018-01-01,2018,1,St. Lucia,America Central and South,2
2018-01-01,2018,1,Sudan,Africa North,1
2018-01-01,2018,1,Sweden,EU 14,7
2018-01-01,2018,1,Switzerland,Europe Other,1
2018-01-01,2018,1,Tanzania,Africa Sub-Saharan,1
2018-01-01,2018,1,Thailand,Asia South East,2
2018-01-01,2018,1,Trinidad and Tobago,America Central and South,4
2018-01-01,2018,1,Tunisia,Africa North,2
2018-01-01,2018,1,Turkey,Europe Other,4
2018-01-01,2018,1,Ukraine,Europe Other,12
2018-01-01,2018,1,United Arab Emirates,Middle East,2
2018-01-01,2018,1,United States,America North,5
2018-01-01,2018,1,Venezuela,America Central and South,1
2018-01-01,2018,1,Vietnam,Asia South East,14
2018-01-01,2018,1,Zambia,Africa Sub-Saharan,1
2018-01-01,2018,1,Zimbabwe,Africa Sub-Saharan,3
2018-04-01,2018,2,Afghanistan,Asia Central,6
2018-04-01,2018,2,Albania,Europe Other,174
2018-04-01,2018,2,Algeria,Africa North,12
2018-04-01,2018,2,Angola,Africa Sub-Saharan,1
2018-04-01,2018,2,Austria,EU 14,4
2018-04-01,2018,2,Bangladesh,Asia South,6
2018-04-01,2018,2,Barbados,America Central and South,1
2018-04-01,2018,2,Belarus,Europe Other,1
2018-04-01,2018,2,Belgium,EU 14,3
