Date,Year,Quarter,Asylum application,Nationality,Region,Applicant type,UASC,Sex,Age Group,Applications
2022-06-30,2022,2,No asylum application raised,Iraq,Middle East,N/A - No asylum application,Non-UASC,Male,18 to 24,6
2022-06-30,2022,2,No asylum application raised,Iraq,Middle East,N/A - No asylum application,Non-UASC,Female,25 to 39,3
2022-06-30,2022,2,No asylum application raised,Iraq,Middle East,N/A - No asylum application,Non-UASC,Male,40 and over,1
2022-06-30,2022,2,No asylum application raised,Pakistan,Asia South,N/A - No asylum application,Non-UASC,Male,17 and under,2
2022-06-30,2022,2,No asylum application raised,Pakistan,Asia South,N/A - No asylum application,Non-UASC,Male,18 to 24,1
2022-06-30,2022,2,No asylum application raised,Pakistan,Asia South,N/A - No asylum application,Non-UASC,Female,18 to 24,2
2022-06-30,2022,2,No asylum application raised,Pakistan,Asia South,N/A - No asylum application,Non-UASC,Male,25 to 39,1
2022-06-30,2022,2,No asylum application raised,Pakistan,Asia South,N/A - No asylum application,Non-UASC,Female,40 and over,1
2022-06-30,2022,2,No asylum application raised,Poland,EU 8,N/A - No asylum application,Non-UASC,Male,25 to 39,1
2022-06-30,2022,2,No asylum application raised,Stateless,Other,N/A - No asylum application,Non-UASC,Male,25 to 39,1
2022-06-30,2022,2,No asylum application raised,Sudan,Africa North,N/A - No asylum application,Non-UASC,Female,17 and under,1
2022-06-30,2022,2,No asylum application raised,Sudan,Africa North,N/A - No asylum application,Non-UASC,Unknown,17 and under,1
2022-06-30,2022,2,No asylum application raised,Sudan,Africa North,N/A - No asylum application,Non-UASC,Male,17 and under,3
2022-06-30,2022,2,No asylum application raised,Sudan,Africa North,N/A - No asylum application,Non-UASC,Male,18 to 24,6
2022-06-30,2022,2,No asylum application raised,Sudan,Africa North,N/A - No asylum application,Non-UASC,Male,25 to 39,2
2022-06-30,2022,2,No asylum application raised,Syria,Middle East,N/A - No asylum application,Non-UASC,Female,18 to 24,1
2022-06-30,2022,2,No asylum application raised,Syria,Middle East,N/A - No asylum application,Non-UASC,Male,18 to 24,2
2022-06-30,2022,2,No asylum application raised,Syria,Middle East,N/A - No asylum application,Non-UASC,Male,25 to 39,1
2022-06-30,2022,2,No asylum application raised,Turkey,Europe Other,N/A - No asylum application,Non-UASC,Male,17 and under,1
2022-06-30,2022,2,No asylum application raised,Vietnam,Asia South East,N/A - No asylum application,Non-UASC,Female,17 and under,1
2022-06-30,2022,2,No asylum application raised,Vietnam,Asia South East,N/A - No asylum application,Non-UASC,Male,18 to 24,1
2022-06-30,2022,2,No asylum application raised,Vietnam,Asia South East,N/A - No asylum application,Non-UASC,Female,18 to 24,2
2022-06-30,2022,2,No asylum application raised,Vietnam,Asia South East,N/A - No asylum application,Non-UASC,Male,25 to 39,1
2022-06-30,2022,2,No asylum application raised,Vietnam,Asia South East,N/A - No asylum application,Non-UASC,Male,40 and over,2
2022-09-30,2022,3,Asylum application raised,Afghanistan,Asia Central,Dependant,Non-UASC,Unknown,17 and under,1
2022-09-30,2022,3,Asylum application raised,Afghanistan,Asia Central,Dependant,Non-UASC,Female,17 and under,43
2022-09-30,2022,3,Asylum application raised,Afghanistan,Asia Central,Dependant,Non-UASC,Male,17 and under,70
2022-09-30,2022,3,Asylum application raised,Afghanistan,Asia Central,Dependant,Non-UASC,Male,18 to 24,1
2022-09-30,2022,3,Asylum application raised,Afghanistan,Asia Central,Dependant,Non-UASC,Female,18 to 24,3
2022-09-30,2022,3,Asylum application raised,Afghanistan,Asia Central,Dependant,Non-UASC,Male,25 to 39,4
2022-09-30,2022,3,Asylum application raised,Afghanistan,Asia Central,Dependant,Non-UASC,Female,25 to 39,29
2022-09-30,2022,3,Asylum application raised,Afghanistan,Asia Central,Dependant,Non-UASC,Female,40 and over,6
2022-09-30,2022,3,Asylum application raised,Afghanistan,Asia Central,Main applicant,Non-UASC,Female,17 and under,2
2022-09-30,2022,3,Asylum application raised,Afghanistan,Asia Central,Main applicant,Non-UASC,Male,17 and under,130
2022-09-30,2022,3,Asylum application raised,Afghanistan,Asia Central,Main applicant,Non-UASC,Unknown,18 to 24,1
2022-09-30,2022,3,Asylum application raised,Afghanistan,Asia Central,Main applicant,Non-UASC,Female,18 to 24,6
2022-09-30,2022,3,Asylum application raised,Afghanistan,Asia Central,Main applicant,Non-UASC,Male,18 to 24,1049
2022-09-30,2022,3,Asylum application raised,Afghanistan,Asia Central,Main applicant,Non-UASC,Female,25 to 39,19
2022-09-30,2022,3,Asylum application raised,Afghanistan,Asia Central,Main applicant,Non-UASC,Male,25 to 39,696
2022-09-30,2022,3,Asylum application raised,Afghanistan,Asia Central,Main applicant,Non-UASC,Female,40 and over,4
2022-09-30,2022,3,Asylum application raised,Afghanistan,Asia Central,Main applicant,Non-UASC,Male,40 and over,51
2022-09-30,2022,3,Asylum application raised,Afghanistan,Asia Central,Main applicant,UASC,Female,17 and under,2
2022-09-30,2022,3,Asylum application raised,Afghanistan,Asia Central,Main applicant,UASC,Male,17 and under,335
2022-09-30,2022,3,Asylum application raised,Afghanistan,Asia Central,Main applicant,UASC,Male,18 to 24,16
2022-09-30,2022,3,Asylum application raised,Afghanistan,Asia Central,Main applicant,UASC,Male,25 to 39,4
2022-09-30,2022,3,Asylum application raised,Albania,Europe Other,Dependant,Non-UASC,Unknown,17 and under,15
2022-09-30,2022,3,Asylum application raised,Albania,Europe Other,Dependant,Non-UASC,Female,17 and under,301
2022-09-30,2022,3,Asylum application raised,Albania,Europe Other,Dependant,Non-UASC,Male,17 and under,340
2022-09-30,2022,3,Asylum application raised,Albania,Europe Other,Dependant,Non-UASC,Male,18 to 24,4
2022-09-30,2022,3,Asylum application raised,Albania,Europe Other,Dependant,Non-UASC,Female,18 to 24,65
2022-09-30,2022,3,Asylum application raised,Albania,Europe Other,Dependant,Non-UASC,Male,25 to 39,3
2022-09-30,2022,3,Asylum application raised,Albania,Europe Other,Dependant,Non-UASC,Female,25 to 39,127
2022-09-30,2022,3,Asylum application raised,Albania,Europe Other,Dependant,Non-UASC,Unknown,40 and over,1
2022-09-30,2022,3,Asylum application raised,Albania,Europe Other,Dependant,Non-UASC,Male,40 and over,3
2022-09-30,2022,3,Asylum application raised,Albania,Europe Other,Dependant,Non-UASC,Female,40 and over,36
2022-09-30,2022,3,Asylum application raised,Albania,Europe Other,Main applicant,Non-UASC,Unknown,17 and under,1
2022-09-30,2022,3,Asylum application raised,Albania,Europe Other,Main applicant,Non-UASC,Female,17 and under,17
2022-09-30,2022,3,Asylum application raised,Albania,Europe Other,Main applicant,Non-UASC,Male,17 and under,43
2022-09-30,2022,3,Asylum application raised,Albania,Europe Other,Main applicant,Non-UASC,Unknown,18 to 24,18
2022-09-30,2022,3,Asylum application raised,Albania,Europe Other,Main applicant,Non-UASC,Female,18 to 24,139
2022-09-30,2022,3,Asylum application raised,Albania,Europe Other,Main applicant,Non-UASC,Male,18 to 24,2551
2022-09-30,2022,3,Asylum application raised,Albania,Europe Other,Main applicant,Non-UASC,Unknown,25 to 39,8
2022-09-30,2022,3,Asylum application raised,Albania,Europe Other,Main applicant,Non-UASC,Female,25 to 39,236
2022-09-30,2022,3,Asylum application raised,Albania,Europe Other,Main applicant,Non-UASC,Male,25 to 39,2436
2022-09-30,2022,3,Asylum application raised,Albania,Europe Other,Main applicant,Non-UASC,Unknown,40 and over,5
2022-09-30,2022,3,Asylum application raised,Albania,Europe Other,Main applicant,Non-UASC,Female,40 and over,61
2022-09-30,2022,3,Asylum application raised,Albania,Europe Other,Main applicant,Non-UASC,Male,40 and over,496
2022-09-30,2022,3,Asylum application raised,Albania,Europe Other,Main applicant,UASC,Female,17 and under,5
2022-09-30,2022,3,Asylum application raised,Albania,Europe Other,Main applicant,UASC,Male,17 and under,495
2022-09-30,2022,3,Asylum application raised,Albania,Europe Other,Main applicant,UASC,Male,18 to 24,7
2022-09-30,2022,3,Asylum application raised,Albania,Europe Other,Main applicant,UASC,Male,25 to 39,2
2022-09-30,2022,3,Asylum application raised,Algeria,Africa North,Dependant,Non-UASC,Female,25 to 39,1
2022-09-30,2022,3,Asylum application raised,Algeria,Africa North,Dependant,Non-UASC,Female,40 and over,1
2022-09-30,2022,3,Asylum application raised,Algeria,Africa North,Main applicant,Non-UASC,Male,18 to 24,12
2022-09-30,2022,3,Asylum application raised,Algeria,Africa North,Main applicant,Non-UASC,Male,25 to 39,30
2022-09-30,2022,3,Asylum application raised,Algeria,Africa North,Main applicant,Non-UASC,Male,40 and over,1
2022-09-30,2022,3,Asylum application raised,Algeria,Africa North,Main applicant,UASC,Male,17 and under,1
2022-09-30,2022,3,Asylum application raised,Azerbaijan,Europe Other,Main applicant,Non-UASC,Male,25 to 39,1
2022-09-30,2022,3,Asylum application raised,Bolivia,America Central and South,Main applicant,Non-UASC,Male,40 and over,1
2022-09-30,2022,3,Asylum application raised,Burkina Faso,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,3
2022-09-30,2022,3,Asylum application raised,Burkina Faso,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,1
2022-09-30,2022,3,Asylum application raised,Burundi,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,1
2022-09-30,2022,3,Asylum application raised,Cameroon,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,1
2022-09-30,2022,3,Asylum application raised,Cameroon,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,3
2022-09-30,2022,3,Asylum application raised,Chad,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,15
2022-09-30,2022,3,Asylum application raised,Chad,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,9
2022-09-30,2022,3,Asylum application raised,Chad,Africa Sub-Saharan,Main applicant,UASC,Male,17 and under,9
2022-09-30,2022,3,Asylum application raised,Chad,Africa Sub-Saharan,Main applicant,UASC,Male,18 to 24,3
2022-09-30,2022,3,Asylum application raised,China,Asia East,Main applicant,Non-UASC,Female,25 to 39,1
2022-09-30,2022,3,Asylum application raised,Cyprus (Northern part of),Europe Other,Main applicant,Non-UASC,Male,18 to 24,1
2022-09-30,2022,3,Asylum application raised,Egypt,Africa North,Dependant,Non-UASC,Male,17 and under,1
2022-09-30,2022,3,Asylum application raised,Egypt,Africa North,Dependant,Non-UASC,Female,17 and under,2
2022-09-30,2022,3,Asylum application raised,Egypt,Africa North,Main applicant,Non-UASC,Male,17 and under,11
2022-09-30,2022,3,Asylum application raised,Egypt,Africa North,Main applicant,Non-UASC,Female,18 to 24,1
2022-09-30,2022,3,Asylum application raised,Egypt,Africa North,Main applicant,Non-UASC,Male,18 to 24,217
2022-09-30,2022,3,Asylum application raised,Egypt,Africa North,Main applicant,Non-UASC,Unknown,25 to 39,1
2022-09-30,2022,3,Asylum application raised,Egypt,Africa North,Main applicant,Non-UASC,Male,25 to 39,188
2022-09-30,2022,3,Asylum application raised,Egypt,Africa North,Main applicant,Non-UASC,Male,40 and over,45
2022-09-30,2022,3,Asylum application raised,Egypt,Africa North,Main applicant,UASC,Male,17 and under,43
2022-09-30,2022,3,Asylum application raised,Egypt,Africa North,Main applicant,UASC,Male,18 to 24,1
2022-09-30,2022,3,Asylum application raised,Eritrea,Africa Sub-Saharan,Dependant,Non-UASC,Unknown,17 and under,1
2022-09-30,2022,3,Asylum application raised,Eritrea,Africa Sub-Saharan,Dependant,Non-UASC,Male,17 and under,25
2022-09-30,2022,3,Asylum application raised,Eritrea,Africa Sub-Saharan,Dependant,Non-UASC,Female,17 and under,26
2022-09-30,2022,3,Asylum application raised,Eritrea,Africa Sub-Saharan,Dependant,Non-UASC,Female,18 to 24,5
2022-09-30,2022,3,Asylum application raised,Eritrea,Africa Sub-Saharan,Dependant,Non-UASC,Male,25 to 39,1
2022-09-30,2022,3,Asylum application raised,Eritrea,Africa Sub-Saharan,Dependant,Non-UASC,Female,25 to 39,7
2022-09-30,2022,3,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,Non-UASC,Female,17 and under,3
2022-09-30,2022,3,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,Non-UASC,Male,17 and under,12
2022-09-30,2022,3,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,Non-UASC,Female,18 to 24,55
2022-09-30,2022,3,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,118
2022-09-30,2022,3,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,Non-UASC,Unknown,25 to 39,3
2022-09-30,2022,3,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,Non-UASC,Female,25 to 39,50
2022-09-30,2022,3,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,177
2022-09-30,2022,3,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,Non-UASC,Female,40 and over,4
2022-09-30,2022,3,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,Non-UASC,Male,40 and over,10
2022-09-30,2022,3,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,UASC,Female,17 and under,18
2022-09-30,2022,3,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,UASC,Male,17 and under,35
2022-09-30,2022,3,Asylum application raised,Ethiopia,Africa Sub-Saharan,Dependant,Non-UASC,Female,17 and under,6
2022-09-30,2022,3,Asylum application raised,Ethiopia,Africa Sub-Saharan,Dependant,Non-UASC,Male,17 and under,9
2022-09-30,2022,3,Asylum application raised,Ethiopia,Africa Sub-Saharan,Dependant,Non-UASC,Female,18 to 24,1
2022-09-30,2022,3,Asylum application raised,Ethiopia,Africa Sub-Saharan,Dependant,Non-UASC,Female,25 to 39,3
2022-09-30,2022,3,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,Non-UASC,Female,17 and under,1
2022-09-30,2022,3,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,Non-UASC,Male,17 and under,4
2022-09-30,2022,3,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,Non-UASC,Unknown,18 to 24,1
2022-09-30,2022,3,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,Non-UASC,Female,18 to 24,6
2022-09-30,2022,3,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,48
2022-09-30,2022,3,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,Non-UASC,Female,25 to 39,21
2022-09-30,2022,3,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,81
2022-09-30,2022,3,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,Non-UASC,Male,40 and over,8
2022-09-30,2022,3,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,UASC,Female,17 and under,7
2022-09-30,2022,3,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,UASC,Male,17 and under,17
2022-09-30,2022,3,Asylum application raised,"Gambia, The",Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,1
2022-09-30,2022,3,Asylum application raised,"Gambia, The",Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,1
2022-09-30,2022,3,Asylum application raised,"Gambia, The",Africa Sub-Saharan,Main applicant,UASC,Male,17 and under,1
2022-09-30,2022,3,Asylum application raised,Georgia,Europe Other,Dependant,Non-UASC,Male,17 and under,1
2022-09-30,2022,3,Asylum application raised,Georgia,Europe Other,Dependant,Non-UASC,Female,18 to 24,1
2022-09-30,2022,3,Asylum application raised,Georgia,Europe Other,Dependant,Non-UASC,Female,25 to 39,3
2022-09-30,2022,3,Asylum application raised,Georgia,Europe Other,Main applicant,Non-UASC,Male,18 to 24,16
2022-09-30,2022,3,Asylum application raised,Georgia,Europe Other,Main applicant,Non-UASC,Female,25 to 39,1
2022-09-30,2022,3,Asylum application raised,Georgia,Europe Other,Main applicant,Non-UASC,Male,25 to 39,81
2022-09-30,2022,3,Asylum application raised,Georgia,Europe Other,Main applicant,Non-UASC,Female,40 and over,2
2022-09-30,2022,3,Asylum application raised,Georgia,Europe Other,Main applicant,Non-UASC,Male,40 and over,38
2022-09-30,2022,3,Asylum application raised,Germany,EU 14,Dependant,Non-UASC,Female,17 and under,1
2022-09-30,2022,3,Asylum application raised,Ghana,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,1
2022-09-30,2022,3,Asylum application raised,Guinea,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,2
2022-09-30,2022,3,Asylum application raised,Guinea,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,1
2022-09-30,2022,3,Asylum application raised,Guinea,Africa Sub-Saharan,Main applicant,UASC,Male,17 and under,1
2022-09-30,2022,3,Asylum application raised,Guyana,America Central and South,Main applicant,Non-UASC,Male,18 to 24,1
2022-09-30,2022,3,Asylum application raised,India,Asia South,Dependant,Non-UASC,Male,17 and under,1
2022-09-30,2022,3,Asylum application raised,India,Asia South,Dependant,Non-UASC,Female,25 to 39,2
2022-09-30,2022,3,Asylum application raised,India,Asia South,Main applicant,Non-UASC,Male,17 and under,1
2022-09-30,2022,3,Asylum application raised,India,Asia South,Main applicant,Non-UASC,Female,18 to 24,1
2022-09-30,2022,3,Asylum application raised,India,Asia South,Main applicant,Non-UASC,Male,18 to 24,22
2022-09-30,2022,3,Asylum application raised,India,Asia South,Main applicant,Non-UASC,Male,25 to 39,68
2022-09-30,2022,3,Asylum application raised,India,Asia South,Main applicant,Non-UASC,Male,40 and over,26
2022-09-30,2022,3,Asylum application raised,Iran,Middle East,Dependant,Non-UASC,Unknown,17 and under,3
2022-09-30,2022,3,Asylum application raised,Iran,Middle East,Dependant,Non-UASC,Female,17 and under,54
2022-09-30,2022,3,Asylum application raised,Iran,Middle East,Dependant,Non-UASC,Male,17 and under,67
2022-09-30,2022,3,Asylum application raised,Iran,Middle East,Dependant,Non-UASC,Male,18 to 24,2
2022-09-30,2022,3,Asylum application raised,Iran,Middle East,Dependant,Non-UASC,Female,18 to 24,14
2022-09-30,2022,3,Asylum application raised,Iran,Middle East,Dependant,Non-UASC,Male,25 to 39,6
2022-09-30,2022,3,Asylum application raised,Iran,Middle East,Dependant,Non-UASC,Female,25 to 39,62
2022-09-30,2022,3,Asylum application raised,Iran,Middle East,Dependant,Non-UASC,Male,40 and over,4
